,question,ahc_label,cluster
159,I have cough. Does that mean I might be infected?,9,
1402,Can I get infected from food or grocery delivery?,9,
1654,How covid-19 virus infected?,9,
1119,How many people are infected in toronto,9,
491,how can I prevent to get infected?,9,
1400,Is it possible to be infected again?,9,
1849,How COVID-19 is infecting?,9,
1363,Can antibiotics deal with viral infection?,9,
1815,From the infected worldwide population what will be the ratio of asymptomatic people,9,
27,Which country infected ? ,9,
1197,"What are the demographics of people infected, hospitalized and deceased in Quebec, ",9,
706,What should I do if i think that i'm infected ?,9,
1652,Can I get the virus from breathing infected airborn particules,9,
357,How many people are infected in Lithuania?,9,
593,Which country infected ? ,9,
890,What is the estimated population that will be infected by the covid-19 virus?,9,
1556,How to take care of infected people ,9,
1564,"If someone was infected once, can they be reinfected? Can they still carry the virus and infect others?",9,
1045,Do I have to wear a mask all the time if I am not infected?,9,
929,Can you get be infected more than once? ,9,
1294,Get I get infected from a dog?,9,
211,What is the current situation of COVID-19 infections?,9,
1597,"Does Pneumonia vaccine, which is for a bacterial infections, helps the immune system to deal with the viral infection of Covid-19 more easily? By removing the possibility of bacterial infection and just focusing on viral infection!",9,
451,What do I do if I suspect I'm infected?,9,
619,What is the incubation period for COVID-19?,10,incubation
155,What is the incubation time of the virus?,10,incubation
233,Is the virus infectious during incubation period?,10,incubation
714,What is the incubation period? ,10,incubation
503,What is the incubation time of covid-19 by age,10,incubation
1156,How long is incubation period? ,10,incubation
1587,How long does this virus incubate? ,10,incubation
659,What’s the incubation period? ,10,incubation
712,What is the period of incubation?,10,incubation
1639,where can I get tested,11,test
1306,Were can I get tested? ,11,test
1208,Where do we get the test for COVID-19?,11,test
800,Where can I get tested?,11,test
385,Where should I be tested ?,11,test
1114,"I would like to get COVID19 test, where can I get it?",11,test
1057,where can I test for covid,11,test
1657,How do I know when to get tested?,11,test
1528,"if i think i have it, should i got get tested",11,test
1534,what is covid-19,12,about
603,What is COVID 19?,12,about
29,What is covid,12,about
25,What is the covid?,12,about
45,What is the COVID-19?,12,about
23,What is Covid-19?,12,about
579,Covid?,12,about
1031,what is covid 19,12,about
470,Covid-19,12,about
1510,What is COVID-19?,12,about
356,what's is COVID-19?,12,about
522,What is covid?,12,about
609,What is covid,12,about
1163,What is covid-19?,12,about
1240,What is COVID 19,12,about
842,What is COVID-19,12,about
1497,What is covid-19?,12,about
1273,What is COVID-19?,12,about
544,What is covid,12,about
1609,Covid-19,12,about
1131,What is Covid 19,12,about
995,What is Covid-19 virus?),12,about
1825,What’s COVID-19?,12,about
538,What is covid 19?,12,about
1290,what is covid-19,12,about
1025,Why Covid 19?,12,about
8,what is covid-19,12,about
1353,Do I have covid?,12,about
790,what is covid-19 ?,12,about
1261,About COVID-19,12,about
1848,how many people related covid-19,13,cases
338,how many people positive result with COVID-19,13,cases
694,How many people have it in my town?,13,cases
989,Can I die from Covid-19?,13,
1404,How many people died in NYC,13,cases
1438,How many people died in Belgium?,13,cases
1002,What are the risks for people with diabetes? ,13,cases
299,who is at risk of dying after contracting the virus?,13,
1504,how many people have died,13,cases
829,how many people have died in the US?,13,cases
394,how to interact with people,13,cases
1673,how many people positive with Covid-19 in the world?,13,cases
666,What is the probability of dying?,13,
674,how many people in America?,13,cases
1223,how many people die for cover?,13,cases
1746,how many people died so far?,13,cases
61,How many people have dies,13,cases
481,how many people died?,13,cases
1802,Can you die from contracting covid?,13,
711,How does it die in asymptomatic people?,13,
