,id,timestamp_est,anonymous_id,language,question,detected_lang,cluster,tags
1558,4032,2020-03-25 22:17:53,b8f01f00-0314-43a6-9f66-084c4560d608,en,how many new cases per day in canada,en,situation-stats,
1559,4034,2020-03-25 20:14:22,b30b6510-aa83-42ab-b528-24d2da59319c,en,Can it be transfered to food?,en,unclassified,
1560,4035,2020-03-25 22:40:19,edb274b4-8fe3-4603-bdf9-b97110f7e684,en,How long are you contagious after you contract COVID-19?,en,covid-transmission,
1561,4038,2020-03-26 0:17:54,44dc0c17-1f12-41c7-93c7-2f1b873062a9,en,Is it possible to get covid if I am missing my children?,en,personal-whatif,
1562,4039,2020-03-25 20:24:02,9c7d861e-fb69-4671-b22f-ac97f8f606b1,en,1. How long does Covid 19 survive in a freezer? Does it survive?,en,covid-life,
1563,4040,2020-03-26 0:00:20,5b925b2f-4861-464c-837c-d8656bedfdcc,en,When should I go to the hospital?,en,situation-lockdown,
1564,4044,2020-03-25 21:36:56,2d5abbb8-c3e1-4297-9552-c32606afad4b,en,What’s the timeline of the appearance of different symptoms?,en,personal-whatif,
1565,4045,2020-03-25 22:42:43,edb274b4-8fe3-4603-bdf9-b97110f7e684,en,Why isn’t Canada testing more people for COVID-19?,en,personal-testing,
1566,4046,2020-03-25 20:24:02,9c7d861e-fb69-4671-b22f-ac97f8f606b1,en,3. Cooking food kills  off the Covid 19,en,covid-kill,
1567,4050,2020-03-25 22:42:43,edb274b4-8fe3-4603-bdf9-b97110f7e684,en,How long does COVID-19 stay in the air?,en,covid-life,
1568,4051,2020-03-25 20:00:46,e9db29c8-7398-4b0b-af68-c7735431521e,en,Can I go for a walk outside in my neighborhood if I am voluntary isolation ?,en,personal-whatif,
1569,4052,2020-03-25 17:20:29,09502bb4-93e6-4e82-a7b0-04be3207c58b,en,"Is Quebec providing testing for people that have not travelled or been in contact with a confirmed case(to the extent of their knowledge), but have a fever and cough?",en,personal-testing,
1570,4056,2020-03-25 20:24:02,9c7d861e-fb69-4671-b22f-ac97f8f606b1,en,2. Can Covid 19 live on fruits and vegetables and what is the safest way to eat and clean them?,en,covid-life,
1571,4057,2020-03-25 18:42:50,7b391b61-5464-43c2-8257-8e880d685f80,en,Can you speak English?,en,unclassified,
1572,4064,2020-03-25 17:16:36,c9f5179c-abbc-40f5-945c-659eec2fd21d,en,For how long the virus can live without the host ?,en,covid-life,
1573,4066,2020-03-25 17:16:36,c9f5179c-abbc-40f5-945c-659eec2fd21d,en,How safe is food delivery ?,en,unclassified,
1574,4069,2020-03-25 20:14:23,b30b6510-aa83-42ab-b528-24d2da59319c,en,Are babies at high risk?,en,covid-contagious,
1575,4070,2020-03-26 1:40:02,677f847c-89d5-4407-8651-622c288fcd68,en,I’ve developed a sore throat. Where should I go?,en,unclassified,
1576,4071,2020-03-25 22:42:43,edb274b4-8fe3-4603-bdf9-b97110f7e684,en,Why is the quarantine 10 days now instead of the prior 14 days?,en,unclassified,
1577,4075,2020-03-25 22:54:41,838af32e-7e7e-44b4-9c45-fe518bf2b52a,en,"If you are a fireman and have been sick, do you need to be tested before going back to work? ",en,personal-whatif,
1578,4076,2020-03-25 23:13:47,d68f0d5b-37e4-4a49-ac5a-0e3b5653ead4,en,Testing,en,personal-testing,
1579,4077,2020-03-25 18:09:15,57bd8994-3595-47bd-a08e-68ff09ae7692,en,Is it ok for me to take a daily walk in the neighborhood (residential area),en,situation-lockdown,
1580,4078,2020-03-25 22:17:53,b8f01f00-0314-43a6-9f66-084c4560d608,en,what should I do if I have symptoms,en,personal-symptoms,
1581,4080,2020-03-25 23:23:04,39f98073-9bdb-466e-8033-4d4afffa9365,en,Do I have to take a test 14 days after being infected to know I'm fully recovered?,en,personal-symptoms,
1582,4081,2020-03-25 18:46:36,93b36092-79c8-49df-a1b4-a4f0388a6196,en,What are the symptoms of corona,en,covid-symptoms,
1583,4084,2020-03-25 21:36:56,2d5abbb8-c3e1-4297-9552-c32606afad4b,en,"Do medications such as Ibuprofen, Voltaren, which have anti inflammatory property make the symptoms of COVID-19 worse?",en,covid-med,
1584,4090,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,What is the death rate for pregnant women?,en,situation-stats,
1585,4095,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,What precautions should pregnant women take on top of everyone else?,en,personal-caution,
1586,4097,2020-03-26 11:03:19,3ec59dcc-8fa1-4fa3-9677-d0b7a66a44bb,en,Does covid 19 include a sore throat?,en,unclassified,
1587,4101,2020-03-26 11:05:06,3ec59dcc-8fa1-4fa3-9677-d0b7a66a44bb,en,What percentage of people over 60 die from covid 19?,en,unclassified,
1588,4103,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,What are the risks to pregnancy in week 12?,en,covid-contagious,
1589,4107,2020-03-26 5:45:58,7c28473f-af7e-4216-9de8-89f3f7f4cb6b,en,how long days need for,en,unclassified,
1590,4109,2020-03-26 9:01:14,273729cb-80d1-4f9f-bab1-f818abe8a446,en,Do pregnant women have a higher risk factor?,en,covid-contagious,
1591,4110,2020-03-26 10:49:47,9bc88e52-b9b8-4367-9175-a8acc3788a82,en,Is coughing with a headache a symptom?,en,covid-symptoms,
1592,4112,2020-03-26 3:47:21,5f3e9db1-5674-48e1-9aa7-b952a47e6609,fr,What are the covid19 symptoms ?,en,covid-symptoms,
1593,4113,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,Where can I buy protective masks?,en,personal-caution,
1594,4114,2020-03-26 7:47:16,b0e566f5-6d9a-4d63-8e7a-b8d3e204b7a8,en,Are itchy eyes a symptom of Covid 19?,en,covid-symptoms,
1595,4115,2020-03-26 7:55:36,66837903-77b4-47fb-af73-39682bb29ba5,en,How are the symptoms different then the cold or flu?,en,personal-whatif,
1596,4117,2020-03-26 7:06:36,b36ebd8b-dbac-4fcf-8d1f-c314cb30b743,en,What fever is covid -19 fever?,en,unclassified,
1597,4120,2020-03-26 11:03:02,1c805e30-2203-4c15-a79f-933adf219a70,en,What are the risk factors for COVID-19?,en,covid-contagious,
1598,4121,2020-03-26 9:01:14,273729cb-80d1-4f9f-bab1-f818abe8a446,en,Is a lower than usual temperature a potential symptom?,en,covid-symptoms,
1599,4127,2020-03-26 7:55:36,66837903-77b4-47fb-af73-39682bb29ba5,en,How long does it take for you to feel symptoms once you are infected?,en,covid-infection,
1600,4129,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,Is it safe to attend my prenatal appointment in person?,en,unclassified,
1601,4130,2020-03-26 10:50:39,9bc88e52-b9b8-4367-9175-a8acc3788a82,en,What symptoms are red flags for me to go to the hospital or get tested?,en,personal-testing,
1602,4132,2020-03-26 9:01:14,273729cb-80d1-4f9f-bab1-f818abe8a446,en,How many days does it take for the infection rates to double?,en,covid-infection,
1603,4134,2020-03-26 11:23:14,86a97a1a-e6b6-40b4-815d-5dd9fd7eac09,en,what is covid19?,en,covid-what,
1604,4136,2020-03-26 10:50:39,9bc88e52-b9b8-4367-9175-a8acc3788a82,en,When should I get tested?,en,personal-testing,
1605,4141,2020-03-26 7:55:36,66837903-77b4-47fb-af73-39682bb29ba5,en,Are there different degrees of severeness of the virus?,en,personal-whatif,
1606,4144,2020-03-26 11:05:06,3ec59dcc-8fa1-4fa3-9677-d0b7a66a44bb,en,Do kids show symptoms if they get covid 19?,en,personal-whatif,
1607,4145,2020-03-26 5:45:59,7c28473f-af7e-4216-9de8-89f3f7f4cb6b,en,most country have patient,en,unclassified,
1608,4146,2020-03-26 7:57:23,5eef5f23-fe6c-4298-b35e-5afb45f2b67a,en,Are tests for covid19 available in Alberta? How do I schedule a test?,en,personal-testing,
1609,4149,2020-03-26 7:43:54,d1e35d54-8569-4fd7-a27c-8508895c4019,en,My father-in-law is more at risk because of his age. Should my mother-in-law be the one to get groceries or should we do it for them to lower the risk of my Mother-in-law being a transporter of the virus?,en,covid-contagious,
1610,4150,2020-03-26 11:44:52,24860cb4-e11f-4920-85c1-21f6c756616b,en,I worked with someone who was in contact with individuals returning from covid19-affected countries. Should I be worried?,en,unclassified,
1611,4157,2020-03-26 3:47:21,5f3e9db1-5674-48e1-9aa7-b952a47e6609,fr,"I have a sore throat, do i have the virus ?",en,personal-symptoms,
1612,4158,2020-03-26 7:47:16,b0e566f5-6d9a-4d63-8e7a-b8d3e204b7a8,en,I have had a sore throat for 8 days. Should I worry?,en,personal-symptoms,
1613,4161,2020-03-26 8:53:29,73e1e7a1-904c-49b6-9377-b9b6c41e14b1,en,Are pregnant women at high risks?,en,covid-contagious,
1614,4165,2020-03-26 16:22:18,48e58cbf-8eea-441b-b998-f0d546a86366,en,how do I know if I’m asymptomatic despite having contracted the Coronavirus?,en,personal-whatif,
1615,4168,2020-03-26 14:31:40,b934e1d8-3289-4d9b-b1c2-8a8323da3c90,en,If I do not have systoms could I still have the virus,en,personal-whatif,
1616,4174,2020-03-26 15:33:24,0dcdd9ea-edca-4087-a585-360958e148b7,en,Do i need to wash my groceries,en,unclassified,
1617,4175,2020-03-26 15:33:24,0dcdd9ea-edca-4087-a585-360958e148b7,en,Can I catch or spread the virus from a plastic bag?,en,covid-transmission,
1618,4178,2020-03-26 16:53:58,62b67f22-6764-47e4-9165-512cd31a6e56,en,Do we need to prevent touching packing of food....does corona virus lie on packing?  And on clothes?,en,personal-caution,
1619,4180,2020-03-26 13:27:50,643b7cb1-747f-4516-88f8-544248246dc5,en,What are the symptoms of Covid-19?,en,covid-symptoms,
1620,4182,2020-03-26 14:31:40,b934e1d8-3289-4d9b-b1c2-8a8323da3c90,en,If I do not show syntoms can I still be tested,en,personal-whatif,
1621,4184,2020-03-26 15:26:36,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,How do I tell symptoms apart between a normal flu and the Covid-19 flu?,en,covid-symptoms,
1622,4186,2020-03-26 13:40:57,87b83434-c889-4c06-9f30-002699408674,en,"I don't feel well, have a dry cough and a fever. Should I go get tested for covid and where can I get tested if I livei n POinte-Claire Quebec?",en,personal-whatif,
1623,4187,2020-03-26 14:44:34,10e4c9fe-4894-4da3-ba47-bce6b78aa4df,en,My throat get dry and sometimes I have to take long breaths,en,personal-symptoms,
1624,4196,2020-03-26 16:53:58,62b67f22-6764-47e4-9165-512cd31a6e56,en,After how much Time clothes or packets can be out of risk from spreading virus?,en,covid-contagious,
1625,4197,2020-03-26 14:36:26,472fbb75-734b-4975-9299-3835c1e7990d,en,How many cases in quebec granby there is,en,situation-stats,
1626,4198,2020-03-26 15:41:53,7ca49b38-a052-4b7a-9c33-bacbbdef1f3e,en,"I have headache, is it normal?",en,personal-symptoms,
1627,4199,2020-03-26 15:46:56,11b1495b-ea8f-4c71-828d-9329d5ef0780,fr,Am I sick,en,unclassified,
1628,4200,2020-03-26 15:41:18,7ca49b38-a052-4b7a-9c33-bacbbdef1f3e,en,How old are you?,en,unclassified,
1629,4203,2020-03-26 14:44:34,10e4c9fe-4894-4da3-ba47-bce6b78aa4df,en,My body is warm from inside and sometimes outside,en,covid-symptoms,
1630,4205,2020-03-26 14:13:30,ce329575-8d11-48fe-88a6-5fbbd132e052,en,my employer has fired me because of COVID-19 what should I do?,en,covid-what,
1631,4206,2020-03-26 14:40:36,42412b45-9fb3-46a2-a7b8-73788095df5f,en,I got tested and it came back negative. Can I go back outside and go for a run?,en,situation-lockdown,
1632,4207,2020-03-26 13:27:59,a413b49d-130f-4c9a-8931-52103ade58ca,en,"Now we confirmed that asymptomatic Covid-19 carrier can spread the virus, shouldn't it be smart to treat everyone as potiential carrier and wear mask?",en,covid-fight,
1633,4208,2020-03-26 15:26:36,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,When will we know if the school year is cancelled?,en,personal-whatif,
1634,4215,2020-03-26 12:49:31,772da3d1-8860-4136-b772-1b362abe4bf3,en,Will I be able to transmit after recovering?,en,covid-recovery,
1635,4221,2020-03-26 16:46:46,dd208eb5-e37a-4855-99b0-89490f5f0905,en,Checkup points for covid19,en,unclassified,
1636,4222,2020-03-26 15:26:36,542da6df-f143-4d78-a6ac-ba8ec8a6cc32,en,Is it still safe for my kids to play outside?,en,unclassified,
1637,4225,2020-03-26 13:27:59,a413b49d-130f-4c9a-8931-52103ade58ca,en,Is take-out food really safe during pandemic?,en,unclassified,
1638,4227,2020-03-26 17:52:57,7cc49a93-d458-4752-a809-c061d488debc,en,"My father has a fever, should I get tested",en,personal-testing,
1639,4228,2020-03-27 1:05:36,f589c3ea-e8a9-4360-b1e7-26b9d6521407,en,How can I get a test?,en,personal-testing,
1640,4229,2020-03-26 20:56:10,f21727b4-cfb7-4e6a-9dc1-8bd4b67b2567,en,Can I catch the virus from food in the grocery store?,en,unclassified,
1641,4230,2020-03-26 20:56:10,f21727b4-cfb7-4e6a-9dc1-8bd4b67b2567,en,What rate of infection is projected in Quebec? What percentage of the population will contract Covid-19?,en,covid-infection,
1642,4231,2020-03-26 17:37:54,e43160b4-c39f-440a-b56e-c46ea3f30d85,en,Some experts are encouraging people to wash with soap and water all groceries ( not just fruit and vegetables) brought into the house. Is this necessary?,en,unclassified,
1643,4232,2020-03-27 0:19:17,ed225c95-535f-4346-86d1-c6478d5b69fc,en,What are symptoms in the incubation period?,en,covid-incubation,
1644,4234,2020-03-26 22:42:44,8494d991-a9c6-41f7-bf49-10a1072e86a0,en,How do I know if I have covid?,en,personal-symptoms,
1645,4237,2020-03-27 0:19:17,ed225c95-535f-4346-86d1-c6478d5b69fc,en,How many days it takes to recover?,en,covid-recovery,
1646,4239,2020-03-26 22:42:44,8494d991-a9c6-41f7-bf49-10a1072e86a0,en,I have a sore throat,en,personal-symptoms,
1647,4241,2020-03-26 22:25:18,d4c014da-0fc7-45cc-8f06-6f00cd1cd8e8,en,Why not?,en,unclassified,
1648,4243,2020-03-26 17:13:56,98bc1df3-b2e7-4540-a014-e127631af05d,en,Is there a test center for assymptomatic people,en,personal-testing,
1649,4245,2020-03-26 23:05:52,e5b9e1e5-a4ee-4a50-948f-a63a8cac335d,en,What can I take to prevent coronavirus,en,personal-caution,
1650,4246,2020-03-26 22:25:18,d4c014da-0fc7-45cc-8f06-6f00cd1cd8e8,en,Can you tell where I can get tested?,en,personal-testing,
1651,4247,2020-03-26 18:40:36,3448fbaa-e164-438e-b046-dc00bd0b2881,en,Even though we do not have any symptoms can we still get tested?,en,personal-testing,
1652,4249,2020-03-26 22:53:09,c1448436-d4cd-463e-bcf3-ef730b253a8f,en,Who is most likely to catch the virus ?,en,unclassified,
1653,4250,2020-03-26 22:44:54,7fbb8ef7-77d8-47da-ac96-01d4353abe66,es,How many people are sick with covid19 in Chile ?,en,situation-stats,
1654,4251,2020-03-26 18:40:36,3448fbaa-e164-438e-b046-dc00bd0b2881,en," My wife gave birth two days ago at the Jewish General Hospital, now that we are home we are home, is it safe to get our 3 year old from my sister’s house or should we quarantine ourselves for 14 days?",en,personal-whatif,
1655,4253,2020-03-27 0:19:17,ed225c95-535f-4346-86d1-c6478d5b69fc,en,Day by day symptoms?,en,covid-symptoms,
1656,4254,2020-03-26 21:12:15,1b44b39c-6e82-4e44-8bfa-24806b192b1e,fr,How long can you be asymptomatic and have covid-19?,en,covid-symptoms,
1657,4255,2020-03-26 20:56:10,f21727b4-cfb7-4e6a-9dc1-8bd4b67b2567,en,Do i need to disinfect my groceries?,en,unclassified,
1658,4256,2020-03-26 23:05:52,e5b9e1e5-a4ee-4a50-948f-a63a8cac335d,en,Where can I go to get tested?,en,situation-lockdown,
1659,4259,2020-03-26 17:52:57,7cc49a93-d458-4752-a809-c061d488debc,en,"I have a cough, should i go to the emergency ",en,personal-symptoms,
1660,4260,2020-03-26 18:40:36,3448fbaa-e164-438e-b046-dc00bd0b2881,en,"My wife gave birth two days ago at the Jewish General Hospital, now that we are home we ",en,personal-whatif,
1661,4262,2020-03-26 22:25:18,d4c014da-0fc7-45cc-8f06-6f00cd1cd8e8,en,Does it have to be a question?,en,unclassified,
1662,4264,2020-03-26 22:53:09,c1448436-d4cd-463e-bcf3-ef730b253a8f,en,What are the symptoms ?,en,covid-symptoms,
1663,4267,2020-03-27 7:39:26,a9d93e77-d61d-4f99-b496-1a1dd1a96303,en,"I have difficulty breathing, which hospital should I go to?",en,personal-symptoms,
1664,4270,2020-03-27 7:58:40,47881960-544c-4d49-a57e-0fc71dbb6b06,en,what is the life of covid19 virus?,en,personal-whatif,
1665,4273,2020-03-27 12:14:54,dcf67510-40a0-4e53-b624-ffa97bab8deb,en,Shoud I wash the groceries I just bought? with what?,en,unclassified,
1666,4276,2020-03-27 12:03:15,92f06e2a-f3d0-4a34-b226-f40adc0d8683,es,It's contagious?,en,unclassified,
1667,4280,2020-03-27 7:39:26,a9d93e77-d61d-4f99-b496-1a1dd1a96303,en,"I have high fever, should I take medicine or not?",en,covid-med,
1668,4281,2020-03-27 12:00:43,ed891dee-a210-4bd0-98dc-34be3e08d9bf,en,Do I qualify for CERB if I only lost one of my two jobs?,en,personal-whatif,
1669,4284,2020-03-27 4:24:45,7787fc32-f816-4b64-927b-64baac9693d2,en,I feel a bit tired,en,unclassified,
1670,4296,2020-03-27 16:25:19,2785dbfd-bf5d-4054-93f8-8be7fb4de53d,en,What percentage of people who test positive lose their sense of smell?,en,personal-testing,
1671,4297,2020-03-27 12:14:54,dcf67510-40a0-4e53-b624-ffa97bab8deb,en,"I am home,I do not have any chronic problems and I am in good health but  I have a fever and difficulty breathing what should I do?",en,personal-symptoms,
1672,4298,2020-03-27 15:06:46,e90f53f6-854b-457c-a942-1c4f63ad1ad7,en,How long would it take for symptoms to appear after a contact with someone infected?,en,covid-infection,
1673,4299,2020-03-27 12:14:54,dcf67510-40a0-4e53-b624-ffa97bab8deb,en,Should I wear a mask if I go outside to not get the COVID-19?,en,covid-fight,
1674,4300,2020-03-27 13:10:32,92ffb946-bdf6-4e31-9ada-4831dc2e58a2,en,"I have been told my AHS and my family doctor that my immune system is likely compromised due to a recent illness (severe strep throat, and yes I was tested via throat swab for that and it was confirmed).  I also have asthma and am 61 years of age.  Although I can't say I have ""severe difficulty breathing"" my chest and throat are sore and I have a sore throat.  I don't have a thermometer so can't confirm or deny fever - if I do, it's low grade. I am on day 8 of my 14 day self-isolation, and the symptoms haven't gotten better or worse.  So.....when my 14 days is up, is it safe for me to go to the grocery store, which is the only place I really need to go.  I've also been walking every day - and maintaining my distance as required - is this safe? .  ",en,personal-symptoms,
1675,4303,2020-03-27 15:04:25,80125e3e-07f2-4177-a79e-46898824decd,fr,"Would it currently be safe to order products online, such as ordering things from Amazon?",en,unclassified,
1676,4306,2020-03-27 16:25:19,2785dbfd-bf5d-4054-93f8-8be7fb4de53d,en,Is losing your sense of smell always a sign of infection?,en,covid-infection,
1677,4309,2020-03-27 15:11:49,56b2a69c-3369-46f4-a568-4e5b9f214db1,en,"If we were to continue to perform social distancing the way it is currently being seen, how long would it take (estimate) to have the situation under control?",en,personal-whatif,
1678,4310,2020-03-27 14:59:45,55b3f09c-5715-4bd4-9fc4-e9216d2911a1,en,What are the common symptoms?,en,covid-symptoms,
1679,4312,2020-03-27 15:06:46,e90f53f6-854b-457c-a942-1c4f63ad1ad7,en,What is the buccal temperature of someone with Covid 19?,en,covid-what,
1680,4314,2020-03-27 16:25:19,2785dbfd-bf5d-4054-93f8-8be7fb4de53d,en,How do I know if I have a mild case?,en,personal-symptoms,
1681,4315,2020-03-27 15:54:18,8b6d1917-8f19-4c1c-b4be-df752179ae4f,en,I have asthma and my immune system is not good I want to stay home and work from home,en,personal-symptoms,
1682,4319,2020-03-27 12:14:54,dcf67510-40a0-4e53-b624-ffa97bab8deb,en,"I just return home after traveling to the US, I'm staying home but can I go take a walk alone outside?",en,situation-lockdown,
1683,4321,2020-03-27 15:11:49,56b2a69c-3369-46f4-a568-4e5b9f214db1,en,What is the incubation time?,en,covid-incubation,
1684,4323,2020-03-27 16:20:57,f78478e3-4abf-4326-8348-fa32ecc6b03c,en,where can I get tested for the coronavirus?,en,personal-testing,
1685,4329,2020-03-27 21:59:55,63b37b7c-7469-412b-9ba8-7eec7296e426,en,Can I go out for a walk?,en,situation-lockdown,
1686,4330,2020-03-27 18:25:12,be1ac51c-f9e6-4ec5-b337-95af5ae2bfd6,en,"you ask about fever, but what about chills?",en,unclassified,
1687,4333,2020-03-27 22:00:52,6a7cd37c-09f2-491a-b3dc-94835e5af9ba,en,Does Coronavirus always come with a fever?,en,unclassified,
1688,4342,2020-03-27 20:39:39,9dcd9373-87fd-4497-90a8-add16d561602,en,"I have short of breath, do I have covid19",en,personal-symptoms,
1689,4343,2020-03-27 17:16:23,8b965355-a71f-472e-82f1-2826abfb8575,en,What would be the economic effects of quarantining versus not quarantining but then having a high infection rate?,en,covid-infection,
1690,4350,2020-03-27 21:59:55,63b37b7c-7469-412b-9ba8-7eec7296e426,en,I am 73. Can I go to the grocery store?,en,situation-lockdown,
1691,4351,2020-03-27 18:28:52,9c8c33e2-8cb8-47d0-a1e8-56c1bd043c83,en,How many cases are there?,en,situation-stats,
1692,4352,2020-03-27 18:55:25,2c2af1c6-7d6e-4575-b840-aa26b31f5e3f,en,Why is the virus called Covid-19?,en,unclassified,
1693,4353,2020-03-27 18:55:25,2c2af1c6-7d6e-4575-b840-aa26b31f5e3f,en,What does Covid-19 stand for?,en,unclassified,
1694,4357,2020-03-28 12:57:07,17e74942-c1b7-4eae-bea5-fa027a10ead8,en,Can the new coronavirus be transmitted through foodstuffs?,en,covid-transmission,
1695,4361,2020-03-27 21:38:08,7f8ed919-ae42-4cca-b4b3-1b6537cdc656,fr,How long will we need to stay at home?,en,unclassified,
1696,4363,2020-03-27 21:59:55,63b37b7c-7469-412b-9ba8-7eec7296e426,en,Who can I walk with?,en,situation-lockdown,
1697,4364,2020-03-27 20:39:39,9dcd9373-87fd-4497-90a8-add16d561602,en,"I have headaches and trouble vision, what can I do? ",en,personal-symptoms,
1698,4366,2020-03-27 20:39:39,9dcd9373-87fd-4497-90a8-add16d561602,en,"I have muscle pain, is it covid19? ",en,personal-symptoms,
1699,4371,2020-03-27 18:28:52,9c8c33e2-8cb8-47d0-a1e8-56c1bd043c83,en,How many people have died in Montreal?,en,situation-stats,
1700,4372,2020-03-28 0:17:57,78d9c6a2-2dc2-40a0-b35b-3228b96d06fe,en,How many cases in lebanon,en,situation-stats,
1701,4375,2020-03-28 1:35:39,3a4b3006-0136-4e2f-b991-783c5a6c0528,en,What is covid19?,en,covid-what,
1702,4383,2020-03-28 10:23:05,fd604d10-a93e-48b6-8c71-9360a5712c3b,en,I need help with buying groceries,en,unclassified,
1703,4384,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,does it travel through air vents in an apartment building?,en,unclassified,
1704,4385,2020-03-28 11:49:13,7895f18e-a495-4f51-9b87-692449a60bd5,en,what are the symptoms,en,covid-symptoms,
1705,4388,2020-03-28 10:34:30,80fa91f7-c792-4c73-9d5d-4918c7efb816,en,What are the current criteria to get tested?,en,personal-testing,
1706,4389,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,why is it still spreading when we are all at home,en,covid-transmission,
1707,4390,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,how can i get tested,en,personal-testing,
1708,4391,2020-03-28 3:54:27,efeecbe5-9e8e-4263-adb2-04dec019b806,en,Does my insurance cover covid 19 test cost,en,personal-testing,
1709,4392,2020-03-28 12:36:59,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,Does Covid-19 affect impotence?,en,unclassified,
1710,4394,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,how accurate are the results of the covid 19 test?,en,personal-testing,
1711,4395,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,"my boss won't give me sick leave unless I test positive, what should I do",en,personal-testing,
1712,4396,2020-03-28 10:34:30,80fa91f7-c792-4c73-9d5d-4918c7efb816,en,How long does it take to get my resultsÉ,en,unclassified,
1713,4397,2020-03-28 10:46:20,d56e3573-23d3-4645-86e9-2ced3150130a,en,"At what rate COVID-19 pandemic spreading currently, any similarity across regions",en,covid-transmission,
1714,4398,2020-03-28 12:36:59,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,What are Covid-19’s symptoms?,en,covid-symptoms,
1715,4400,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,can I still go grocery shopping,en,unclassified,
1716,4402,2020-03-28 11:51:43,7895f18e-a495-4f51-9b87-692449a60bd5,en,can I travel to the US,en,unclassified,
1717,4404,2020-03-28 10:34:30,80fa91f7-c792-4c73-9d5d-4918c7efb816,en,What are the symptoms of COVID-19?,en,covid-symptoms,
1718,4405,2020-03-28 11:16:23,47bc0167-cee5-43e2-9dcc-1d883c03818f,en,Does wearing a mask help prevent getting Corona virus,en,personal-caution,
1719,4406,2020-03-28 16:49:58,cad393ea-1292-402a-a11b-4b036a69eca4,en,Is migraine a symptom of covid?,en,covid-symptoms,
1720,4408,2020-03-28 12:57:07,17e74942-c1b7-4eae-bea5-fa027a10ead8,en,Can the new coronavirus be transmitted by packages or imports of goods?,en,covid-transmission,
1721,4410,2020-03-28 16:49:59,cad393ea-1292-402a-a11b-4b036a69eca4,en,Is excessive fatigue a symptom of covid?,en,covid-symptoms,
1722,4411,2020-03-28 16:35:51,b6221c04-2672-4423-8b32-080a1bc15268,en,Can my dog catch tbs,en,covid-animals,
1723,4412,2020-03-28 15:51:53,4fce750b-022c-42f4-bcca-8bd146e00fae,en,For how long the virus lives on glass surfaces?,en,covid-life,
1724,4413,2020-03-28 16:42:52,4d1a70c5-afe2-4f2c-97e3-3f13004faa7a,en,what kind of mask is good,en,covid-fight,
1725,4414,2020-03-28 15:51:53,4fce750b-022c-42f4-bcca-8bd146e00fae,en,Should I use ibuprofen if I have fever or tylenol is better?,en,personal-symptoms,
1726,4415,2020-03-28 12:57:07,17e74942-c1b7-4eae-bea5-fa027a10ead8,en,What surfaces can the coronavirus attach itself to and how long does it remain infectious?,en,covid-what,
1727,4416,2020-03-28 12:36:59,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How do you contract Covid-19?,en,covid-transmission,
1728,4417,2020-03-28 15:51:53,4fce750b-022c-42f4-bcca-8bd146e00fae,en,How to handle deliveries of groceries during the pandemic?,en,unclassified,
1729,4418,2020-03-28 12:57:07,17e74942-c1b7-4eae-bea5-fa027a10ead8,en,How long is the period between infection and the appearance of symptoms and when do people become contagious?,en,covid-infection,
1730,4419,2020-03-28 12:36:59,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How can you prevent COVID-19?,en,personal-caution,
1731,4420,2020-03-28 14:42:58,4b1199df-ba6f-41b9-a1a2-99640a5dfb18,en,When will a vaccine be available?,en,covid-med,
1732,4421,2020-03-28 12:36:59,e01c1250-5771-4d45-a76e-70205c8c9ea1,en,How can you discern between regular cough and Covid-19 cough?,en,unclassified,
1733,4423,2020-03-29 1:10:28,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,How can I know if I have COVID-19?,en,personal-symptoms,
1734,4425,2020-03-29 1:10:28,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,How long would it take to develop a vaccine for this virus?,en,covid-med,
1735,4428,2020-03-28 21:51:18,e95e6883-e89e-4348-8383-90bb4f8b7280,en,Can I get infected more than once?,en,covid-infection,
1736,4429,2020-03-29 1:10:28,a94c65fb-330e-46ef-bda2-9eec5b07bfbe,en,Is it okay to go out for a walk?,en,situation-lockdown,
1737,4435,2020-03-28 20:38:01,f03c23ad-e1c9-4201-adc0-95302ef816da,en,When will I be able to travel again?,en,unclassified,
