_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_gold
2721531308,finalized,7,4/21/2020 12:27:09,"Will the students take specific measures?
What will be the measures taken when starting work after the end of the pandemic
will regular measures be taken when everybody comeback yo work?
When students return to educational institutions, what specific steps will be taken?
My premise will be in maintenance?
What procedures will be put in place to maintain a clean environment?
Will the health regulations be mandatory or are they at the discretion of the students? In case of non-compliance with regulations, what will be the sanction?","The premises will be subject to regular, appropriate maintenance to ensure their cleanliness. Efforts will be made to raise awareness about proper hand washing and respiratory hygiene. Complementary measures may be put in place in the future.
 ",Will specific measures be taken when students and personnel return to educational institutions?,
2721531309,finalized,7,4/21/2020 11:43:59,"Will emergency daycare continue services at their capacity for additional weeks?
Can emergency childcare services at school receive many children?
Will it be possible for emergency daycare services to receive more children in schools?
Are emergency daycare services capable of having the capacity needed to continue services for other weeks?
Is there enough spots at emergency school daycare for all essential workers
I am an essential worker and I need an emergency daycare, they will continue to provide service?
What is the emergency daycare services are for?","Yes. Emergency school daycare services will be able to receive a considerable number of children.
 ",Do emergency daycare services have the necessary capacity to continue their services for additional weeks?,
2721531310,finalized,7,4/21/2020 16:18:05,"With just one person in a household exhibiting Covid symptoms, how is it possible to practice physical distancing?
on the street that is instilled in people? social distancing?
What are the government guidelines for social distancing?
Does the physical distance also apply at the time of acquiring food and groceries?
Is it recommended to apply distancing measures in schools or educational centers?
Are government guidelines encouraged in regards to social distancing?Even if an emplyee
Should physical distance still be maintained?","Yes, we urge you to respect government guidelines regarding physical distancing.
 ",Must physical distancing measures be implemented if there are several groups in the same school?,
2721531311,finalized,7,4/22/2020 04:19:36,"Can children in emergency daycare have any educational services?
As an essential worker, I have to place my children in emergency daycare. Will my children receive any guided education while in this type of daycare?
Will children in emergency nurseries have an option for educational services in the face of the pandemic?
From what educational level will they have access to this service?
My son is actually in a emergency daycare centre. Will him have access to educational services?
Will educational services be active for children attending emergency childcare?
Should children who attend the emergency daycare centres have access to educational services?","They will have access to the same tools that will be made available to parents and students. However, the use of these tools remains optional, not compulsory.
 ",Will children who attend the emergency daycare centres have access to educational services?,
2721531312,finalized,7,4/21/2020 17:04:12,"What kinds of children qualify for child care services during the covi-19 pandemic?
Who can babysit and with  the social distancing rules?
Would responsible children rate well in the emergency situation?
Who can currently use child care services?
Do all children qualify for educational care services during the state of emergency?
What kinds of children would be able to care for other children in the educational system during the state of emergency?
What are the conditions that must be met in order to be able to babysit children at home, and who are eligible for that?","The emergency childcare services currently available are a solution of last resort. Family members, friends, neighbours or young people not in school can babysit children at home to help out healthcare workers and essential services workers, provided that there are only a few children and that, above all, the sitters comply with the sanitary instructions and hygiene rules issued by the Québec government.
 This service is available only to parents whose job is included in the list of https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/list-jobs-and-essential-services/ .
 ",What children qualify for educational childcare services during the emergency situation?,
2721531313,finalized,7,4/21/2020 18:18:52,"What are the steps to find succesful locate an educational childcare centre to assist during the emergency sitation?
Will it be possible to find a school during confinement?
Where can parents find a day care that works during the health emergency?
Can things be picked up at school?
What are the regulations for guarding children?
How can i find or contact an educational childcare centre during this health emergency ?
What child care center can parents use?","Parents can use the https://geoegl.msp.gouv.qc.ca/mfa/recherche-proximite.php?langue=en and then contact the day care of their choice directly. They can also contact the Ministère de la Famille if necessary at: 1-855-336-8568.
 ",How can parents find an educational childcare centre during the emergency situation?,
2721531314,finalized,7,4/21/2020 14:12:48,"For daycare centers that do not provide emergency services, what options are there?
I need another subsidized daycare, where can I find it?
THE PEOPLE WHO WORK EVEN BUT DO NOT HAVE THE GUADERIA SERVICE WHAT CAN WE DO?
What can I do if my daycare no longer offers emergency services; How can I find another nursery in the midst of this pandemic?
Where to find a nursery that offers emergency services?
I need a new kindergarten to cover the old one. Any suggestions on how to find another one?
Where i can find a day care that is offering emergency services?","Parents can use the https://geoegl.msp.gouv.qc.ca/mfa/recherche-proximite.php?langue=en and then contact the day care of their choice directly. They can also contact the Ministère de la Famille if necessary at: 1-855-336-8568.
 ",My non-subsidized day care is no longer offering emergency services; how can I find another day care?,
2721531315,finalized,7,4/21/2020 08:09:08,"How could reps register their child at a child care educational center during the covid-19 pandemic?
Where can i register a child at the day care centre without going in person?
How can heads of household identify their baby in a maternal student college during the emergency problem?
How could parents register their child in a children's educational center during the virus emergency situation?
How is the process to access a child care educational center during an eventual emergency situation?
How should a child be enrolled in a child care educational center?
What document or format must be filled as a requirement for the registration of children in daycare in an emergency?","Parents are to call the day care centre they have chosen directly, without going through the single-window access to childcare services (La Place 0-5). They will be asked at that time about their child’s specific needs, such as allergies, physical disabilities or developmental delay.
 The childcare centre that accepts their child will ask the parents:
 •  To complete the  https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/  and print it so that the centre is aware of specific information about the child’s health or diet or how to reach the emergency contact. If the document cannot be printed, the parents must write down the information on a sheet of paper and give it to the day care on their arrival.
•  Sign the protocol they will be given concerning the administering of acetaminophen in case of fever. Although signing the protocol is not mandatory, the Ministère strongly encourages this in the current situation to ensure the health and well-being of the children as much as possible.
•  Complete the emergency childcare services agreement;
•  Sign their child’s attendance sheet every four weeks, which shows the dates and days or half-days that the child attended or was absent from the day care.
",How can parents register their child at an educational childcare centre during the emergency situation?,
2721531316,finalized,7,4/21/2020 14:12:48,"What evidence should people show for daycare emergency services?
I am an employee with the right to child care. To carry out the service, do I have to present proof of this?
ALL WORKERS ELIGIBLE FOR CHILD CARE SERVICES SHOULD SHOW PROOF THAT THEY HAVE SUCH SERVICE?
Do people on the list of Workers who are entitled to emergency child care services need to present evidence to the day care?
Do people who have child help need to show this in order to have help?
Do Workers who are entitled to emergency child care services need to provide proof of this to their daycare?
I am a worker  in the list of essentials, can i get use of  the emergency childcare services? And what do i need for it","Yes. They must show their employee card (proof of status) or any other relevant document (e.g. pay stub).
 ",Do people with a job on the list of Workers who are entitled to emergency childcare services have to provide proof of this to their day care?,
2721531317,finalized,7,4/22/2020 02:59:14,"Can children be admitted to childcare?
Can children in an educational system be accepted into a day care center during the state of emergency?
Can children still attend child care services?
¿Is it recommended that in this emergency situation children can attend children's educational centers?
Are the school age children accepted in an educational childcare center during this emergency?
are there any new rules for childcare because of the coronavirus?
Are there emergency childcare facilities available for my children to stay at if I get called to work in the hospital?","If the parents so request, emergency childcare services are asked to bring siblings together as much as possible. This is a public health recommendation aimed at avoiding multiple contacts and curtailing travel for essential services workers.
 ",Can school-age children be accepted at an educational childcare centre during the emergency situation?,
2721531318,finalized,7,4/21/2020 11:38:22,"Will parents who use child care educational services during the covid-19 emergency have to pay the cost of child care?
until date it is stipulated that the government pays for educational services
Will parents have to pay for the care of their children during the pandemic situation that is occurring?
Do parents have to pay the cost of educational child care during the emergency situation?
Are the student fees due during this quarantine?
During this quarantine, must you continue to pay for child care?
should all parents who use the children's education due to the virus pay or should it be free?","Emergency childcare will be continued to be provided free of charge. Therefore, parents will not have to pay for it. Their contribution will be paid by the government of Quebec.
 ",Will parents who use educational childcare services during the emergency situation have to pay the cost of childcare?,
2721531319,finalized,7,4/21/2020 18:44:21,"Will companies be able to place their offers?
How to attack in the case of monthly payment of titles since no citizen can not go out to work by quarantine of the COVID-19?
Are the parents that have the educational childcare services still pay for these services, even when they aren't using it??
Will parents who can no longer use educational childcare services during the emergency situation have to pay for these services?
When the daycare establishments are closed, will the parents of the registered children have to continue paying the monthly fee?
Can things be picked up at school?
Who will pay for educational childcare services?","No. Parents with children who attend a non-subsidized day care centre will not have to pay for the cost of childcare during this period.
 ",Will parents who can no longer use educational childcare services during the emergency situation have to pay for these services?,
2721531320,finalized,7,4/21/2020 12:43:10,"What can be done to help neighbors or close children during the pandemic?
Could you be safe permission to care for children of friends or family to help them?
Could I help my family and friends take care of their children during the pandemic?
Are we allowed to safely assist family and friends with the care of their children?
Does babysitting care for children and adolescents put us at risk?
Is it safe that we can help to take care of the children of friends or relatives in this time of covid-19?
For those who require help in caring for their children, what will be the measures?","We remind you that you are advised to limit your movements as much as possible and that anyone who is not providing an essential service should stay at home. However, if someone needs a babysitter for their children and does not have access to emergency day care, you may do so. The following conditions apply:
 •  no one has fever, cough, difficulty breathing or sudden loss of sense of smell and taste without nasal congestion.
•  no one has been told to self-isolate,
•  no one in the home is at risk (e.g., chronically ill or 70 years of age or older).
As far as possible, physical contact between children must be limited and they must be kept 2 metres apart. Regularly clean and disinfect high-touch surfaces and items, such as door handles, light switches, faucet handles, etc. Clean bathrooms more frequently. Clean toys frequently, especially toys that children might put in their mouth. Follow the https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",Is it safe or are we allowed to babysit the children of friends or relatives to help them out?,
2721531321,finalized,7,4/21/2020 11:57:01,"Will child care services be maintained?
Will the childcare service maintain emergencies?
What are the opening hours for the minor education centers regarding the pandemic?
I would like to know if the child care services will remain active all the time?
Do the same hours of children's services ensure?
Will child care services work in the current situation?
Can I take my child to an educational center during the pandemic?","Emergency childcare services will maintain their usual hours of operation.
 ",What hours will educational childcare centres be open during the emergency situation?,
2721531322,finalized,7,4/22/2020 04:19:36,"children in emergency daycare give them some food
Do I need to provide my children with lunch or snacks when they go to emergency daycare or will it be provided for them?
If my child is in an educational daycare, will they provide meals and snacks?
Will the educational childcare centre provide meals to my children?
will preschoolers serve?
The nurseries are providing the necessary meals and snacks for the children?
Will educational childcare centres provide meals and snacks for all persons?","Yes, they must continue to provide their usual services.
 ",Will educational childcare centres provide meals and snacks?,
2721531323,finalized,7,4/22/2020 01:13:36,"What compensation can I get as a non-subsidized day care?
what cover the compesation of the goverment of Quebec
Until what date will financial compensation be paid to unsubsidized childcare facilities?
which day cares will get help and for how long?
Are non-subsidized day cares eligible for any financial aid?
What is the compensation the Quebec government covers for subsidized childcare facilities?
What have been the announcements from the Quebec government regarding daycare?","Non-subsidized day care centres will be entitled to financial aid to cover their basic fixed costs, which will be paid up to May 1, 2020.
 ",The government of Quebec said that financial compensation would be paid to non-subsidized day cares. What does this compensation cover?,
2721531324,finalized,7,4/21/2020 18:18:52,"Can an educational childcare center have the right to choose whether to accept or not accept a child?
Can kindergartens refuse to receive children?
Are there any reason if an educational childcare centre refuse to accept a child?
Can things be picked up at school?
What are the regulations for guarding children?
Are the educational childcare centre allowed to reject to accept any child if they want to?
Is it possible that daycare centers prevent access to a child during this pandemic?","Yes, educational childcare centres must refuse:
 •  children whose parents do not have a job on the list of  https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/list-jobs-and-essential-services/  , except for children of educational childcare personnel
•  children who must be in isolation following public health directives
",Can an educational childcare centre refuse to accept a child?,
2721531325,finalized,7,4/21/2020 03:37:29,"how to treat a child with covid-19 symptoms?
What should a teacher do if a child has symptoms of COVID-19?
If i am a educational childcare centre and i suspect that a child have symptons related to COVID-19, what are the right procedures to take in that case?
how a child care school should act if a child possibly has symptoms of COVID-19
What measures should schools take if a child develops symptoms of covid-19?
WHAT SHOULD A CHILD CARE CENTER DO SO THAT CHILDREN DO NOT GET COVID-19?
nurseries must close?","Educational childcare services must follow https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf . For more information, call tel:18776444545 .
 ",What should an educational childcare centre do if a child appears to exhibit symptoms of COVID-19?,
2721531326,finalized,7,4/21/2020 14:54:08,"How many children can a daycare be?
Can childcare facilities accept all registered children?
The nurseries will continue to work?
What if I'm refused to send my child to day care when I need to work?
What is the ideal number of children that can be in the nursery?
How many children can be kept in the nursery?
Has the government put any limitations on the number of children in a childcare center?","Based on public health directives, day cares and childcare centres (CPEs) cannot accept more than 30% of the number of children registered under their licence or, in the case of a home childcare provider (HCP), not more than 30% of the number of children that can be accepted under the provider’s recognition as an HCP. Nor can any day care services exceed 50% of the usual number of children per educator.
 The government assures the public that the childcare services that continue to be provided comply with the pandemic standards imposed. Our priority is always the health and safety of children and childcare personnel.
 ",How many children can a day care accommodate?,
2721531327,finalized,7,4/21/2020 12:16:18,"yes
What are the public health directives?
What is reasonable in emergency situations?
What are the appropriate public health units in this emergency situation?
Do these measures affect the educational process?
If a child comes to school sick, what steps should we take?
What protocol should use the educators?","Educators must apply the infection control protocols they already use during respiratory infection season. Therefore:
 •  They must ensure that sick children are not admitted into the day care and call upon the parents’ strict cooperation in this matter.
•  They must isolate a sick child from other children and ask the parents to come and pick up the child as soon as possible.
Refer to the following documents for more information:
 •  https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf 
•  https://www.mfa.gouv.qc.ca/fr/publication/Documents/Document-Protocole_22-mars-2020.pdf  (French only)
",What are the appropriate public health directives in this emergency situation?,
2721531328,finalized,7,4/21/2020 11:57:01,"If a child has symptoms, what should be done?
What should be done if a child has symptoms of COVID-19?
The answer is not clear enough to ask a question
What recommendations should I follow if I see my child with symptoms?
What should I do if a child has symptoms?
What happens if kids  get infected?
What to do if a family member has symptoms?","Refer to the https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf .
 ",What do you do if a child exhibits symptoms?,
2721531329,finalized,7,4/21/2020 16:58:01,"What to do if a teacher shows the symptoms of the virus?
Is remote teaching a possibility?
What would be the protocol of action if an educator shows symptoms of the virus?
Do you have information if a teacher starts showing symptoms?
¿ What is the rule to follow if an educator feels discomfort in front of his students ?
What can you do if an educator has symptoms?
What should the state and the competent authorities do if an educator shows symptoms?","Refer to the https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf .
 ",What do you do if an educator exhibits symptoms?,
2721531330,finalized,7,4/21/2020 11:34:46,"If there is a case of Covid-19 in any study center, what should be done?
what to do when a child is exposed to covid-19?
What should parents do if their child has symptoms of COVID?
What is the mechanism of action if there is a positive case in an educational center?
My child test positive for covid-19 who do i contact?
What is the mechanism of action in the event that there is a child with COVIC-19?
What happens If a positive case of coronavirus is found in a kindergarten?","If a child who attended the day care tests positive for COVID-19, the first thing to do is to call your public health regional branch (if it has not already contacted you). The public health regional branch will investigate and take the necessary measures to evaluate and take charge of each of the sick child’s contacts (staff, children and close family).
 ","If there is a case of COVID-19 at a day care, what should be done?",
2721531331,finalized,7,4/21/2020 12:48:55,"Are child care workers considered essential
Is it recommended that all child care staff work in this emergency situation?
Is it necessary for all child care staff to work during this situation?
Is it okay for child care staff to work under this situation?
should all child care staff be available 24 hours in case of an emergency?
Can child care staff release staff?
Do all trained childcare personnel need to be activated to combat this pandemic?","Childcare administrators can take into consideration the number of children present to adjust the number of staff members required. They can release some staff, plan rotations and recall lists, or assign their staff to other useful tasks pending a return to normal.
 ",Are all childcare personnel required to work in this emergency situation?,
2721531332,finalized,7,4/21/2020 11:53:56,"Which companies are open or closed?
until when will colleges and universities be closed?
Are all college and university activities suspended?
When will the institutions be reopened?
Can you list all the educational institutes that are currently closed?
which institution can open?
What are closed or open institution listings?","CEGEPs, colleges and universities are closed until May 1, inclusive.
 In the case of colleges and universities, this measure targets both students and personnel, who must continue to consult all instructions sent to them by their institution. Specifically, from March 14 through May 1, all unnecessary and non-essential teaching and research activities are suspended in universities, CEGEPs and colleges.
 It is the responsibility of administrators to make the decisions regarding these activities as well as any others related, in particular, to necessary and essential services so as to restrict to a minimum any physical presence in the institutions and on the campuses. Working from home should be encouraged.
 Related activities such as room rentals and sports and cultural activities are also suspended. Administrative personnel must continue to work. Alternative solutions such as teleworking are encouraged, whenever possible.
 ",Which institutions are closed or open?,
2721531333,finalized,7,4/21/2020 11:34:46,"Should student internships be postponed?
How to get a job during a plague situation?
Will classes be postponed for many students?
should interships be postponed due the coronavirus?
How will student internships be affected?
i'm a student and  i need to continue my internship, what requirements do i have to complete to be able to continue?
Are internships postponed?"," For higher education If internship settings have confirmed the continuation of the internship, the students’ workplace respects the instructions issued by the public health agency, and the students are able to carry out their work (e.g. from home or elsewhere), then internships are possible. However, students cannot be penalized for their inability to meet requirements.
 ",Should students’ internships be postponed?,
2721531334,finalized,7,4/21/2020 14:54:08,"What teaching activities will continue to be presented?
What does some teaching and research activities mean?
Research teachings apply?
How has it been decided what is necessary or essential research activities?
What is the concept for ""some teaching and research activities""?
Can you explain what is the concept of ""some teaching and research activities""?
What should schools do regarding research activities?","Some teaching activities in health care-related programs could be maintained in order to ensure the ongoing provision of care services (e.g. nursing internships, clerk and resident rotations). Teaching activities such as grading exams can also continue to be done remotely.
 In terms of research activities, each educational institution is responsible for defining the scope of necessary and essential activities. For example, research activities involving personnel and equipment that could potentially assist or lend support to health care services could be maintained. Necessary or essential research activities could also include projects involving animal care, plant care or cell culture projects.
 ","What does ""some teaching and research activities"" mean?",
2721531335,finalized,7,4/21/2020 13:25:09,"Will the assessment plans change during this special quarantine period?
What are the rules regarding university classes being continued?
Can teachers continue to assign work, particularly if the presence of students on campus is required to do a homework?
Why should students not be penalized during this period?
Can teachers continue to assign virtual assignments, particularly if students are required to be in the labs or on campus to do a homework?
Do schools have the right to penalize my son if he cannot adapt?
How can teachers do when assigning tasks in the laboratory or can not?","Colleges are responsible for teaching and for evaluating learning activities. In no case should students be penalized because, during this period, they cannot meet expectations or adjust to changes in pedagogical methods.
 ","Can teachers continue to assign work, particularly if access to laboratories or to materials available only on campus is required in order to do an assignment?",
2721531336,finalized,7,4/21/2020 21:07:51,"Will there be some kind of exemption and with the monthly payments of the private institutions?
Will parents who can no longer use educational childcare services during the emergency situation have to pay for these services?
Will any refunds be offered for events that were scheduled for the end of the school year?
Can the student's tuition be reimbursed after the emergency witnessed?
Should I cancel my trip?
Are tuition fees refunded due to the suspension of studies in universities and schools due to Covid-19 virus crisis?
Has the school year been cancelled?","For now, the school year has not been cancelled. It is therefore too soon to say.
 Keep in mind that, based on the current situation, the measures taken by the government concerning the suspension of activities in the education and higher education systems extend up to May 1. We will be closely following the situation and will keep you informed of any new guidelines.
 ","Will tuition fees be reimbursed for the period during which students are not in school (ACS, private colleges)?",
2721531337,finalized,7,4/21/2020 16:02:51,"no
Should student internships be postponed?
Do internships need to be changed from?
would internships have to be postponed?
Are student internships applied in the medical field?
what is the situation about internship?
Is it compulsory to continue with the internship work?","If internship settings have confirmed the continuation of the internship and the students’ workplace respects the instructions issued by the public health agency, then internships are possible. However, students cannot be penalized for their inability to meet requirements.
 ",Should internships be postponed?,
2721531338,finalized,7,4/22/2020 00:09:50,"How will students learn when universities are closed?
What can be done for students that need to get hands on education?
What is the government doing to solve the situation of the students?
¿What association is the government working with regarding the excellent situation and what is the purpose?
what have to do a student with an internship?
how are they dealing with schools during this time?
They are looking for a solution for education students","Government is working with the Association des doyens, doyennes et directeurs, directrices pour l’étude et la recherche en éducation au Québec (ADÉREQ) to find solutions regarding the situation of education students.
 ",What will happen to the internships of students in education?,
2721531339,finalized,7,4/21/2020 05:39:51,"students may be penalized if they do not turn in an assigned task
Will there be any solutions for those students who are graduating or have graduations?
What are the actual information regarding about the current plans about the students that are near to graduate from college or university?
What plan will be put in place for students hoping to graduate from college?
What would be the proposed strategies in place for students to graduate from college?
How will the students who are about to graduate from university and the covid 19?
what should students do to not be penalized?","It is up to each institution to establish learning and evaluation procedures it considers appropriate in order to ensure that students develop the competencies required to complete their program of study and to graduate. Students should not be penalized for their inability to complete their program through alternative means developed by their institution.
 ",Are there any plans in place regarding students who expect to graduate from college or university?,
2721531340,finalized,7,4/22/2020 15:58:08,"Will Financial Aid be affected?
Will the amount each student receive for financial aid be changed?
Will there be any adjustments to the student financial aid program?
What adjustments will apply to the financial assistance program?
In response to the crisis, what adjustments will be made to the student financial aid program?
How long can the government continue to keep payments?
What financial adjustments will be made to the student financial aid program in response to the crisis?","For the moment, the student financial assistance program has not been modified. Payments will continue to be issued.
 ",What adjustments will be made to the student financial assistance program in response to the crisis?,
2721531341,finalized,7,4/21/2020 15:06:24,"no
How to get results of economic instability having quickly recalculated the assistance paid by the student financial aid program?
Could it be helpful to quickly recalculate the assistance paid by the income reduction financial assistance program for economic instability?
how to obtain the reduction of income of the beneficiaries as a result of the current economic instability
How old is the income that is taken into account to calculate financial assistance?
What will be the treatment of student loans issued by private institutions?
What time period is being used to calculate income for financial assistance?","The income taken into account when calculating the 2019-2020 financial assistance is that of the 2019 calendar year. For that reason, any fluctuations in the students’ income in 2020 are not considered for 2019-2020. In some cases, they may, however, affect the calculations for 2020-2021. The government has announced that it will be postponing repayment of any loans incurred under the Loans and Bursaries Program and the Loans Program for Part-Time Studies for a period of six months.
 ","Can the assistance paid out as part of the student financial assistance program be quickly recalculated, to take into consideration the reduced income of recipients as a result of the current economic instability?",
2721531342,finalized,7,4/21/2020 08:39:13,"Should I keep paying the student loan?
What is the actual information about the student loans or so?
will student loan payments still be active?
During the pandemic, should I continue to pay the student loan?
will the students have to pay the student loan?
Do we have to repay  our loans during this period?
How long will the student payment be postponed?","No, the government has announced that repayments of all loans contracted under the Loans and Bursaries Program and the Loans for Part-Time Studies Program are postponed for a period of six months. The government will pay the interest.
 No payments are expected during this period. You do not have to take any steps or provide any proof to benefit from this exceptional measure, since it applies automatically to anyone who has incurred a debt with Aide financière aux études.
 ",Do I have to continue paying my student loan?,
2721531343,finalized,7,4/22/2020 01:17:37,"I have a student loan - does interest still need paying?
do students have to pay interest in their student loan during this period?
In such a time, do we have to repay back our student loans as well?
Will students have to pay interest?
Do i have to pay the interest of my children student loan during quarantine?
will school be paid during this time?
Should I be including interest on my student loan?","No. The government will pay the interest. Students are not required to make any payments during this period.
 ",Do I have to pay interest on my student loan during this period?,
2721531344,finalized,7,4/22/2020 01:08:13,"Can I pay my loan still?
Am I still obligated to make loan repayments in such a time?
could I still make loan payments
is there a way to pay the loans?
Will my financial institution assist me with paying down my loan?
Can it make loan payments durng this quarantine?
How will the loans be due to this situation?","Yes. Contact your financial institution. They will tell you what steps to follow.
 ",Can I still make loan repayments?,
2721531345,finalized,7,4/21/2020 11:34:46,"Should I submit my request for a refund?
How do I pay my credit bills when I don't work now?
Is a postponed repayment in the middle of the crisis valid?
what I have to do to have my repayment postponed?
How is the arrest to postpone a refund?
i'm a student and i pay a loan, do i have to continue paying the repayment plan or is it postpone?
Will I have to keep paying my student loan?","No. The government has made arrangements with all partner financial institutions to automatically postpone the repayment plan. People who have contracted student loans do not have to take any action.
 ",Do I have to apply to have my repayment postponed?,
2721531346,finalized,7,4/21/2020 12:16:18,"yes
Will my monthly payments change after the deferment period ends?
Will I have to pay a different amount if I postpone my payments for 6 months?
Will my monthly fees change after the agreed deferment period ends?
Can I change my payments before six months?
Will the monthly bank payments be maintained after the Covic 19 quarantine passes?
Will all about my loan change?","No. Your financial institution will automatically extend the amortization period for your loan by six months and your monthly payments will remain the same.
 ",Will my monthly payments change after the six-month postponement period is over?,
2721531347,finalized,7,4/22/2020 01:17:37,"I am repaying a loan at present - does this relate to me?
Is that mean that I can pay outstanding balance to Aide finance aux et udes or any other financial institution?
I always pay my loan Ministère de l'Éducation et del lEnseignement supérieur the newspaper's announcement would apply in my
What does the loan payment measure apply to?
If i'm repaying a loan from my University. Does the announcement apply to me?
At what levels does this ad apply?
Does the new measure apply to my car loan?","Yes. This measure applies to all outstanding amounts, whether owed to a financial institution or in collection with Aide financière aux études.
 ",I am currently repaying my loan directly to the Ministère de l'Éducation et de l'Enseignement supérieur. Does this announcement apply to me?,
2721531348,finalized,7,4/21/2020 12:11:35,"If I am using the Deferred Payment Plan, what causes would my deferment of payment generate?
Can my student loan be used at another time?
How would the deferred payment plan I'm currently using affect me?
If I use the deferred payment plan, how will the deferment of payments affect me?
Will I have to make payments on my payment plan during this time?
Is it possible to reconsider the method of deferred payment?
As a student, how will the deferred payment plan stay?","For the next six months, you will not be required to make repayments of your student loan.
 Your Deferred Payment Plan is also suspended for six months.
 After this postponement ends, your Deferred Payment Plan will continue for the rest of the time remaining in it.
 ",I am currently using the Deferred Payment Plan. How will this postponement of repayments change my situation?,
2721531349,finalized,7,4/21/2020 11:42:08,"What is the deferred payment plan?
Are these 6 months in the period eligible for the deferred payment plan?
Will the deferred payment be taken into account during this time?
Will delays in credit payments be fined?
These isolation months will be included in the period for the Deferred Payment Plan?
What are the conditions to qualify for deferred payment?
Is this postponement included in the 60 months eligibility for the Deferred Payment Plan?","No. This postponement is not included in the 60 months of eligibility for the Deferred Payment Plan.
 ",Will these six months be included in the eligibility period for the Deferred Payment Plan?,
2721531350,finalized,7,4/21/2020 13:25:09,"Is there a project for private financial institutions to extend the terms of payment of student loans?
What types of student loans are having a poseponement in payment?
What action will be taken for student loans?
Who should I contact for student loans?
yes
what is the government do for the students loan?
Is this measure applicable to student loans?","No. This postponement applies only to student loans contracted under a program offered by the Aide financière aux études department of the Ministère de l’Éducation et de l’Enseignement supérieur.
 If you have questions about lines of credit and other student loans offered by your financial institution, please contact the staff there directly.
 ",Does this measure apply to all my student loans?,
2721531351,finalized,7,4/21/2020 15:29:53,"HOW WILL THE CLOSURE OF ACADEMIC INSTITUTIONS AFFECT SCHOLARED STUDENTS?
How will the extended closure affect Aide financière aux études (AFE)?
How can closure affect Aide financière aux études (AFE)?
How will the closure of the company Aide affect?
How much will the extended closure affect?
How  the Aide financière aux études (AFE) will be impacted with the extended closure?
Will the extended closure affect Aide financière aux études (AFE)?","The program will ensure that financial assistance is maintained for students who are forced to extend their studies.
 ",How will the extended closure impact Aide financière aux études (AFE)?,
2721531352,finalized,7,4/21/2020 18:44:21,"What applies to children with divided custody?
What penalty should the representatives have that includes forty in the legal part?
What are the regulations for guarding children?
What are the regulations for guarding children?
What are the steps to sucesfull accomplish to a shared custody of a children?
What regulations apply to children in joint custody?
What is done in which cases custody of the child is shared?","There is no single response. We are appealing to the parents’ collaboration and good judgment.
 When a change of custody seems necessary, ensure that each family has abided by the hygiene instructions issued by public health authorities. Court judgments and orders must also be observed.
 For any specific situation, you can call the established by the and the at tel:+1-866-699-9729 (toll free).
 ",What instructions apply to children in shared custody?,
2721531353,finalized,7,4/22/2020 16:04:11,"If my child's father shows symptoms can I prevent him from taking my child for visitation?
I am concerned about testing for the virus, where do I go?
while there is a risk of infection, the child must remain with a single representative, without any problem.
How can I lower my risk from COVID 19 transmission while still allowing my kid's other parent to have their time with the kids.
covid-19 may affect custody of my child as an unemployed person
Does the covid-19 influence my child's custody changes?
I am concerned about the symptoms of COVID-19 stemming from my son's custody changes","Several situations may occur during this pandemic:
 •  One of the parents tests positive for COVID-19 or is experiencing symptoms;
•  Someone in the family’s circle tests positive for COVID-19 or is experiencing symptoms;
•  The child tests positive for COVID-19 or is experiencing symptoms;
•  One of the parents, the child or someone in the family’s circle has to self-isolate after a trip abroad.
In these cases, 14-day self-isolation is required to contain the spread of the virus. During this period, the child will not be able to move from one home to another if someone on one side or the other is in self-isolation. The goal is to contain the spread of the virus.
 If you’re worried about the precautionary measures taken by the other parent but none of the above situations apply, it’s best to discuss among yourselves to attempt to remedy the situation.
 ",I’m worried about COVID-19 transmission risks arising from changes of custody of my child.,
2721531354,finalized,7,4/21/2020 05:55:24,"As a divorced parent, what are the custody agreements that i should follow?
Do I have to remain in compliance with the custody and access order?
Do I have a duty to comply with the custody and access order?
Do I need to abide by the custody and access order?
For separated parents what steps should we take regarding custody and access?
must custody and access order agreements be followed?
What is the custody and access order?","Previous agreements, whether a custody or access order or an agreement between the parents, for instance following family mediation, should be complied with to the greatest extent possible. However, given the current situation, everyone should use common sense and follow the public health recommendations.
 Everyone has a part to play in reducing the spread of the virus and should collaborate and follow the health recommendations. This also applies to separated parents and families where the child may have to move from one household to another.
 ",Should I comply with the custody and access order?,
