_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_gold
2721531278,4/22/2020 15:09:32,5573456485,4/22/2020 15:01:23,false,feca,1.0,45213359,USA,FL,Miami,38.132.120.76,What can I do to protect myself and my clients since I am a taxi driver?,"Taxi drivers should wash their hands regularly with soap under warm running water for at least 20 seconds:
 •  before eating;
•  before smoking;
•  after going to the toilet;
•  after blowing their nose;
•  wash their hands or use an alcohol-based hand rub, such as Purell® or Bacti Control®, after dropping off someone who is sick or has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19.
Drivers should also follow these recommendations:
 •  Have alcohol-based hand rub or antiseptic wipes on hand at all times.
•  Avoid touching their eyes, nose and mouth.
•  Keep cleaning products in taxis and wash the cleaning product containers every day.
•  Have paper tissues available in the taxi for customers.
•  Clean and disinfect the most frequently used equipment, such as the steering wheel and door handles, several times every day.
•  Disinfect surfaces the person who is sick or who has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 touched or might have touched.
•  Drivers who have  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 should not work.
",I am a taxi driver. What can I do to protect myself and my customers?,
2721531278,4/22/2020 15:10:44,5573457658,4/22/2020 15:10:22,false,feca,1.0,45723548,USA,GA,Atlanta,161.129.71.10,What steps should I take to protect my family?,"Taxi drivers should wash their hands regularly with soap under warm running water for at least 20 seconds:
 •  before eating;
•  before smoking;
•  after going to the toilet;
•  after blowing their nose;
•  wash their hands or use an alcohol-based hand rub, such as Purell® or Bacti Control®, after dropping off someone who is sick or has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19.
Drivers should also follow these recommendations:
 •  Have alcohol-based hand rub or antiseptic wipes on hand at all times.
•  Avoid touching their eyes, nose and mouth.
•  Keep cleaning products in taxis and wash the cleaning product containers every day.
•  Have paper tissues available in the taxi for customers.
•  Clean and disinfect the most frequently used equipment, such as the steering wheel and door handles, several times every day.
•  Disinfect surfaces the person who is sick or who has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 touched or might have touched.
•  Drivers who have  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 should not work.
",I am a taxi driver. What can I do to protect myself and my customers?,
2721531278,4/22/2020 15:48:18,5573483636,4/22/2020 15:21:49,false,feca,1.0,45226484,USA,TX,Dallas,198.96.95.163,What can I do to protect myself and my clients since I am a taxi driver?,"Taxi drivers should wash their hands regularly with soap under warm running water for at least 20 seconds:
 •  before eating;
•  before smoking;
•  after going to the toilet;
•  after blowing their nose;
•  wash their hands or use an alcohol-based hand rub, such as Purell® or Bacti Control®, after dropping off someone who is sick or has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19.
Drivers should also follow these recommendations:
 •  Have alcohol-based hand rub or antiseptic wipes on hand at all times.
•  Avoid touching their eyes, nose and mouth.
•  Keep cleaning products in taxis and wash the cleaning product containers every day.
•  Have paper tissues available in the taxi for customers.
•  Clean and disinfect the most frequently used equipment, such as the steering wheel and door handles, several times every day.
•  Disinfect surfaces the person who is sick or who has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 touched or might have touched.
•  Drivers who have  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 should not work.
",I am a taxi driver. What can I do to protect myself and my customers?,
2721531278,4/22/2020 15:59:41,5573490851,4/22/2020 15:52:45,false,feca,1,45449479,USA,TX,Dallas,198.96.95.165,What can I do to protect myself and my clients since I am a taxi driver?,"Taxi drivers should wash their hands regularly with soap under warm running water for at least 20 seconds:
 •  before eating;
•  before smoking;
•  after going to the toilet;
•  after blowing their nose;
•  wash their hands or use an alcohol-based hand rub, such as Purell® or Bacti Control®, after dropping off someone who is sick or has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19.
Drivers should also follow these recommendations:
 •  Have alcohol-based hand rub or antiseptic wipes on hand at all times.
•  Avoid touching their eyes, nose and mouth.
•  Keep cleaning products in taxis and wash the cleaning product containers every day.
•  Have paper tissues available in the taxi for customers.
•  Clean and disinfect the most frequently used equipment, such as the steering wheel and door handles, several times every day.
•  Disinfect surfaces the person who is sick or who has  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 touched or might have touched.
•  Drivers who have  https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c46539  of COVID-19 should not work.
",I am a taxi driver. What can I do to protect myself and my customers?,
2721531279,4/21/2020 21:00:24,5572329791,4/21/2020 20:58:02,false,instagc,1.0,44663185,GBR,C5,Knutsford,86.148.46.92,I have no one else to watch my child - am I able to take my child with me to the store?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/21/2020 21:04:37,5572333658,4/21/2020 21:02:17,false,clixsense,1,45498012,USA,VA,Manassas,23.105.1.75,can children go with their parents to a grocery store?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/22/2020 00:11:59,5572643402,4/22/2020 00:06:38,false,clixsense,1.0,30777913,GBR,U8,Edinburgh,82.44.213.87,Should we  bring our children to shops when do our shopping?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/22/2020 00:15:29,5572647487,4/22/2020 00:08:11,false,feca,1.0,45379964,USA,NY,New York,107.170.127.117,Can children enter stores?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/22/2020 01:00:56,5572697225,4/22/2020 00:54:03,false,clixsense,1.0,45065058,USA,NY,New York,172.241.162.228,Can i take my son to a grocery store?. I can't leave him alone,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/22/2020 01:13:36,5572710417,4/22/2020 01:08:17,false,feca,1.0,45654639,USA,WA,Seattle,108.177.131.51,minors can access public places such as supermarkets?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531279,4/22/2020 01:17:37,5572713774,4/22/2020 01:13:06,false,instagc,1.0,28813722,USA,NY,Fulton,67.246.115.189,Am I allowed to bring my children inside the store with me?,"Yes, in case of need. However, as much as possible it is preferable to avoiding taking them inside stores.
 ","Can children accompany their parents in grocery stores, drugstores and other public spaces?",
2721531280,4/21/2020 20:49:09,5572318940,4/21/2020 20:45:24,false,feca,1.0,45669622,USA,TX,Dallas,172.241.186.107,Can children play at parks?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/21/2020 21:01:50,5572331176,4/21/2020 20:55:24,false,clixsense,1.0,45357007,USA,NJ,Clifton,104.236.70.228,Can a group of children play in a park?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/21/2020 21:50:17,5572388378,4/21/2020 21:39:42,false,feca,1.0,45297007,USA,GA,Atlanta,74.207.226.53,Can children meet in the parks?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/21/2020 22:01:33,5572403209,4/21/2020 21:51:49,false,feca,1,45461565,USA,GA,Atlanta,74.207.226.53,Can I take my children to the parks?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/21/2020 23:24:06,5572516379,4/21/2020 23:07:27,false,feca,1.0,45598213,GBR,M1,London,178.62.34.82,¿It is advisable to take a child to a recreational area?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/21/2020 23:40:35,5572562093,4/21/2020 23:29:37,false,feca,1.0,45547730,USA,NY,New York,107.170.166.118,What type of equipment should use a children to go playgrounds,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531280,4/22/2020 02:59:14,5572814663,4/22/2020 02:54:05,false,prodege,1,6309240,USA,CA,San Diego,76.167.67.7,Does playground equipment need to be wiped down before and after playing?,"Any type of shared equipment should not be used. Playgrounds have been closed in some cities such as Montréal and Québec City.
 ",Can children play on playground equipment?,
2721531281,4/21/2020 02:40:16,5570915464,4/21/2020 02:36:00,false,feca,1,45407098,USA,TX,Dallas,172.241.186.107,What measurements are taking at the public transit?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 03:13:03,5570956093,4/21/2020 02:46:56,false,feca,1.0,45541279,USA,NJ,Clifton,138.197.26.186,Can people continue to use public transport?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 03:16:16,5570961525,4/21/2020 02:47:47,false,clixsense,1.0,45626834,USA,FL,Miami,173.44.37.74,What means of transport can I use?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 04:44:37,5571065743,4/21/2020 04:24:30,false,feca,1.0,45379964,USA,NJ,Clifton,104.131.92.125,What is the patched distance between people?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 04:46:30,5571067920,4/21/2020 04:27:31,false,feca,1,45561022,USA,WA,Seattle,104.200.154.106,Does the public service continue to transport?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 04:54:09,5571076229,4/21/2020 04:29:14,false,feca,1,45442388,USA,NY,New York,107.170.166.118,Until what time would you provide the transportation service for people?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531281,4/21/2020 13:04:16,5571789383,4/21/2020 12:55:14,false,feca,1,45775045,USA,NJ,Clifton,104.236.53.155,what will the public transit services do?,"Public transit services continue to operate and are an essential service to enable staff in the health and social services network to travel.
 Québec transit authorities have increased the frequency of maintenance of their vehicles and facilities.
 Users are still advised to follow the usual health advice and to maintain as far as possible a distance of 2 metres from the other people present.
 Moreover, they are asked, as far as possible, to modify their usual schedules to limit rush-hour crowds in mass transit systems.
 ",Can the public continue to use mass transit?,
2721531282,4/22/2020 01:27:06,5572720885,4/22/2020 01:23:32,false,instagc,1,32737448,USA,NY,Newburgh,69.206.10.62,Can I travel by Motorcycle?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 03:40:43,5572855993,4/22/2020 03:34:27,false,feca,1,45443051,USA,NJ,Clifton,104.131.75.86,Can I travel in my car to other states in the country?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 03:46:36,5572860771,4/22/2020 03:38:57,false,feca,1,45421740,USA,NJ,Clifton,104.236.53.155,Is the use of motorcycles allowed during the quarantine?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 03:59:07,5572871605,4/22/2020 03:51:55,false,feca,1.0,45598746,USA,FL,Miami,173.44.48.25,Motorcycles are allowed for transportation?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 11:36:18,5573285087,4/22/2020 11:31:10,false,feca,1.0,45540808,USA,FL,Miami,38.132.118.232,How should displacements be carried out in public sectors?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 11:43:55,5573290585,4/22/2020 11:27:34,false,feca,1,45551587,USA,GA,Atlanta,104.129.18.202,Will motorcycling be allowed?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531282,4/22/2020 15:58:08,5573489769,4/22/2020 15:35:04,false,feca,1,45275416,USA,TX,Dallas,198.96.95.205,Will motorcycling be allowed?,"Yes, but alone. However, the same instructions pertaining to travel apply, that is, such travel must be confined to medical reasons and to go to work when teleworking is impossible.
 ",Is motorcycling allowed?,
2721531283,4/21/2020 02:48:29,5570923056,4/21/2020 02:44:29,false,feca,1.0,45632252,USA,GA,Atlanta,107.150.30.149,which entity is supplying the benefits offered by the PATT,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 02:48:59,5570923626,4/21/2020 02:45:29,false,feca,1.0,45315123,USA,NJ,Clifton,104.236.195.72,Why did the Temporary Assistance Program for Workers (PATT) end when more was required?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 02:55:35,5570934503,4/21/2020 02:45:21,false,feca,1.0,45602416,USA,NJ,Clifton,104.236.55.136,Why is necessary to close the PATT temporarily?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 02:56:18,5570935631,4/21/2020 02:50:52,false,feca,1.0,45573778,USA,NV,185.242.5.0/24,185.242.5.99,Could you tell me why the Temporary Aid Program for Workers has ended?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 11:56:10,5571738463,4/21/2020 11:48:05,false,feca,1.0,45690083,USA,NJ,Clifton,104.236.53.155,What other sector does the PATT cover?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 12:27:07,5571766216,4/21/2020 12:20:46,false,clixsense,1.0,6432269,USA,OH,Aurora,104.230.115.153,When is the PATT aid ending?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531283,4/21/2020 12:27:09,5571766253,4/21/2020 12:19:12,false,feca,1.0,45570993,USA,VA,Manassas,23.105.1.44,Is the program (PATT) expected to remain in force after the emergency caused by COVIT 19?,"The PATT was going to end when other financial assistance programs covering the same needs were introduced. The Canada Emergency Response Benefit (CERB) offered by the federal government meets peoples’ needs, which is why the PATT is no longer necessary.
 ",Why is the Temporary Aid for Workers Program (PATT) ending?,
2721531284,4/21/2020 02:32:32,5570908283,4/21/2020 02:25:59,false,feca,1.0,45755233,USA,TX,Dallas,198.96.95.222,at what time were the requests sent?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 02:40:16,5570915452,4/21/2020 02:36:00,false,feca,1.0,45407098,USA,TX,Dallas,172.241.186.107,When will i get a reply from my application?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 03:15:06,5570958218,4/21/2020 03:07:27,false,feca,1.0,45657507,USA,NY,New York,107.170.166.118,What will happen now that the program is ending and I have requested assistance under the PATT and they have not given me any answers?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 03:36:01,5570982623,4/21/2020 03:12:14,false,feca,1,45573761,USA,GA,Atlanta,155.138.213.237,"I have not received a response to a request for assistance from PATT, what will happen now that the program is ending?","All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 03:39:03,5570989880,4/21/2020 03:12:19,false,feca,1,45389825,USA,AZ,Phoenix,209.50.49.126,Request information under the PATT and did not receive a response. What will happen since the program is ending?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 04:37:25,5571057942,4/21/2020 04:23:01,false,feca,1,45602576,USA,NY,New York,107.170.145.187,What will be the next step when the program is finished?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531284,4/21/2020 05:55:24,5571134760,4/21/2020 05:48:52,false,feca,1,45358759,USA,GA,Atlanta,161.129.71.74,For when will my requests for assistance be processed?,"All applications submitted before 4:00 p.m. on April 10 will be processed in accordance with the current procedure.
 ",I applied for assistance under the PATT and haven’t received a reply. What’s going to happen now that the program is ending?,
2721531285,4/21/2020 19:06:44,5572194110,4/21/2020 18:58:41,false,instagc,1.0,14723284,USA,NY,New York,173.52.74.124,When will applications for assistance be reviewed?,"Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 19:09:03,5572197420,4/21/2020 19:04:40,false,feca,1.0,45742270,USA,NJ,Clifton,104.131.92.125,When will requests that have already been sent to PATT be reviewed?,"Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 19:29:43,5572222199,4/21/2020 19:24:32,false,instagc,1.0,20312760,GBR,N1,Newcastle Under Lyme,92.15.0.56,Is the application I submitted before still valid?,"Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 19:30:46,5572223545,4/21/2020 19:22:21,false,clixsense,1.0,45747782,USA,NJ,Clifton,104.236.195.72,Will assistance requests be processed in a timely manner?,"Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 20:39:05,5572309490,4/21/2020 20:32:16,false,feca,1.0,45598475,USA,TX,Plano,208.84.155.231,"I already submitted an application, will it be processed in time or will take longer?","Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 20:43:04,5572313266,4/21/2020 20:35:32,false,clixsense,1.0,6367365,USA,AR,Paris,97.114.24.251,Will all the application that have already been sent in be reviewed and the applicants receive a prompt decision?,"Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531285,4/21/2020 20:45:21,5572315377,4/21/2020 20:38:09,false,feca,1.0,45669622,USA,TX,Dallas,172.241.186.107,"If my submission to the PATT is on hold, will still be reviewed?","Yes. All applications for assistance received up until the program ends will be processed in a timely manner. Applicants will be notified of the decision regarding their application and the reason it has been refused, if such is the case.
 ",Will applications that have already been submitted to the PATT still be reviewed?,
2721531286,4/21/2020 18:21:47,5572141028,4/21/2020 18:16:27,false,instagc,1,34854490,USA,CA,West Covina,172.115.192.166,What is the process for reconsideration of my PATT application?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 18:22:03,5572141286,4/21/2020 18:18:57,false,feca,1.0,45600372,GBR,H9,London,109.123.74.86,Can I file a request for administrative reconsideration?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 18:27:16,5572146582,4/21/2020 18:06:14,false,feca,1.0,45452622,USA,NJ,Clifton,138.197.26.4,Should I cancel my trip?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 18:34:37,5572154067,4/21/2020 18:09:26,false,clixsense,1.0,45600653,USA,NY,New York,162.243.246.160,I was told that my application was inadmissible and I want to refute the decision. Can I do that even if the program has ended?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 18:53:57,5572178872,4/21/2020 18:49:58,false,feca,1.0,45598079,USA,NJ,Clifton,157.245.5.61,"I was informed that my application was rejected. Can I do that, even if the program has ended?","You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 19:28:02,5572220324,4/21/2020 19:18:37,false,feca,1.0,45641995,USA,NY,New York,212.103.48.140,How can I submit my objection to this program  ?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531286,4/21/2020 21:07:51,5572336765,4/21/2020 20:59:44,false,instagc,1.0,22345789,USA,MI,Grand Haven,97.91.19.123,How long do i have to submit an application for reconsideration if i was turned down for a PATT?,"You can submit an application for administrative reconsideration within 30 days from the date you were notified of the decision regarding the PATT. Every application for administrative reconsideration received within the prescribed time period will be processed.
 ","I was informed that my application was inadmissible and I want to contest the decision. Can I do that, even if the program has ended?",
2721531287,4/21/2020 02:47:39,5570922252,4/21/2020 02:43:30,false,clixsense,1.0,45626834,USA,FL,Miami,173.44.37.74,We must keep distance of how many meters?,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 02:48:29,5570923047,4/21/2020 02:44:29,false,feca,1.0,45632252,USA,GA,Atlanta,107.150.30.149,because you should not accept mail that indicates that you make a bank transfer,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 02:55:35,5570934515,4/21/2020 02:45:21,false,feca,1.0,45602416,USA,NJ,Clifton,104.236.55.136,can i accept a bank transfer e-mail when the PATT has ended?,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 02:56:18,5570935643,4/21/2020 02:50:52,false,feca,1.0,45573778,USA,NV,185.242.5.0/24,185.242.5.99,"I had received an email about how to accept a bank transfer, but is it recommended to accept it even when the PATT has ended?","Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 11:55:07,5571737699,4/21/2020 11:46:49,false,feca,1.0,45541292,USA,NJ,Clifton,104.236.53.155,should I accept that email received?,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 12:27:07,5571766219,4/21/2020 12:20:46,false,clixsense,1.0,6432269,USA,OH,Aurora,104.230.115.153,Is the email explaining bank transfers correct regarding money transfer?,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531287,4/21/2020 12:27:09,5571766260,4/21/2020 12:19:12,false,feca,1.0,45570993,USA,VA,Manassas,23.105.1.44,Do the benefits (including bank transfers) originated by the PATT remain valid?,"Yes.
 ","I received an email explaining how to accept a bank transfer. Should I accept it, even if the PATT has ended?",
2721531288,4/21/2020 12:59:22,5571785340,4/21/2020 12:58:51,false,feca,1.0,45769480,USA,IL,Chicago,191.96.97.58,no,"If you have not already done so, you can apply for the CERB at the following address: https://www.canada.ca/en/revenue-agency/services/benefits/apply-for-cerb-with-cra.html .
 ","If the PATT no longer exists, where can I obtain financial assistance?",
2721531288,4/21/2020 13:06:51,5571791444,4/21/2020 12:53:56,false,clixsense,1,45147582,USA,NJ,Clifton,138.197.26.186,Where can I get financial assistance if the PATT has ceased to exist?,"If you have not already done so, you can apply for the CERB at the following address: https://www.canada.ca/en/revenue-agency/services/benefits/apply-for-cerb-with-cra.html .
 ","If the PATT no longer exists, where can I obtain financial assistance?",
