_unit_id,_unit_state,_trusted_judgments,_last_judgment_at,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question_,answers,questions,write_a_coherent_question_that_would_result_in_the_answer_shown_above_do_not_copy_the_sample_question__gold
2721199763,finalized,3,4/20/2020 21:25:46,"Should school grouping be prohibited?
Is it mandatory to distance yourself if you see several groups in a school?
what are the guidelines that the government gave to avoid contagion","Yes, we urge you to respect government guidelines regarding physical distancing.
 ",Must physical distancing measures be implemented if there are several groups in the same school?,
2721199764,finalized,3,4/20/2020 22:12:18,"Will children have access to educational services during quarantine?
What services do daycare centers have in these times of global emergency?
Will children who attend daycare have access to educational services?","They will have access to the same tools that will be made available to parents and students. However, the use of these tools remains optional, not compulsory.
 ",Will children who attend the emergency daycare centres have access to educational services?,
2721199765,finalized,3,4/20/2020 21:57:16,"How do I know if my child qualifies for emergency care or not?
Educational child care services during this emergency situation should qualify the most suitable children for the position?
What group of children is the health services for in this health emergency?","The emergency childcare services currently available are a solution of last resort. Family members, friends, neighbours or young people not in school can babysit children at home to help out healthcare workers and essential services workers, provided that there are only a few children and that, above all, the sitters comply with the sanitary instructions and hygiene rules issued by the Québec government.
 This service is available only to parents whose job is included in the list of https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/list-jobs-and-essential-services/ .
 ",What children qualify for educational childcare services during the emergency situation?,
2721199766,finalized,3,4/20/2020 21:21:38,"How can parents find an educational center for children, on the alert?
What are the steps to do a succesful educational childcare in home, what are the resources to take meanwhile the emergency situation last?
How and where can parents find a child care educational setting during the COVID-19 emergency situation?","Parents can use the https://geoegl.msp.gouv.qc.ca/mfa/recherche-proximite.php?langue=en and then contact the day care of their choice directly. They can also contact the Ministère de la Famille if necessary at: 1-855-336-8568.
 ",How can parents find an educational childcare centre during the emergency situation?,
2721199767,finalized,3,4/20/2020 20:33:34,"How can I find a daycare center that offers emergency services?
I need to find alternative day care for my child. How do I do this
How can i find a day care for my children?","Parents can use the https://geoegl.msp.gouv.qc.ca/mfa/recherche-proximite.php?langue=en and then contact the day care of their choice directly. They can also contact the Ministère de la Famille if necessary at: 1-855-336-8568.
 ",My non-subsidized day care is no longer offering emergency services; how can I find another day care?,
2721199768,finalized,3,4/20/2020 21:43:56,"The center realizes specific information about a child's health, diet, or how to reach the emergency contact. If the document cannot be printed, parents must note the information on paper and provide it for daycare upon arrival. Sign the protocol they will give regarding acetaminophen given in case of fever.
What would be the page where parents can print the form to register their child in a child care educational center?
Sign the protocol they will give regarding acetaminophen given in case of fever. Although the signing of the protocol is not mandatory, Ministère strongly encourages this in the current situation to ensure the health and well-being of children as possible. Complete the Emergency Child Care Services Agreement; sign their child's attendance record every four weeks.","Parents are to call the day care centre they have chosen directly, without going through the single-window access to childcare services (La Place 0-5). They will be asked at that time about their child’s specific needs, such as allergies, physical disabilities or developmental delay.
 The childcare centre that accepts their child will ask the parents:
 •  To complete the  https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/  and print it so that the centre is aware of specific information about the child’s health or diet or how to reach the emergency contact. If the document cannot be printed, the parents must write down the information on a sheet of paper and give it to the day care on their arrival.
•  Sign the protocol they will be given concerning the administering of acetaminophen in case of fever. Although signing the protocol is not mandatory, the Ministère strongly encourages this in the current situation to ensure the health and well-being of the children as much as possible.
•  Complete the emergency childcare services agreement;
•  Sign their child’s attendance sheet every four weeks, which shows the dates and days or half-days that the child attended or was absent from the day care.
",How can parents register their child at an educational childcare centre during the emergency situation?,
2721199769,finalized,3,4/20/2020 21:54:10,"Is it necessary for all of us to present proof of this?
Do people with a list of Workers who are entitled to emergency child care services have to provide proof of this to their daycare?
Do people who are recieving emergency childcare services  have to provide proof of this to their day care?","Yes. They must show their employee card (proof of status) or any other relevant document (e.g. pay stub).
 ",Do people with a job on the list of Workers who are entitled to emergency childcare services have to provide proof of this to their day care?,
2721199770,finalized,3,4/20/2020 21:20:38,"Can school-age children be accepted into an educational institution in an emergency situation?
What is the age of the children who will be accepted for special care during the emergency?
Can children be accepted while the emergency situation lasts?","If the parents so request, emergency childcare services are asked to bring siblings together as much as possible. This is a public health recommendation aimed at avoiding multiple contacts and curtailing travel for essential services workers.
 ",Can school-age children be accepted at an educational childcare centre during the emergency situation?,
2721199771,finalized,3,4/20/2020 20:49:50,"Will the cost of childcare be waived or not?
Does this imply 100% of the payment for educational services? and how long will this payment be?
Should I pay for my child's care even if I don't attend?","Emergency childcare will be continued to be provided free of charge. Therefore, parents will not have to pay for it. Their contribution will be paid by the government of Quebec.
 ",Will parents who use educational childcare services during the emergency situation have to pay the cost of childcare?,
2721199772,finalized,3,4/20/2020 22:04:05,"should parents pay for all of their services during the pandemic?
Why don't parents whose children go to unsubsidized schools have to pay?
Do parents have to pay for educational child care services during the emergency situation?","No. Parents with children who attend a non-subsidized day care centre will not have to pay for the cost of childcare during this period.
 ",Will parents who can no longer use educational childcare services during the emergency situation have to pay for these services?,
2721199773,finalized,3,4/20/2020 21:20:56,"Could it be safe or not allowed to take care of children of friends during the alert state?
What are the conditions in order to babysit children of my friends or family?
What steps should I take with children and family close to my area in this crisis?","We remind you that you are advised to limit your movements as much as possible and that anyone who is not providing an essential service should stay at home. However, if someone needs a babysitter for their children and does not have access to emergency day care, you may do so. The following conditions apply:
 •  no one has fever, cough, difficulty breathing or sudden loss of sense of smell and taste without nasal congestion.
•  no one has been told to self-isolate,
•  no one in the home is at risk (e.g., chronically ill or 70 years of age or older).
As far as possible, physical contact between children must be limited and they must be kept 2 metres apart. Regularly clean and disinfect high-touch surfaces and items, such as door handles, light switches, faucet handles, etc. Clean bathrooms more frequently. Clean toys frequently, especially toys that children might put in their mouth. Follow the https://www.quebec.ca/en/health/health-issues/a-z/general-information-about-coronavirus/#c53183 .
 ",Is it safe or are we allowed to babysit the children of friends or relatives to help them out?,
2721199774,finalized,3,4/20/2020 21:10:14,"Since what time will the educational centers work during the emergency?
Faced with this quarantine situation, can we go to emergency child care services if we need them?
Will the child care places be operating normally?","Emergency childcare services will maintain their usual hours of operation.
 ",What hours will educational childcare centres be open during the emergency situation?,
2721199775,finalized,3,4/20/2020 20:40:33,"Will educational childcare centres provide meals and snacks to the children?
Educational zones must continue to provide all services?
they should continue to provide their usual services and not stop.","Yes, they must continue to provide their usual services.
 ",Will educational childcare centres provide meals and snacks?,
2721199776,finalized,3,4/20/2020 22:19:15,"The government will give subsidies?
Unsupported day care centers are entitled to financial assistance to cover their basic fixed costs.
Unsupported day care centers are entitled to financial assistance to cover their basic fixed costs, which will be paid soon","Non-subsidized day care centres will be entitled to financial aid to cover their basic fixed costs, which will be paid up to May 1, 2020.
 ",The government of Quebec said that financial compensation would be paid to non-subsidized day cares. What does this compensation cover?,
2721199777,finalized,3,4/20/2020 20:48:05,"Can an educatinal childcare refuse a child?
Are childcare centres obligated to accept any child?
¿Es posible que nieguen a un niño las guarderías?","Yes, educational childcare centres must refuse:
 •  children whose parents do not have a job on the list of  https://www.quebec.ca/en/family-and-support-for-individuals/emergency-daycare-services/list-jobs-and-essential-services/  , except for children of educational childcare personnel
•  children who must be in isolation following public health directives
",Can an educational childcare centre refuse to accept a child?,
2721199778,finalized,3,4/20/2020 22:17:08,"¿What would be the protocol to follow if a child has symptoms for the virus COVID-19?
What guidelines exist for cases involving children in school and or child care settings?
What would happen if my children got infected by coronavirus?","Educational childcare services must follow https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf . For more information, call tel:18776444545 .
 ",What should an educational childcare centre do if a child appears to exhibit symptoms of COVID-19?,
2721199779,finalized,3,4/20/2020 20:48:05,"How many children can accommodate a fundation?
How will the day cares and childcare centers (CPEs) be affected regarding the social distancing mandated by the public health department?
What is the capacity of a nursery?","Based on public health directives, day cares and childcare centres (CPEs) cannot accept more than 30% of the number of children registered under their licence or, in the case of a home childcare provider (HCP), not more than 30% of the number of children that can be accepted under the provider’s recognition as an HCP. Nor can any day care services exceed 50% of the usual number of children per educator.
 The government assures the public that the childcare services that continue to be provided comply with the pandemic standards imposed. Our priority is always the health and safety of children and childcare personnel.
 ",How many children can a day care accommodate?,
2721199780,finalized,3,4/20/2020 21:43:56,"Ensure that sick children are not admitted to day care homes and request strict parental cooperation in this regard. They should isolate the sick child from other children and ask the parents to come and accompany the child as soon as possible.
What would be the protocol that educators should apply in an emergency?
Ensure that sick children are not admitted to day care homes and request strict parental cooperation in this regard. They should isolate the sick child from other children and ask the parents to come and accompany the child as soon as possible.","Educators must apply the infection control protocols they already use during respiratory infection season. Therefore:
 •  They must ensure that sick children are not admitted into the day care and call upon the parents’ strict cooperation in this matter.
•  They must isolate a sick child from other children and ask the parents to come and pick up the child as soon as possible.
Refer to the following documents for more information:
 •  https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf 
•  https://www.mfa.gouv.qc.ca/fr/publication/Documents/Document-Protocole_22-mars-2020.pdf  (French only)
",What are the appropriate public health directives in this emergency situation?,
2721199781,finalized,3,4/20/2020 21:15:04,"What are the commons procedures to do if a child if showns any symptoms?
What are the main symptoms of Covid 19 in a child and what measures should be taken if they occur?
What can you do if an infant has symptoms?","Refer to the https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf .
 ",What do you do if a child exhibits symptoms?,
2721199782,finalized,3,4/20/2020 21:16:50,"What website can I visit if an educator is infected?
What can I do if an educator has symptoms, what will be my steps to accomplish in this situation?
What should a person do when presenting their first symptoms?","Refer to the https://www.mfa.gouv.qc.ca/fr/publication/Documents/feuillet_SGDU-ang.pdf .
 ",What do you do if an educator exhibits symptoms?,
2721199783,finalized,3,4/20/2020 20:45:31,"Where do I have to call if there is a case of COVID-19 in a kindergarten?
What should the public branch do when detecting a child with covid 19 in a kindergarten?
What happens if there is a case of covid-19 in the daily care home, what measures should we be taking?","If a child who attended the day care tests positive for COVID-19, the first thing to do is to call your public health regional branch (if it has not already contacted you). The public health regional branch will investigate and take the necessary measures to evaluate and take charge of each of the sick child’s contacts (staff, children and close family).
 ","If there is a case of COVID-19 at a day care, what should be done?",
2721199784,finalized,3,4/20/2020 21:49:28,"Do all child care staff need to do their job in this situation?
Do all pediatric care staff need to work in this quarantine?
Are the personnel dedicated to the childcare require to still working even when it's there a official emergency situacion?","Childcare administrators can take into consideration the number of children present to adjust the number of staff members required. They can release some staff, plan rotations and recall lists, or assign their staff to other useful tasks pending a return to normal.
 ",Are all childcare personnel required to work in this emergency situation?,
2721199785,finalized,3,4/20/2020 21:18:37,"Through what medium will students be given indications on the new study method adopted by the pandemic emergency?
until when will the institutions be closed?
What are the educational institutions that will remain closed?","CEGEPs, colleges and universities are closed until May 1, inclusive.
 In the case of colleges and universities, this measure targets both students and personnel, who must continue to consult all instructions sent to them by their institution. Specifically, from March 14 through May 1, all unnecessary and non-essential teaching and research activities are suspended in universities, CEGEPs and colleges.
 It is the responsibility of administrators to make the decisions regarding these activities as well as any others related, in particular, to necessary and essential services so as to restrict to a minimum any physical presence in the institutions and on the campuses. Working from home should be encouraged.
 Related activities such as room rentals and sports and cultural activities are also suspended. Administrative personnel must continue to work. Alternative solutions such as teleworking are encouraged, whenever possible.
 ",Which institutions are closed or open?,
2721199786,finalized,3,4/20/2020 21:51:27,"Are student internships to be postponed?
How are the internships of the universities handled?
Can students be penalized if they can't continue their work remotely during postponed internships?"," For higher education If internship settings have confirmed the continuation of the internship, the students’ workplace respects the instructions issued by the public health agency, and the students are able to carry out their work (e.g. from home or elsewhere), then internships are possible. However, students cannot be penalized for their inability to meet requirements.
 ",Should students’ internships be postponed?,
2721199787,finalized,3,4/20/2020 21:24:33,"Could you tell me what is the meaning of teaching and research activities?
What are the activities that we can continue with in order to guarantee the provision of the organization's primary services?
Will the teaching activities continue to be applied in educational institutions?","Some teaching activities in health care-related programs could be maintained in order to ensure the ongoing provision of care services (e.g. nursing internships, clerk and resident rotations). Teaching activities such as grading exams can also continue to be done remotely.
 In terms of research activities, each educational institution is responsible for defining the scope of necessary and essential activities. For example, research activities involving personnel and equipment that could potentially assist or lend support to health care services could be maintained. Necessary or essential research activities could also include projects involving animal care, plant care or cell culture projects.
 ","What does ""some teaching and research activities"" mean?",
2721199788,finalized,3,4/20/2020 22:14:36,"Can the students be penalized for not meeting the requirements to pass the class?
Can teachers continue to assign work even if there is no  access to laboratories or to materials available only on campus?
Will the students do their home activities as dictated by the teachers?","Colleges are responsible for teaching and for evaluating learning activities. In no case should students be penalized because, during this period, they cannot meet expectations or adjust to changes in pedagogical methods.
 ","Can teachers continue to assign work, particularly if access to laboratories or to materials available only on campus is required in order to do an assignment?",
2721199789,finalized,3,4/20/2020 21:25:46,"Will student tuition money be refunded?
Will school refunds be issued?
Is the money paid to the institutes reimbursed?","For now, the school year has not been cancelled. It is therefore too soon to say.
 Keep in mind that, based on the current situation, the measures taken by the government concerning the suspension of activities in the education and higher education systems extend up to May 1. We will be closely following the situation and will keep you informed of any new guidelines.
 ","Will tuition fees be reimbursed for the period during which students are not in school (ACS, private colleges)?",
2721199790,finalized,3,4/20/2020 21:21:49,"Can I be penalized if I cannot attend my internships?
should internship studies be postponed?
the internships should be postponed?","If internship settings have confirmed the continuation of the internship and the students’ workplace respects the instructions issued by the public health agency, then internships are possible. However, students cannot be penalized for their inability to meet requirements.
 ",Should internships be postponed?,
2721199791,finalized,3,4/20/2020 21:37:20,"What will happen to students who are taking internships?
Are there any solutions yet as to how to continue student's educations?
what does the government do to find solutions regarding the situation of education students?","Government is working with the Association des doyens, doyennes et directeurs, directrices pour l’étude et la recherche en éducation au Québec (ADÉREQ) to find solutions regarding the situation of education students.
 ",What will happen to the internships of students in education?,
2721199792,finalized,3,4/20/2020 21:59:17,"What planes are there for students who are close to graduating from college?
In my college everything is online now, what are the going to do considering practical lessons that requires students attendance?!
Will there be any plans in place for students hoping to graduate from college?","It is up to each institution to establish learning and evaluation procedures it considers appropriate in order to ensure that students develop the competencies required to complete their program of study and to graduate. Students should not be penalized for their inability to complete their program through alternative means developed by their institution.
 ",Are there any plans in place regarding students who expect to graduate from college or university?,
2721199793,finalized,3,4/20/2020 20:41:58,"open changes in student financial payments with this country situation?
What adjustments will be made to the student financial assistance program in response to the COVID-19 crisis?
Does this crisis have a negative impact on student financing?","For the moment, the student financial assistance program has not been modified. Payments will continue to be issued.
 ",What adjustments will be made to the student financial assistance program in response to the crisis?,
2721199794,finalized,3,4/20/2020 21:39:42,"what are the years taken into consideration when calculating the financial assistance for an specific year?
Can the assistance paid out as part of the student financial assistance program be quickly recalculated, to take into consideration the reduced income of recipients as a result of the current economic instability?
Will the payment of student loans be postponed?","The income taken into account when calculating the 2019-2020 financial assistance is that of the 2019 calendar year. For that reason, any fluctuations in the students’ income in 2020 are not considered for 2019-2020. In some cases, they may, however, affect the calculations for 2020-2021. The government has announced that it will be postponing repayment of any loans incurred under the Loans and Bursaries Program and the Loans Program for Part-Time Studies for a period of six months.
 ","Can the assistance paid out as part of the student financial assistance program be quickly recalculated, to take into consideration the reduced income of recipients as a result of the current economic instability?",
2721199795,finalized,3,4/20/2020 21:02:50,"Should I pay my student loan during this period of suspension of activities?
What will happen with the student loan?
do i have to continue paying the interest of my loan?","No, the government has announced that repayments of all loans contracted under the Loans and Bursaries Program and the Loans for Part-Time Studies Program are postponed for a period of six months. The government will pay the interest.
 No payments are expected during this period. You do not have to take any steps or provide any proof to benefit from this exceptional measure, since it applies automatically to anyone who has incurred a debt with Aide financière aux études.
 ",Do I have to continue paying my student loan?,
2721199796,finalized,3,4/20/2020 21:51:27,"Will students have to pay student loan interest this season?
Are student loan interest currently due?
Should students pay interest on their loans at this time?","No. The government will pay the interest. Students are not required to make any payments during this period.
 ",Do I have to pay interest on my student loan during this period?,
2721199797,finalized,3,4/20/2020 21:54:10,"Is it possible to continue making loan payments?
Can loan payments be made?
Can i still make loan transactios?","Yes. Contact your financial institution. They will tell you what steps to follow.
 ",Can I still make loan repayments?,
2721199798,finalized,3,4/20/2020 21:16:50,"What should people do to financial institutions regarding loan payments and repayment requests?
What are the requirements to postpone my refund?
Should I notify an institution to make the refund later?","No. The government has made arrangements with all partner financial institutions to automatically postpone the repayment plan. People who have contracted student loans do not have to take any action.
 ",Do I have to apply to have my repayment postponed?,
2721199799,finalized,3,4/20/2020 21:16:50,"How will payments to the bank be after the deferment period?
What changes would be implemented in my monthly payments after the entire six-month deferment period ends?
How does this health emergency affect my monthly payment plan will it remain the same as before?","No. Your financial institution will automatically extend the amortization period for your loan by six months and your monthly payments will remain the same.
 ",Will my monthly payments change after the six-month postponement period is over?,
2721199800,finalized,3,4/20/2020 21:20:25,"Do I have to keep paying the loan during this quarantine?
I am a medical student and I have a credit with the Ministère de l'Éducation et del lEnseignement supérieur this applies to me
Will there be an extension to pay the education loans?","Yes. This measure applies to all outstanding amounts, whether owed to a financial institution or in collection with Aide financière aux études.
 ",I am currently repaying my loan directly to the Ministère de l'Éducation et de l'Enseignement supérieur. Does this announcement apply to me?,
2721199801,finalized,3,4/20/2020 21:10:14,"How does the deferred payment plan change according to the situation?
I have questions about the Deferred Payment Plan and how it will affect me in the future. What is the postponement of the Deferred Payment Plan?
How does this situation change to my current student payment plan?","For the next six months, you will not be required to make repayments of your student loan.
 Your Deferred Payment Plan is also suspended for six months.
 After this postponement ends, your Deferred Payment Plan will continue for the rest of the time remaining in it.
 ",I am currently using the Deferred Payment Plan. How will this postponement of repayments change my situation?,
2721199802,finalized,3,4/20/2020 21:30:33,"how many months is the Deferred Payment Plan period
Will these months be included with Deferred Payment Plan payments?
Will these six months be included in the allocation path for the Deferred Payment Plan?","No. This postponement is not included in the 60 months of eligibility for the Deferred Payment Plan.
 ",Will these six months be included in the eligibility period for the Deferred Payment Plan?,
2721199803,finalized,3,4/20/2020 21:54:10,"Will all the student loans that I have so far be affected by this measure?
Does this measure apply to all my student loans?
is the posponement applied to all loans?","No. This postponement applies only to student loans contracted under a program offered by the Aide financière aux études department of the Ministère de l’Éducation et de l’Enseignement supérieur.
 If you have questions about lines of credit and other student loans offered by your financial institution, please contact the staff there directly.
 ",Does this measure apply to all my student loans?,
2721199804,finalized,3,4/20/2020 22:12:46,"How does it affect Aide financière aux études closed?
The program will ensure that financial assistance is maintained for students who have to study on the phone or otherwise
Is the extended closure going to impact AFE","The program will ensure that financial assistance is maintained for students who are forced to extend their studies.
 ",How will the extended closure impact Aide financière aux études (AFE)?,
2721199805,finalized,3,4/20/2020 21:24:33,"what steps to take for joint custody?
What are the main recommendations to carry out the case management of children in shared custody situations?
What about joint custody of my child?","There is no single response. We are appealing to the parents’ collaboration and good judgment.
 When a change of custody seems necessary, ensure that each family has abided by the hygiene instructions issued by public health authorities. Court judgments and orders must also be observed.
 For any specific situation, you can call the established by the and the at tel:+1-866-699-9729 (toll free).
 ",What instructions apply to children in shared custody?,
2721199806,finalized,3,4/20/2020 21:39:16,"Will my custodial child be affected by COVID-19?
IN WHICH CASES IS INSULATION NEEDED?
How can I avoid the risks of transmission of COVID-19 derived from my child's custody changes?","Several situations may occur during this pandemic:
 •  One of the parents tests positive for COVID-19 or is experiencing symptoms;
•  Someone in the family’s circle tests positive for COVID-19 or is experiencing symptoms;
•  The child tests positive for COVID-19 or is experiencing symptoms;
•  One of the parents, the child or someone in the family’s circle has to self-isolate after a trip abroad.
In these cases, 14-day self-isolation is required to contain the spread of the virus. During this period, the child will not be able to move from one home to another if someone on one side or the other is in self-isolation. The goal is to contain the spread of the virus.
 If you’re worried about the precautionary measures taken by the other parent but none of the above situations apply, it’s best to discuss among yourselves to attempt to remedy the situation.
 ",I’m worried about COVID-19 transmission risks arising from changes of custody of my child.,
2721199807,finalized,3,4/20/2020 21:24:33,"What happened if I do not comply with the custody and access order?
Considering the current circumstances of mobilization restrictions and compulsory social isolation. Am I obliged to comply with all the clauses described in the custody and access judgment?
What about joint custody of a child?","Previous agreements, whether a custody or access order or an agreement between the parents, for instance following family mediation, should be complied with to the greatest extent possible. However, given the current situation, everyone should use common sense and follow the public health recommendations.
 Everyone has a part to play in reducing the spread of the virus and should collaborate and follow the health recommendations. This also applies to separated parents and families where the child may have to move from one household to another.
 ",Should I comply with the custody and access order?,
2721199808,finalized,3,4/20/2020 22:13:01,"Is there a way to use a mediator while under the stay at home order?
What can I do if I don't reach a consensus on the custody of my child?
If I wait for my income situation to stabilize before asking for a support payment modification, can my income reduction during the pandemic be taken into account?","Children have essential needs, which can include having access to both parents and being sheltered from tension between parents.
 If there is a disagreement, parents can call on a family mediator to facilitate discussion and work on resolving the conflict. Many mediators work remotely, which helps avoid physical contact and maintain distancing measures.
 Some mediation sessions can even be free depending on your situation.
 For more information about mediation, mediation costs or to find a mediator, visit the following section in the Ministère de la Justice’s website: « https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/family-mediation-negotiating-a-fair-agreement/ ».
 ",What can I do if I can’t come to an agreement with my ex?,
2721199809,finalized,3,4/20/2020 21:15:04,"What are the recomendations to take in the special cases, like custody rights without generate any inconvenience?
How can I ensure that my son continues to maintain contact with his father by not living in the same house?
If custody rights are not respected, how can I limit the inconveniences?","If a child needs both parents, we recommend making communication possible through technological means (Skype, Facetime, etc.) for the duration of the crisis.
 ",How can I limit inconveniences for my child if it becomes hard to respect the usual custody rights?,
2721199810,finalized,3,4/20/2020 21:51:27,"How will the situation of divorced parents who share custody of their children be resolved?
How should we handle joint custody in times of pandemic?
Do we have to comply with  joint custody during this period?","The custody or access order should be complied with as much as possible. However, during this pandemic, you can try to work out new terms with the other parent to minimize travel.
 ","We have joint custody, which means moving from one household to another throughout the week. Should we maintain this system?",
2721199811,finalized,3,4/20/2020 21:15:04,"Is there any way to proceed with custody rights, living in different regions,  without breaking any law and at the same time do a change of custody in any virtual environment, example video calls?
How can we perform joint custody during this pandemic by living in different cities?
Do I need to continue custody?","The custody or access order should be complied with as much as possible. However, during this pandemic, people are asked to limit travel between regions as much as possible. You can try to work out new terms with the other parent to minimize travel and agree to maintain contact through technological means.
 If the change of custody involves travel to a health region where travel restrictions have been implemented, the parent must explain to the police officers that he or she is carrying out a change of custody or exercising an access right. Travel should be permitted whether the custody or access right was granted by Court order or pursuant to an agreement.
 You can call on a family mediator to facilitate discussion and work on reaching an agreement. Many mediators work remotely, which helps avoid contact. You can find a https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/family-mediation-negotiating-a-fair-agreement/search-for-family-mediator/?no_cache=1 on the MJQ’s website.
 ",We live in different regions. Should we still proceed with the change of custody?,
2721199812,finalized,3,4/20/2020 21:12:08,"What will happened with my ex-spouse job?
Are there security measures in the health system?
What are the steps to follow to organize staff during the pandemic?","he healthcare system is taking the necessary measures to protect its staff.
 ",I’m worried because my ex-spouse works in healthcare.,
2721199813,finalized,3,4/20/2020 22:41:17,"g and are essential for people such as healthcare and social service workers to commute to their jobs. Québec transit companies have increased the maintenance frequency of their vehicles and installations. Commuters are still encouraged to follow health recommendations and keep two metres apart whenever possible. Com
Public transit services are still running and are essential for people such as healthcare and social service workers to commute to their jobs. Québec transit companies have increased the maintenance frequency of their vehicles and installations
Are public transit dangerous nowadays?","Public transit services are still running and are essential for people such as healthcare and social service workers to commute to their jobs.
 Québec transit companies have increased the maintenance frequency of their vehicles and installations. Commuters are still encouraged to follow health recommendations and keep two metres apart whenever possible.
 Commuters are also encouraged to adjust their commuting schedule if possible to reduce crowding during peak hours.
 ",I’m worried because my ex-spouse takes public transit.,
2721199814,finalized,3,4/20/2020 20:46:18,"How can I have help in this regard?
Where can i get legal services from?
Where should I go or call to get legal advice for my specific situation?","The COVID-19 legal aid clinic is a free legal aid hotline for citizens who have questions about their rights and obligations in the context of the ongoing pandemic.
 Your questions will be answered by lawyers specializing in a broad range of fields, including family law:
 •  te:+1-866-699-9729  (toll-free)
•  tel:+418-838-6415  (National Capital)
•  tel:+514-789-2755  (Montréal)
•  tel:+819-303-4080  (Gatineau)
",How can I get legal advice for my specific situation?,
2721199815,finalized,3,4/20/2020 22:17:08,"¿Where you find informational material for family law?
What website can inform me about divorce law and my rights?
Where can I find guidance  if I have family problems?","You can find information on the following websites:
 •  Ministère de la Justice •  https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/family-mediation-negotiating-a-fair-agreement/ 
•  https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/children-a-joint-responsibility/ 
•    «    https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/    » section  

•  Éducaloi : «  https://www.educaloi.qc.ca/en/categories/separation-and-divorce  » section.
 You can call Info-Social 811 (free psychosocial hotline open 24/7): Call Info-Social 811 if you are experiencing:
 •  stress, anxiety;
•  prolonged emotional reactions (frequent crying, irritability, etc.);
•  feelings of panic;
•  overwhelming and frightening thoughts that won’t go away;
•  social repercussions from the illness.
Psychosocial intervention professionals will provide support and give you advice and information based on your needs.
 ",Where can I find general information about family law?,
2721199816,finalized,3,4/20/2020 21:48:56,"What will happen to child support cases in which the parents no longer have any income?
Is it mandatory to comply with child support?
Changing one of these items can affect a child’s child payable. Child support payments should be kept as possible. The current situation can affect both parents.","Parents must comply with a child support order or an agreement between parents, for instance in family mediation. However, given the current situation, the parents’ annual income may have changed, which could affect the amount of child support payable.
 Child support is normally determined based on the following:
 •  annual income of each parent;
•  number of children;
•  custody time;
•  certain additional expenses to meet a child’s needs, if any.
A change in one of these elements can affect the child support payable.
 Child support payments should be maintained insofar as possible. The current situation can affect both parents. Suspending child support collection or payments may not be the best solution at it will deprive the child of amounts required to meet its essential needs.
 ",I am a debtor of child support and no longer have an income or have a reduced income. Do I still have to comply with the child support order?,
2721199817,finalized,3,4/20/2020 20:33:34,"What can I do if I no longer have income or savings?
Can I stop paying spousal support if I have lost my job
If i lose my job or get a reduced icnome  Do I still have to comply with the support order for my spouse?","Yes, you must comply with a child support order or an agreement to that effect. Spousal support is not calculated based on a scale the way child support is. Support payments should be maintained insofar as possible.
 You can try to reach an agreement with your ex-spouse. Certain mediation sessions may be free depending on your situation.
 For more information about mediation, mediation costs or to find a mediator, please visit the https://www.justice.gouv.qc.ca/en/couples-and-families/separation-and-divorce/family-mediation-negotiating-a-fair-agreement/ .
 A judgment is necessary to modify the support payments collected by Revenu Québec. You can obtain it by using the https://www.csj.qc.ca/commission-des-services-juridiques/aide-juridique/Homologation/en . The modified judgment will be transmitted to Revenu Québec, which will then adjust the amount collected and paid.
 Recipients of last resort assistance who are creditors of support must inform the Ministère du Travail, de l’Emploi et de la Solidarité Sociale whether they wish to reach an agreement to cancel, reduce or suspend the support payments. In the context of an HAS application, the creditor who receives last resort assistance must send a support application notice at least 10 days before submitting the agreement.
 All proceedings before the Superior Court instituted by a party who receives last resort assistance to cancel, reduce or suspend support payments must be notified to the Attorney General of Québec.
 ",I pay spousal support and no longer have an income or have a reduced income. Do I still have to comply with the support order?,
2721199818,finalized,3,4/20/2020 20:49:50,"I continue to pay support through Revenu Québec, why aren't these payments suspended during quarantine?
how much is the new amount of support scheduled by quebec and why does it apply
Will Revenu Québec pay child support?","Revenu Québec is enforcing a judgment rendered by the court. To change the amount it collects, Revenu Québec must receive a new judgment setting out a new support amount.
 ",The support payments I make are collected by Revenu Québec. Why can’t Revenu Québec stop collecting these payments during the pandemic?,
