question_processed,cluster
quelles est la meilleure stratégie pour se protéger du coronavirus ,personal-caution
quelles sont les meilleures façons de se protéger de la covid19,personal-caution
quels sont les endroits dans ma communauté où je peux donner de laide,personal-caution
si jai eu le virus et que je suis guérie est ce que je peux quand même propager le virus,personal-caution
si jai seulement mal à la gorge et je nai pas voyagé estce que je peux être infectée,personal-caution
si jallaite et que jai le virus est ce que je peux le donner à mon bébé via mon lait maternel,personal-caution
si je fais un peu de fièvre et que je tousse estce que je peux me faire tester,personal-caution
si je me laves les mains suisje protéger contre le covid19 ,personal-caution
si je parle pas francaise ou je peux obtenir des informations sur covid,personal-caution
si je porte un masque que jai fait moimême avec du tissu estce suffisant,personal-caution
si je rencontre quelquun positif au virus combien de jours je peux percevoir les symptomes ,personal-caution
si je suis en quarantaine depuis plus de 14 jours et que je nai aucun symptôme est ce que je peux visiter ma fille qui est aussi en quarantaine chez elle ,personal-caution
si je tousse doisje porter un chandail à manches longues  pour tousser dans mon coude ou vautil mieux porter un masque ,personal-caution
si nous sommes en santé estce quon devrais mettre des masques pour aller à lépicerie,personal-caution
vaut mieux porter des gants de nitrile pour faire lépicerie ou tout simplement se laver les mains ,personal-caution
à part se laver les mains et rester à labri que pouvonsnous faire pour nous protéger du virus,personal-caution
à quel endroit je peux effectuer un dépistage de covid19,personal-caution
à quelle clinique est ce que je peux aller me faire tester au covid 19  ,personal-caution
à quelle fréquence doit on changer les masques faciaux ,personal-caution
après 14 jours de confinement puisje retourner au travail si je nai pas de symptômes,personal-isolation
au retour ed lépicerie estce requis de plaer la nourriture en isolement si oui combien de temps,personal-isolation
bonjour je nai pas de fièvre mal à la gorge depuis 3 jours des douleurs articulaires depuis hier soir et assez fatigué doisje prendre des mesures disolement,personal-isolation
cest quoi lutilité du confinement si lont va tous finir par mourir un de ces jours,personal-isolation
combien de temps doiton rester isolé,personal-isolation
combien de temps doiton rester isolé lorsquapparaisse les symptômes et que lon a fait isolement de 12 jours doit on attendre un autre 14 jours,personal-isolation
combien de temps durera le confinement,personal-isolation
combien de temps la pandémie vatelle durer si les gens respectent les règles de confinement ,personal-isolation
combien de temps pourrait durer le confinement,personal-isolation
combien de temps pourrait durer les mesures de confinement,personal-isolation
combien de temps seronsnous en isolement,personal-isolation
combien de temps va durer le confinement,personal-isolation
combien dheures je me dois isoler,personal-isolation
comment lactivité économique va être reprise après les semaines de confinement ,personal-isolation
comment se fera la sortie du confinement seraton soudainement tous libérés y auratil des alternances entre la vie active et deux semaines disolement autre chose,personal-isolation
comment se font les suivis de grossesse pendant le confinement lié à la covid19,personal-isolation
comment surmonter le stress et la pression ambiante durant cette periode de confinement,personal-isolation
de plus mon conjoint est pilote davion et continue à effectuer des vols de rapatriement sur londres en angleterre doisje également être en isolement prolongé lorsquil revient ,personal-isolation
devonsnous craindre une seconde vague de contagion si nous mettons fin trop rapidement aux moyens de confinement ,personal-isolation
devraiton laisser entrer un visiteur dans une maison si on tente de sisoler ,personal-isolation
devronsnous se mettre en confinement à chaque fois quil y aura une nouvelle éclosion de cas ,personal-isolation
doisje misoler 14 jours si je suis revenue le 10 mars,personal-isolation
doisje misoler si je suis en contact avec une personne qui a été en contacte avec une personne infecté,personal-isolation
doisje rester confiné ,personal-isolation
doit on être confiné ,personal-isolation
doiton sisoler si lon revien dune autre province,personal-isolation
durée du confinement,personal-isolation
est ce que au delà de 14 disolement il ny a plus de risque de contagion ,personal-isolation
est ce que dans le cadre des mesures de confinement les couples doivent faire chambre séparée,personal-isolation
estce que dans le cadre des mesures de confinement,personal-isolation
estce que je dois misoler si je reviens dun autre province,personal-isolation
estce que je dois misoler si un membre de ma famille est atteint,personal-isolation
estce que la periode de confinement obligatoire doit être rémunérée ,personal-isolation
estce que le confinement est obligatoire pour tous,personal-isolation
estce que le confinement à la maison me permet de faire des run de vélo à 10 km de la maison ,personal-isolation
estce que mon employeur doit me payer durant lisolement ,personal-isolation
estce que ça vaut vraiment la peine de faire ces mesures de confinement,personal-isolation
faire confinement en famille,personal-isolation
faut il être confiné pendant 50 jours confiné ou en quzantain,personal-isolation
ils demandent que les personnes qui arrivent de voyage se mettent instanténément en confinement par contre ils disent vous pouvez aller prendre de l air ces personnes sont peut être contaminéeselles se promènent dans les couloirs et assenceurs afin d aller prendre l air n est ce pas risqué,personal-isolation
je me demande sil serait mieux de cesser le travail pour lisolement à la maison,personal-isolation
je poursuisdoisje me placer en isolement volontaire ,personal-isolation
je suis en isolement parce que je suis de retour de france estce que ma famille doit aussi être en isolement,personal-isolation
la santé publique recommande un isolement de 14 jours potentiellement à risque or nous apprenons que le covid19 est susceptible de mutations ce délai estil valable pour les formes mutantes du virus,personal-isolation
le confinement total est il prévu au canada ,personal-isolation
le confinement total estil de mise pour une personne atteinte dun trouble respiratoire,personal-isolation
le covid19 peutil entrer par nos courses alimentaires dans les maisons confinées,personal-isolation
le ministre conseille de rester dans notre région mais puisje aller chez ma mère de 74 ans dans une autre ville si je reste chez elle et ne va nul part dautre à noter que je suis en quarantaine depuis 9 jours donc cotôyer personne dautre,personal-isolation
les entreprises de location de camions sontelles ouvertes durant le confinement,personal-isolation
les gens en confinement qui ne présentent pas de symptômes peuventils sembrasser,personal-isolation
les gens qui rentrent de voyage peuventils sortir prendre des marches pendant leurs 14 jours disolement ,personal-isolation
les jardineries réouvriront le 15 avril avec mon état de santé diabétiqueasthme sévère puis je me permettre dy aller ou devrais je rester à la maison en confinement,personal-isolation
ma grandmère vit seule et doit rester chez elle comment faire livrer de la nourriture ,personal-isolation
mon autre situation  mes enfants sont en garde partagée et leur père vie avec grandmaman qui revient tout juste de voyage les enfants restent avec moi le tempsmque sa quarantaine terminé  soit le 31 mars prochain serait il envisageable quils retournent chez papa à cette date où il est préférable quils restent ici le temps que tout se calme,personal-isolation
mon conjoint est allé à toronto la semaine dernière devraitil être en confinement volontaire et moi,personal-isolation
mon conjoint travail dans une résidence pour personnes âgées je sais que cest un milieu à risque pour la contagion quelles mesures devraientils prendre lorsquil revient à la maison où sa famille est en isolement,personal-isolation
mon fils est en garde partagée estil possible de la maintenir malgré le confinement tant que personne ne développe la maladie évidemment ,personal-isolation
nous sommes allés en voyage à la relâche et terminons notre 14e jour de confinement estce que nous pouvons recevoir un ami à la maison si celuici est en santé  ,personal-isolation
où puisje faire du bénévolat pour aider les personnes en isolement dans le besoin ,personal-isolation
pendant combien de jours doiton être confiné pour savoir si on est atteint de ce virus,personal-isolation
pendant combien de temps seronsnous confinés,personal-isolation
pendant comment de temps faudratil rester chez soi,personal-isolation
peuton avoir des relations sexuelles en isolement ou si on a la covid19,personal-isolation
peuton développer des symptômes après 14 jours disolement,personal-isolation
pour combien de temps le confinement seratil mis en place ,personal-isolation
pourquoi doisje être en confinement,personal-isolation
pourquoi doiton rester en confinement,personal-isolation
pourquoi il faut sisoler quatorze jours si on a été en contact avec un malade,personal-isolation
pourquoi je dois misoler,personal-isolation
pourquoi je dois rester chez moi ,personal-isolation
pourquoi les forces armées canadiennes nécoute pas le confinement et laisse entre autre leurs écoles ouverte,personal-isolation
pourquoi sisoler,personal-isolation
puisje misoler volontairement et être payer ,personal-isolation
quand estce que le confinement sera terminé,personal-isolation
quand serionsnous confinés,personal-isolation
que doiton faire en terme de confinement si on est testé positif mais sans symptômes graves nécessitant une hospitalisation ,personal-isolation
que veut dire confinement,personal-isolation
quel est la durée de confinement,personal-isolation
quelle est la différence entre isolement et confinement,personal-isolation
quels sont les critères qui vous permettront de lever létat durgence sanitaire et les consignes de confinement,personal-isolation
questce que lauto isolement,personal-isolation
si je doisme confiner chez moi parce que je suis covid 19 pos comment je fais pour massurer que je vais être payé,personal-isolation
si je nai eu acuun symptomes depuis 10 jours avec un isolement complet puisje dire que je suis négatif au covid,personal-isolation
si je respecte les consignes de protection universelle envers les virus pourquoi devraisje misoler,personal-isolation
si je suis en confinement depuis 2 semaines sauf pour les rares visites au supermarché où je prends toutes les précautions dusage et mes trois enfants adultes prennent les mêmes précautions peuton se réunir en famille,personal-isolation
si je suis en isolement depuis 10 jours et que mes parents aussi estce quon devrait se visiter,personal-isolation
si jhabite avec mes parents âgés et je teste positif au covid 19 comment faire le confinement et stériliser la maison si je dois retourner chez moi avec symptômes,personal-isolation
si ma fille a été en contact avec une personne atteinte du covid19 doisje renoncer à aller travailler le temps de lisolement,personal-isolation
si une personne est testée positive à la covid19 son isolement se faitil à la maison où à lhôpital ,personal-isolation
une personne proche de moi rentre de voyage estce que je dois me placer aussi en autoisolement ,personal-isolation
yatil un risque de nouvelle vague dinfection quand le confinement sera levé,personal-isolation
ça va durer longtemps le confinement ,personal-isolation
a qui je dois madresser si jai doute sur mes symptômes ,personal-symptoms
bonjour jai mal aux orteils estce normal,personal-symptoms
bonjour jai mal à la gorge,personal-symptoms
bonjour jai mal à la gorge et je suis très fatiguée mais je ne fais pas de fièvre estce que je devrais me faire tester ,personal-symptoms
bonjour jai mal à la tête estce normal ,personal-symptoms
bonjour jai participé au début du mois de mars à un événement à toronto il savère quil y avait 3 cas de corona à cet événement qui se sont déclarés par après ayant potentiellement été en contact avec ces gens mon employeur ma mis en quarantaine depuis 13 jours je nai pas eu de fièvre mais jai des frissons de temps en temps jai des maux de tête vraiment fort et jai une grosse toux sèche qui impacte ma respiration car jai limpression dêtre essoufflée tout le temps je ne sais pas si jai un mauvais rhume une grippe une bronchite ou plus grave me conseillez vous de consulter une clinique de dépistage  ,personal-symptoms
bonjour jai une grosse toux qui semble provenir des bronches que doisje faire  je prends présentement tylénol syrop je me gargarise avec de leau et du sel eau chaude avec du miel  les maux de gorge sont ne pas régulier,personal-symptoms
bonjour jai une vague impression de douleurs musculaires et dun mal de tête je ne me considère pas souffrante mais ces sensations sont totalement inhabituelles pour moi devraisje aller au dépistage,personal-symptoms
bonjour jaimerais savoir quels symptômes devraient nous alarmer ,personal-symptoms
bonjour jaimerais savoir si jai droit à la prestation canadienne durgence  mes deux enfants sont à la maison car garderie et école sont fermées je suis en télétravail salariée sur appel à temps très partiel mais pas en mesure de faire mon travail efficacement à cause des enfants je suis monoparentale ,personal-symptoms
bonjour je crois souffrire dun streptocoque car jai un mal de gorge des tâches blanches et la luette très inflammé estil possible davoir un diagnostic en ligne afin davoir une prescription dantibiotiques en considérant que jai une allergie à la pénicilline,personal-symptoms
bonjour jétais en contact indirect avec que des gens de la france jai de la tout mais pas de fièvre  devraisje aller me faire tester,personal-symptoms
bonjour puis je faire lamour si jai le covid,personal-symptoms
combien de temps doisje rester en quarantaine si jai ete exposer a un gros risque de contagion ,personal-symptoms
combien de temps doisje rester à la maison si jai des symptômes ,personal-symptoms
combien de temps les microbes peuventils rester sur les vêtements et sur le plastique jentends 3 jours et jai aussi entendu 3h  ,personal-symptoms
comment le gouvernement pourra maider si jai des difficultés financières ,personal-symptoms
comment puisje savoir si jai contracté le covid19,personal-symptoms
comment puisje savoir si jai le coronavirus ,personal-symptoms
comment savoir si jai attrapé le virus  ,personal-symptoms
comment savoir si jai contracté le virus si je nai aucun symptôme,personal-symptoms
comment savoir si jai eu le virus et que jen suis guérie si je nai pas eu ou pas beaucoup eu de symptômes,personal-symptoms
comment savoir si jai la covid19,personal-symptoms
comment savoir si jai le coronavirus,personal-symptoms
comment savoir si jai le covid 19,personal-symptoms
comment savoir si jai le virus,personal-symptoms
comment savoir si jai le virus  ,personal-symptoms
comment savoir si jai un rhume ou la covid19,personal-symptoms
dois je me faire dépister si jai mal à la gorge,personal-symptoms
dois je me présenter à lurgence si jai des symptômes de rhume et de la fièvre ,personal-symptoms
doisje aller me faire tester si jai certains symptômes de la grippe saisonnière,personal-symptoms
doisje aller à lhôpital si jai de la température ,personal-symptoms
doisje consulter mon médecin si je tousse,personal-symptoms
est ce que j ai corona,personal-symptoms
est ce que je suis affectée si je tousse ,personal-symptoms
est ce que mon employeur a le droit de me mettre à pieds ou terminer mon emploi si jai demandé de faire du télétravail ou si jétais malade pour plus quune durée acceptée pour lannée de probation,personal-symptoms
estce que jai la maladie,personal-symptoms
estce que jai le covid19,personal-symptoms
estce que jai le droit de faire de la moto ,personal-symptoms
estce que jai le droit de sortir ,personal-symptoms
estce que jai les symptomes du covid,personal-symptoms
estce que je dois nécessairement passer un test pour savoir si jai la copie,personal-symptoms
estce que je dois nécessairement passer un test pour savoir si jai la covid,personal-symptoms
estil possible de me faire tester pour savoir si jai les anticorps du coronavirus,personal-symptoms
et chimio il y a 5 ans jai peut être eu une légère fièvre mais je suis sur tylenol alors pas sur  jen prends aussi parce que larthrose ,personal-symptoms
j ai des symptômes et je vis en familleque faire ,personal-symptoms
j ai fait de la fièvre il y a deuz semaines estce possible que ce soit le covid19,personal-symptoms
j aimerai savoir mes fille 3 ans et 4 ans son asmatique et ma plus a un problème de systeme immunitaire et je fais une bronchite mon travail demande que je rentre quand meme malgre la situation quels sont mes recours je mets ma famille en danger et moi meme ,personal-symptoms
jai 3 kids et je vie avec ma blonde je fais quoi si jattrape le virus je dois misoler dans ma maison ,personal-symptoms
jai 73 ans puisje aller faire lépicerie,personal-symptoms
jai 79 ans et je veux aller au restaurant vaisje contaminer quelquun,personal-symptoms
jai aidé une personne âgée doisje minquiéter de lui avoir transmis le covid 19,personal-symptoms
jai besoin daide dune gardienne pour soccuper des enfants pour travailler est ce sécuritaire davoir une gardienne chez moi,personal-symptoms
jai besoin daide je crois,personal-symptoms
jai de la fievre estce que cest la maladie ,personal-symptoms
jai de la fievre estce que jai le covid19,personal-symptoms
jai de la fievre estce que jendevrais me faire depister,personal-symptoms
jai de la fièvre et des maux de gorges mais pas de toux estce que je devrais consulter,personal-symptoms
jai de la fièvre et je ne sais pas si je suis atteint par le covid 19,personal-symptoms
jai de la toux doisje me faire diagnostiquer ,personal-symptoms
jai de la toux estce que jai le covid,personal-symptoms
jai de la toux grasse et mon nez coule estce que jai le coronavirus,personal-symptoms
jai de la toux mais pas de fièvre suisje infecté,personal-symptoms
jai des amis français doisje éviter de les fréquenter  ,personal-symptoms
jai des maux de têtes estce possible quils soient liés au covid19,personal-symptoms
jai des maux de têtes suisje malade,personal-symptoms
jai des problèmes digestifs estce que cela pourrait être un symptôme de la maladie,personal-symptoms
jai des symptomes je fais quoi,personal-symptoms
jai des symptôme léger de toux et de difficulter à respirer depuis 11 jours je ne crois pas avoir eu de contact avec une personne infectée doisje passer un test de dépistage,personal-symptoms
jai des symptômes mais je nai pas voyagé devraisje me faire tester ,personal-symptoms
jai des symptômes que faire ,personal-symptoms
jai des écoulements nasal que doisje faire  ,personal-symptoms
jai des écoulements nasaux estce que je devrais me faire tester pour le covid,personal-symptoms
jai des étourdissement que faire ,personal-symptoms
jai deux enfants estce quils peuvent attraper le virus à lécole,personal-symptoms
jai du prendre le métro  je n ai rien touché et personne n était à côté de moi il y a til un risque davoir le corona ,personal-symptoms
jai déjà eu le covd19 et jai été guéri mais maintenant jai encore des symptômes de grippe estce que cela peut être le covd encore une fois fautil me refaire un test covd19,personal-symptoms
jai dû un gros rhume voilà 3 semaineje mouche encore tousse un peu et points dans le dos,personal-symptoms
jai ete tres grippé fin janvier et après un scan on pensait a une pneumonie pour ensuite,personal-symptoms
jai eu des symptômes en février avec un peu de difficultés à respirer une fois couchée seulement faible toux fièvre courbatures et amygdales super enflées et grande fatigue 7 à 10 jours de retour à la normale,personal-symptoms
jai eu des symptômes semblables au covid il y a 1 mois je nai jamais été testé mais je me demande si jai pu avoir eu le covid,personal-symptoms
jai eu mal à la tte et de la diarrhée la semaine dernière  javais été en contact avec des personnes revenant de voyage le 9 mars devraisje me faire tester,personal-symptoms
jai eu une grippe la semaine dernière doisje me faire tester pour le virus,personal-symptoms
jai fait plusieurs malaises ce matin doisje me rendre aux urgences  ,personal-symptoms
jai juste un rhume pourrait il sagir du coronavirus ,personal-symptoms
jai la fièvre et la toux depuis 14 jours est ce que je vais mourir ,personal-symptoms
jai la gastro et fait de la fièvre devraisje faire un test ,personal-symptoms
jai la toux,personal-symptoms
jai le nez bouché et mal à la tête estce le coronavirus,personal-symptoms
jai le nez qui coule depuis 4 jours devraisje me faire tester ,personal-symptoms
jai le nez qui coule estce lallergie saisonnière qui est en avance ou bien le corona,personal-symptoms
jai le nez qui coule estce que jai le corona virus,personal-symptoms
jai le nez qui coule pas de fièvre mais de la toux estce que je devrais passer un test,personal-symptoms
jai le nez qui coule suisje en danger,personal-symptoms
jai le rhume doitje appeler infocovid,personal-symptoms
jai les yeux qui brûle et jai une baisse dénergie au travail,personal-symptoms
jai les yeux qui piquent estce un symptomes,personal-symptoms
jai lu un article dans la presse que les syndromes gastro intestinaux sont sous estimés et quils peuvent précéder la toux et la difficulté à respirer votre questionnaire nen fait pas mention  ,personal-symptoms
jai mal a la gorge que doisje faire,personal-symptoms
jai mal aux dents et jaimerai me faire consulter les douleurs saggravent peu à peu et il me faut consulter un dentiste jhabite à montréal nord,personal-symptoms
jai mal à la gorge  je suis infecté ,personal-symptoms
jai mal à la gorge estce un symptôme de la covid,personal-symptoms
jai mal à la gorge estce un symptôme du covid19,personal-symptoms
jai mal à la gorge et je fais de la fière estce que ça peut être dû au covid,personal-symptoms
jai mal à la gorge et je fais un peu de fièvre que faire,personal-symptoms
jai mal à la gorge sans aucun autre symptômes doisje minquiéter,personal-symptoms
jai mal à la tête ,personal-symptoms
jai mal à la tête depuis 4 jours mais cest tout estce que je devrais aller me faire tester,personal-symptoms
jai mal à la tête depuis 4 jours mais pas de fièvre,personal-symptoms
jai mal à la tête et aux ouïes estce que cela peut être le covd19,personal-symptoms
jai mal à mon épaule lorsque je respire estce un symptôme ,personal-symptoms
jai parlé avec mon voisin hier à 2 m de distances à lextérieur aujourdhui il a développé des symptômes suisje à risque davoir le covid,personal-symptoms
jai peur,personal-symptoms
jai peur dattraper le virus que doisje faire  ,personal-symptoms
jai posé une question plus tôt mais nai pas eu de réponse alors à quoi sert ce robot qui a le temps de vous aider à construire votre base de connaissance quand on herche désespérément un appui,personal-symptoms
jai quelques symptômes est ce que je vais directement à lhôpital ,personal-symptoms
jai seulement un mal de tête qui persiste depuis 2 semaines jai ensuite eu un mal de gorge mais je fait pas den fièvre ya til un danger ou non,personal-symptoms
jai subi une opération estce que je suis affaibli,personal-symptoms
jai symptomes de fièvre et nez qui coule estce que je devrais aller travailler,personal-symptoms
jai tousé et je mouche un peu estce que jai le covid19 ,personal-symptoms
jai un léger toux et mal de gorge une légère douleur au poumon gauche jai des antecedents frequents de lésions pulmonaires récentes suite à la séparation de domicile dun membre de famille qui a été mis en quarantaine par son employeur  contacte covid je travaille en transport  service essentiel devraisje être testé ou me mettre en quarantaine pour ne pas exposer mes collègues et des clients,personal-symptoms
jai un mal de tête ce matin hier je suis allé à lépicerie et faire du jogging estce que je dois me faites tester pour la cobid10,personal-symptoms
jai un rendezvous annuel chez le médecin doisje y aller ou le remettre à plus tard,personal-symptoms
jai un rhume jai peur de me présenter dans une clinqiue,personal-symptoms
jai un terrain asthmatique suis je plus à risque ,personal-symptoms
jai un toux est ce que jai le covid19,personal-symptoms
jai une amie qui a les symptômes et qui ne veut pas passer le test que puisje faire,personal-symptoms
jai une femme de ménage si je ne suis pas à la maison peutelle venir quand même estce dangereux pour elle ,personal-symptoms
jai une fièvre est ce que je dois rester chez moi ou aller au travail sans aucun souci ,personal-symptoms
jai une gastro jai peur de me présenter dans une clinnique,personal-symptoms
jai une gastro si je vais en clinique jai peur dattraper le virus,personal-symptoms
jai une grande fatigue  et jai perdu lodorat et le goût est ce un symptôme du covid19,personal-symptoms
jai une toux depuis 3 semaines suis je a risque ,personal-symptoms
jai une toux mais je nai pas voyagé que doisje faire,personal-symptoms
jai une toux sèche devrais je faire un test de dépistage du covid19,personal-symptoms
jai une toux sèche questce que je fais,personal-symptoms
jai une toux sèche qui dure depuis une semaine est ce que jai le covid 2019  ,personal-symptoms
jai une toux très légère je ne reviens pas de voyage et je nai cotoyé personne qui revenait de voyage par contre jai soudainement une poussée de fièvre puisje passer le test de dépistage,personal-symptoms
jai vraiment peur dinfecter des gens jaimerais savoir si jai le virus puisje faire le test  et quand je laurai fait il sera bon combien de temps,personal-symptoms
jai éternué hier suisje infecté,personal-symptoms
jai été en contact avec un membre de ma famille qui est revenu de voyage il y a 5 jours il est asymptomatique je fais de la fièvre et je tousse depuis hier doisje me faire tester,personal-symptoms
jai été testé mais on ne ma toujours pas rappelé 1 semaine plus tard on mavait pourtant parlé dun maximum de trois jours de délai où puisje rappeler pour avoir mon résultat,personal-symptoms
jai été testé positif au covid19 il y a 14 jours,personal-symptoms
jai été testé positif au covid19 il y a 14 jours je nai plus de symptômes depuis 7 jours puisje sortir de chez moi,personal-symptoms
jaimerai avoir de linfo sur la quercétine la chloroquinine et la colimycine,personal-symptoms
jaimerais connaitre votre opinion concernant les visières que pourrait porter nos employés puisque nous avons fait installé des plexiglass à différents endroits dans nos commerces sous recommandations de lordre des pharmaciens  ne seraitil pas utile de munir nos employés dune visière couvrant les yeux et la bouche,personal-symptoms
jaimerais donner du temps pour faire du bénévolat mais je ne sais pas quoi faire ou comment faire où puisje minformer ,personal-symptoms
jaimerais faire une commission nonessentielle dans un endroit qui demeure ouvert devraisje mabstenir,personal-symptoms
jaimerais savoir quest que nous devons faire pour notre sécurité si mon mari travaille dans un hopital et reviens à la maison chaque jour jai deux enfants à la maison et jai peur pour notre santémerci,personal-symptoms
jaimerais voir une carte avec les contaminés,personal-symptoms
je crois que jai un rhume estce que ça pour entrer le covid19 même si je crois navoir pas été en contact avec un porteur,personal-symptoms
je nai pas voyager estce que ca se peut que jai le covid,personal-symptoms
je nai pas été en contact avec des gens qui ont effectué un voyage mais jai des symptômes que doisje faire,personal-symptoms
je ne fais pas de fièvre mais jai un léger mal de gorge et je ne reviens pas de voyage,personal-symptoms
je ne fais pas de fièvre mais je tousse un peu comment puisje savoir si jai la covid19,personal-symptoms
je ne travaille plus quels sont les programmes auxquels jai accès ,personal-symptoms
je pense que jai des symptomes questce que je fais,personal-symptoms
je ressens une légère pression inhabituelle dans mes poumons je tousse un peu et jai mal à la gorge pas de fièvre estce que ça peut être du reflux gastrique et non la covid19,personal-symptoms
je reviens de voyage et jai le nez congestionné mais pas de toux ni fièvre doisje passer un test de dépistage,personal-symptoms
je reviens de voyage je suis en isolement volontaire je tousse mais je ne fais pas de fièvre devraisje consulter,personal-symptoms
je suis actuellement suivie par un cardiologue pour des crises dextrasystoles pendant les fêtes ces dernières se sont produites en période de grand stress dans ma vie professionnelle estce que cette condition pose des risques en cas de covid19 je nai pas encore les résultats du holder que jai passé et je devais aller passer une échographie du coeur en mai puisque jai subi une opération à coeur ouvert quand javais 2 ans merci,personal-symptoms
je suis allé en voyage et jai des symptômes ou puisje aller pour me faire diagnostiquer ,personal-symptoms
je suis enceinte est ce que jai plus de risque ,personal-symptoms
je suis enceinte et je dois prendre des prises de sang la semaine prochaine jai rendezvous à la clinique devraisje y aller ou cest plus prudent de reporter,personal-symptoms
je suis inquiète je veux savoir si jai le virus sans le savoir,personal-symptoms
je suis malade jai peur daller voir le medecin et attraper le virus,personal-symptoms
je suis revenue de voyage en provenance de la france le 6 mars dernier et jai une sensation de brulure dans les bronches depuis quelques jours doisje prendre rendezvous pour me faire tester ou simplement rester chez moi et attendre,personal-symptoms
je suis seul a la maison et jai pas dargent quoi faire,personal-symptoms
je suis seul et jai besoins daide,personal-symptoms
je tousse,personal-symptoms
je tousse  beaucoup doisje aller passer le test,personal-symptoms
je tousse beaucoup et creux comment puisje savoir si cest le covid ,personal-symptoms
je tousse cest normal,personal-symptoms
je tousse depuis 2 semaines estce normal,personal-symptoms
je tousse depuis 5 jours estce que je devrais aller à lurgence,personal-symptoms
je tousse depuis une semaine quoi faire,personal-symptoms
je tousse dpeuis hier je fais koi ,personal-symptoms
je tousse est ce que jai le corona virus,personal-symptoms
je tousse estce que jai le coronavirus,personal-symptoms
je tousse estce que ça fait parti des symptômes,personal-symptoms
je tousse et coule du nez mais je nai pas été en voyage doisje rester en quarantaine ,personal-symptoms
je tousse et je mouche suisje atteint  ,personal-symptoms
je tousse mais je nai pas de fièvre comment puisje savoir si jai la covid19,personal-symptoms
je tousse mais je nai pas de fièvre devraisje me faire tester,personal-symptoms
je tousse mais je ne fais pas de fièvre estce que jai la covid19,personal-symptoms
je tousse mais sans fièvre quest ce que je dois faire,personal-symptoms
je tousse stu grave,personal-symptoms
je tousse suisje atteint,personal-symptoms
je tousse un peu est ce que je doit me faire tester au covid 19  ,personal-symptoms
je tousse un peu mais plus gras suisje à risque,personal-symptoms
jeternue et jai mal à la gorge aije le coronavirus,personal-symptoms
jhabite une résidence pour personne agéesjai 75 ans ma conjointe habite la meme résidence que moi que doisje faire,personal-symptoms
jétais inquiète car jai mal à la gorge depuis quelques jours mais je ne fais pas de fièvre et je ne tousse pas ,personal-symptoms
les tests pour voir si jai attraper le virus sontils douloureux,personal-symptoms
ma carte de crédit a été refusé jai pas dargent cash jfais quoi moi,personal-symptoms
ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir sils sont à risque de propagation ou pas  je suis à la maison et je ne sors pas depuis 1 semaine  si jai des symptômes de rhume sans fièvre devraisje minquiéter,personal-symptoms
mon médecin me suis pour ma carence en fer car jai des hémorroïdes saignantes mais je prends despîules de fer et jai attrapée un petit rhume ,personal-symptoms
ou doisje madresser si jai des symptomes,personal-symptoms
où appeler si jai des symptômes,personal-symptoms
pendant combien de temps suisje contagieuse si jai le covid19,personal-symptoms
puisje avoir un papier pour mon travail je travail au centre de distribution costco et je suis asthmatique chronique et cette nuit je me suis lever à 3h20am avec de la toux et de lasthme aussi jai donc avertie mon patron et il ma dit de rester à la maison ,personal-symptoms
puisje passer un test si je ne reviens pas de létranger et que jai des symptômes ,personal-symptoms
puisje savoir si jai déjà eu le covid19 ,personal-symptoms
quand estce que je dois me rendre à lhôpital si jai des symptômes,personal-symptoms
quand on parle de toux comme symptômes est ce quelle peut se manifester de plusieurs façons par exemple je tousse occasionnellement le soir ou la nuit car jai un petit point qui pique dans la gorge je ne sais pas si ca pourrait etre la covid 19 ou pas,personal-symptoms
que dois je faire si jai contracté le virus,personal-symptoms
que dois je faire si jai des symptômes de rhume comme la toux et le nez qui coule ,personal-symptoms
que doisje faire si jai certains symptômes ,personal-symptoms
que doisje faire si jai de la fièvre,personal-symptoms
que doisje faire si jai des symptomes,personal-symptoms
que doisje faire si jai des symptômes,personal-symptoms
que doisje faire si jai des symptômes ,personal-symptoms
que doisje faire si jai des symptômes sapparentant davantage au rhume quà la grippe doisje rester en confinement quand même,personal-symptoms
que doisje faire si je suis en quarantaine jusquau 29 mars et que jai mal à la gorge avant mon départ dans le sud  ,personal-symptoms
que doisje faire si je tousse,personal-symptoms
que faire si jai des signes,personal-symptoms
que faire si jai des symptômes,personal-symptoms
que faire si jai la covid19,personal-symptoms
que faire si jai une fièvre ,personal-symptoms
que faire si je tousse ,personal-symptoms
quel numéro doisje appeler si jai des symptômes,personal-symptoms
quelles sont les risque que jai de pogner le virus covid19,personal-symptoms
quels sont les délais avant que jaie mes résultats ,personal-symptoms
questce qui est considéré comme une toux tousser littéralement une à deux fois par jour cest une toux jai commencé un nouvel emploi et jai la gorge irrité estce possible que mon irritation ne soit lié quau nouvel environnement de travail dans lequel je me trouve,personal-symptoms
quoi faire si jai de la fièvre,personal-symptoms
quoi faire si je tousse,personal-symptoms
si jai de la température et de la toux que doisje faire,personal-symptoms
si jai des blessures sur mes mains suisje plus a risque de contracter le virus,personal-symptoms
si jai des problèmes darthrite suisje  à risque,personal-symptoms
si jai des symptomes dune pneumonie doisje me présenter à lurgence,personal-symptoms
si jai des symptômes de grippe mais que je respecte totalement les regles disolement et que je nai fréquenté personne qui est allé en voyage que doisje faire,personal-symptoms
