question_processed,cluster
how many people positive with covid19 in the world,statistics
how many people related covid19,statistics
how many people tested,statistics
how mild are most cases,statistics
is covid19 deadly,statistics
is the virus deadly,statistics
mortality rate today,statistics
number of cases in inida,statistics
show me the cumulative cases chart for canada,statistics
total death toll,statistics
were there documented cases before january 2020,statistics
what are the daily death rates in italy that are not from covid19,statistics
what are you doing to plan for a surge in covid19 cases,statistics
what is the average age of people who died because of covid19,statistics
what is the cause of death in this pandamic,statistics
what is the current covid19 confirmed cases trend for canada,statistics
what is the current number of cases in quebec,statistics
what is the death rate for pregnant women ,statistics
what is the death rate in south carolina,statistics
what is the death rate of covid19,statistics
what is the death rate of the new corona virus,statistics
what is the mortality rate,statistics
what is the number of covid19 cases in the wold,statistics
what is the total number of deaths ,statistics
what lesson will be learn from this pendemic for future more deadly ones,statistics
what was the total number of deaths before and after the virus,statistics
whats the death rate for healthy us 37 year old males,statistics
where can i find most up to date numbers on cases and deaths,statistics
why are death rates so different across countries,statistics
why do they continue to ask me if i travelled when 40 of cases are now community acquired it seems that they are dismissing me even though i could be positive,statistics
why germany has a low death rate,statistics
 when should i consult after the vomitting symptoms for a 4 yo child ,symptom
are a loss of taste and smell symptoms of covid19,symptom
are covid symptoms linked to the strength of the immune system,symptom
are itchy eyes a symptom of covid 19,symptom
are my symptoms anxiety or covid 19,symptom
can i be assymptomatic and have covid,symptom
can we be contagious when we dont show symptoms,symptom
can you please tell me symptoms of corona virus,symptom
covid symptoms,symptom
covid19 symptons,symptom
day by day symptoms,symptom
describe the symptoms of covid,symptom
describe the symptoms of covid 19,symptom
do the symptoms start suddenly or they progress slowly from one day to another ,symptom
does a throat feel itchy or really sore and a symptom ,symptom
does covid 19 cause stomach issues,symptom
does my neighbour have covid19 symptoms,symptom
does quebec health public system have the capacity to fight this covid19 outbreak ,symptom
does taking high doses of vitamin c and d help fighting the disease as an immune system booster is there any study on that,symptom
does the amount of virus one is exposed to change the severity of the symptoms,symptom
how do i tell symptoms apart between a normal flu and the covid19 flu,symptom
how does covid19 affect asymptomatic peoples lungs ,symptom
how does it die in asymptomatic people,symptom
how long after being asymptomatic are you no longer contagious ,symptom
how long before symptoms start to show ,symptom
how long before the symptoms to coronavirus appear,symptom
how long can the virus be active in asymptomatic patients,symptom
how long can you be asymptomatic and have covid19,symptom
how long do the symptoms last,symptom
how long do the symptoms of covid19 last for,symptom
how long does it take for symptoms to appear,symptom
how long does it take for the patient to show symtoms,symptom
how long does it takes to get first symptom of covid19 ,symptom
how long last the symptoms of covid19 ,symptom
how many days can you be contagious without showing symptoms,symptom
how many days does it take to see the symptoms,symptom
how much time it takes to show the symptoms for corona virus,symptom
i am feeling itchy around my body is it a symptom of covid ,symptom
i currently have a newborn baby boy at home which puts me in a very sensitive situation i am worried about his wellbeing as doctors tell me it takes at least 3 months for newborns to begin developing a proper immune system at the same time i am grateful to be able to work essential service not healthcare and support my new family through these hard times what is your recommendation,symptom
i feel dizzy is this a symptom of coronavirus,symptom
i feel i am affected are there symptoms through which i can confirm sitting at home ,symptom
i feel like a small ball in my throat is this a symptom,symptom
i got the flu two weeks ago and are getting symptoms again,symptom
is a cough but no fever a symptom,symptom
is a lower than usual temperature a potential symptom,symptom
is a runny nose a covid19 symptom,symptom
is coughing phlem a symptom,symptom
is coughing with a headache a symptom,symptom
is fever a symptom of coronavirus ,symptom
is fever the main symptom for vivid19,symptom
is headache a symptom of covid19,symptom
is headache a symptom of this pandemic ,symptom
is migraines a symptom,symptom
is missing the smelling one of the symptoms,symptom
is sore throat a symptom,symptom
is sore throat a symptom of covid19,symptom
is sore throats a symptom ,symptom
is that a symptom,symptom
is the asymptomatic carrier a temporary status ,symptom
is vomiting one of the symptoms,symptom
ive have mild cough and not the continuous one and symptoms of fever like burning eyes but not the temperature what do i do,symptom
my body is warm from inside and sometimes outside ,symptom
my throat is hurting is this a symptom of coronavirus,symptom
symptom,symptom
symptom of corona,symptom
symptomms,symptom
symptoms,symptom
symptoms of corona,symptom
symptoms of covid ,symptom
symptoms of covid19,symptom
symptômes covid,symptom
what are corona virus symptoms,symptom
what are cov19 symptoms,symptom
what are covid 19 symptoms,symptom
what are covid symptoms,symptom
what are covid symptoms at early stage,symptom
what are covid symptons,symptom
what are covid19 symptoms,symptom
what are de symptoms of coronavirus,symptom
what are he covid symptoms,symptom
what are symptoms,symptom
what are symptoms ,symptom
what are symptoms of covid19,symptom
what are symptoms of covid19 ,symptom
what are the 3 symptoms of covid19,symptom
what are the confirmed symptoms of covid19,symptom
what are the coronavirus symptoms,symptom
what are the covid simptons,symptom
what are the covid19 symptoms ,symptom
what are the early symptoms,symptom
what are the early symptoms of covid19,symptom
what are the first symptoms ,symptom
what are the main symptoms,symptom
what are the main symptoms of coronavirus,symptom
what are the main synptoms,symptom
what are the minor symptoms that may not seem as though it is covid19 but in fact are,symptom
what are the most common covid19 symptoms ,symptom
what are the most common symptoms in covid19,symptom
what are the most common symptoms of covid19,symptom
what are the real symptoms of covid19 ,symptom
what are the sympthoms of covid19,symptom
what are the symptom,symptom
what are the symptom for covid19,symptom
what are the symptome ,symptom
what are the symptoms,symptom
what are the symptoms ,symptom
what are the symptoms  ,symptom
what are the symptoms for corona virus,symptom
what are the symptoms for covid19,symptom
what are the symptoms for covid19 ,symptom
what are the symptoms i should look out for ,symptom
what are the symptoms in children,symptom
what are the symptoms in kids,symptom
what are the symptoms is vomiting one of them ,symptom
what are the symptoms of corona,symptom
what are the symptoms of corona virus,symptom
what are the symptoms of corona virus ,symptom
what are the symptoms of coronavirus,symptom
what are the symptoms of covid19,symptom
what are the symptoms of sarscov2,symptom
what are the symptoms of the corina virus ,symptom
what are the symptoms of the covid19,symptom
what are the symptoms of vivid 19,symptom
what are the symptomys od covi19 ,symptom
what are the symtoms,symptom
what are the synthoms,symptom
what are the syptoms,symptom
what are the top symptoms ,symptom
what are you symtoms of covid ,symptom
what exactly are the breathing symptoms associated with covid19,symptom
what is an asymptomatic carrier,symptom
what is most usual symptom of covid19 ,symptom
what is the covid19 symptoms ,symptom
what is the covıd19s symptoms ,symptom
what is the first symptom of covid,symptom
what is the first symptom of covid ,symptom
what is the first symptom of the virus,symptom
what is the main symptoms of the disease related to new coronavirus,symptom
what is the symptoms,symptom
what symptoms should prompt me to get checked,symptom
what symptoms you have,symptom
whatbare the symptoms,symptom
when do symptoms like short breath shows up,symptom
when having covid19 what are the next possible symptoms for a 4 years old child,symptom
which are its first symptoms,symptom
which are the sintoms,symptom
wich are covid19 synthoms,symptom
are tests for covid19 available in alberta how do i schedule a test,test
are the testing facilities safe,test
back from a trip in nicaragua 13 days ago  my 16yo daughter has a major sore throat  called the covid  yesterday they do not recommend the test yet  her throat is swollen and in pain  besides adviltylenolgagle with salt and waterwhat to do,test
can i access a testing center without a car,test
can you tell where i can get tested,test
do i need to get tested,test
does covid19 test anonymous,test
even though we do not have any symptoms can we still get tested ,test
given that the mild symptoms for covid19 may resemble the common cold at what point in the expression of symptoms should you attempt to get tested for the virus,test
how can i get a covid 19 test,test
how can i get a test,test
how can i get tested,test
how can i get tested ,test
how can i test for covid19,test
how do i get tested,test
how do i know when to get tested,test
how do you test for covid19,test
how fast can i obtain my covid19 test results ,test
how long after testing do you receive your covid19 results ,test
how long does it take to get your test results,test
how long does it take to have results of the virus test,test
how long does it take to receive test results,test
how many tests are run per day in the us ,test
how much is it to get tested for covid,test
how will quebec make test centres accessible to people who cannot drive and are not allowed to take public transport or taxis,test
i am having sore throat cold cough temperature is not stable continuously increases and decreases so do i need to go for a test,test
i got a light fever but no other symptoms should i get tested,test
i was very sick with covid symptoms in late february and still coughing  should i go get tested,test
i would like to get covid19 test where can i get it,test
in the us why has the defense production act not been invoked to allow weekly  testing of every single person present in the united states  yes this is on the scale of industrialization of the ww2 era and yes that is exactly what the defense production act is for,test
is quebec providing testing for people that have not travelled or been in contact with a confirmed caseto the extent of their knowledge but have a fever and cough,test
is the test covered in in cihip,test
is there a selftest to determine the possibility at an earlier stage,test
is there a test center for assymptomatic people,test
list of canadian hospitals treating not testing patients with covid19,test
my boyfriend experienced gastro intestinal symptoms and came from abroad should he get tested,test
my covid19 test results are pending and my temperature reached 40c what should i do,test
my father has a fever should i get tested,test
my friend got back from international travel two weeks back and i went to meet him when he returned should i test myself for coronavirus,test
should i get tested,test
should i get tested for covid19,test
something something this is jared testing,test
test for covid 19,test
to get an idea of how widespread the virus is why dont we simply test a random sample of people,test
were can i get tested ,test
what are covid19 test centres location in montreal,test
what are the criteria to get tested,test
what is covid19 test,test
what is the criteria for testing in ontario,test
what is the nearest testing center nearby,test
what is the wait time at the covid19 testing clinics,test
what symptoms are red flags for me to go to the hospital or get tested,test
when should i get tested,test
where are all the testing clinics in quebec ,test
where are the testing centers located in mtl,test
where can i get test,test
where can i get tested,test
where can i test for covid,test
where can someone get tested,test
where do i get tested,test
where do i go to get tested,test
where do we get the test for covid19,test
where should i be tested ,test
where to get tested ,test
where to go to get tested,test
which hospital takes the test for covid 19,test
who should get tested,test
why isnt canada testing more people for covid19 ,test
why should i get tested,test
will at home testing kits be made available,test
will tests be offered to nonsymptomatic people or symptomatic people who did not have known contact with individuals who travelled or who have covid19,test
can i catch or spread the virus from a plastic bag,transmission
can it coronavirus be transmitted by animals,transmission
can my dog get covid19 and transmit it to other people,transmission
can the virus travel through air or does there need to be physical contact,transmission
can this virus infect me in an airborne fashion,transmission
can you die from contracting covid,transmission
does covid19 spread by means of gametes,transmission
does covid19 spread in tropical conditions,transmission
does covid19 spread in warm weather,transmission
does everyone that contracts the virus show symptoms or will only certain people show symptoms,transmission
does it spread when we inhale the germs or just touching the virus infects us,transmission
does the virus spread by rain,transmission
how can i minimize the likelihood of contracting covid19,transmission
how did this virus transmit,transmission
how does covid19 spread,transmission
how does it spread ,transmission
how does the virus spread,transmission
how fast does it spread,transmission
how fast does the virus spread,transmission
how fast will the pandemic spread in canada,transmission
how is covd19 transmitted to humans,transmission
how is covid 19 spread,transmission
how is covid transmitted,transmission
how is covid19 spread,transmission
how is it transmitted,transmission
how is the corona virus being spread,transmission
how long are you contagious after you contract covid19 ,transmission
how long has the virus been spreading in canada,transmission
how much the quarantine process has a positive impact on reducing contamination spread,transmission
how to prepare for spread of covid 19,transmission
is china responsible for the spreading of covid19,transmission
is covid19 airborn  can i get it from the air ,transmission
is covid19 airborne,transmission
is covid19 an airborne ,transmission
is it airborne,transmission
is it airborne ,transmission
is it sexually transmissible ,transmission
is it transmissible through anal sex ,transmission
is the virus airborne ,transmission
transmission of covid 19 human to human is 100 confirmed  what about  human to pets ,transmission
what is the youngest age of a healthy person contracting the coronavirus,transmission
when will it stop spreading is 2 weeks enough ,transmission
will the virus continue to spread for a long time,transmission
do medications such as ibuprofen voltaren which have anti inflammatory property make the symptoms of covid19 worse,treatment
do we have a vaccine for coronavirus ,treatment
do you have treatment for covid19,treatment
does pneumonia vaccine which is for a bacterial infections helps the immune system to deal with the viral infection of covid19 more easily by removing the possibility of bacterial infection and just focusing on viral infection,treatment
from the infected worldwide population what is the ratio that will need medical attention eg icu or ventilators,treatment
how can elders 80 years old be cured from covid19,treatment
how can i cure covid19,treatment
how could covid19 be possibly treated with a vaccine,treatment
how long before we have a vaccine for corona ,treatment
how long is the treatment,treatment
how long will it take for a vaccine to be produced,treatment
how long will it take to develop a vaccine  ,treatment
how will i have my baby seen if no one will take a patient with a fever and cough kids still need physicals when they have ear pain or fever for more then 72hrs it makes me feel very insecure can i talk to a doctor virtually ,treatment
i am currently in montreal quebec however i have a health card from another province will i get free medical help with ohip card,treatment
i have high fever should i take medicine or not,treatment
i heard hydroxychloroquine is a good treatment for covid19 where can i get it,treatment
i might have covid 19 what treatment do i follow,treatment
if someone got cured can they catch it again,treatment
im a 53 year old female living with an autoimmune disease psoriatic arthritis and a few other conditions like chronic migraine and iron deficiency i take a medication that suppresses my immune system in spite of that i almost never even catch a cold and never get infections how worried should i be about being able to fight of the virus if i catch it inadvertently say at the grocery store ,treatment
in how many days can covid be cured ,treatment
is there a cure for corona virus,treatment
is there a treatment for corona virus,treatment
is there a vaccine for corona virus,treatment
is there a vaccine for covid,treatment
is there any medication,treatment
is there any medication to take to help,treatment
is there any treatment for covid 19,treatment
once you are cured from covid19 can you catch it again,treatment
should i expect a cure if i go to a hospital,treatment
treatment for covid 19,treatment
what about the researches with respect to treatment of covid19,treatment
what are the treatments of covid19,treatment
what can i expect from treatment ,treatment
what covid19 symptoms require that i seek medical help ,treatment
what drugs or treatments can i take ,treatment
what have you implemented to help older people who do not know how to use the internetphone to obtain their groceries and medicine,treatment
what kind of medication can i take if i have the virus ,treatment
what medicament can i use if i have symptoms ,treatment
what medication can i take for the symptoms and what can i give to my kids,treatment
what medication is recommended if i contract covid19,treatment
what medication should i avoid,treatment
what medication should i take,treatment
what medications should i take to alleviate covid19 symptoms,treatment
what treatments are available for covid19,treatment
when is the vaccine available ,treatment
when will a vaccine become available,treatment
when will the cure be available ,treatment
when will the treatment be available for this pandemic,treatment
when will the vaccine be ready ,treatment
where can i go to get treatment ,treatment
4 is it better to wash hands with warm soapy water or use a hand sanitizer,unclassified
a have a fever,unclassified
about covid19,unclassified
am i safe from the coronavirus at 50 years old ,unclassified
am i sick,unclassified
are all soaps effective when washing hands for 20 seconds,unclassified
are hospital bed saturated in province of quebec,unclassified
are outdoor walks considered safe,unclassified
are research fundings going to be cut as a result of the virus,unclassified
are there any federal or provincial services to help senior citizens get grocery safely,unclassified
are there any long term effects,unclassified
are there any vaccination,unclassified
are there still flights within canada,unclassified
are we going to have trouble buying milk ,unclassified
are you a reliable source of information,unclassified
are you coughing ,unclassified
are you sick,unclassified
are young people susceptible to corona virus,unclassified
as an ontarian can i travel to quebec,unclassified
as of today can we gather only 2,unclassified
can a 5 year old get coronavirus,unclassified
can all countries sue china for this,unclassified
can antiviral drugs be used to treat the coronavirus,unclassified
can covid infect you from the guts,unclassified
can dogs transfer the virus,unclassified
can drinking alcohol helps covid19 ,unclassified
can drinking hot liquids help flush covid when its sitting in the throat,unclassified
can i catch the virus from food in the grocery store,unclassified
can i die from covid19,unclassified
can i fo,unclassified
can i get covid 19 from the bread i just bought,unclassified
can i get the virus from a stray cat,unclassified
can i get the virus from food,unclassified
can i go jogging outside,unclassified
can i go visit my family,unclassified
can i still see my friends,unclassified
can i take tylenol ,unclassified
can i visit family and friends in aged care facilities,unclassified
can i visit my parents,unclassified
can it be transfered to food ,unclassified
can it be treated,unclassified
can it harm my unborn baby,unclassified
can it survives on food,unclassified
can my baby have corona virus when is born,unclassified
can my cat get the virus,unclassified
can pets get covid19 from me,unclassified
can the covid survive in the air,unclassified
can the virus live or organic materials like food ,unclassified
can we build immunity to this virus,unclassified
can you catch covid 19 after having had it before ,unclassified
can you drink alcohol during covid,unclassified
can you get covid from eating food that someone with covid sneezed or coughed on,unclassified
can you get the virus twice  ,unclassified
can you smoke cannabis during covid,unclassified
can you speak english,unclassified
can you speak french,unclassified
checkup points for covid19,unclassified
china is the reason behind covid19,unclassified
chlono,unclassified
comment attrape ton le covid19,unclassified
comparison coronavirus and flu,unclassified
corona virus characteristics,unclassified
could i get the virus more than once,unclassified
could we have done better,unclassified
covid,unclassified
covid19,unclassified
covid19 ,unclassified
covid19 stands for what,unclassified
define covid 18,unclassified
do i need to be quarantined from my family in my home,unclassified
do i need to be seen by a doctor,unclassified
do i need to clean my hands,unclassified
do i need to disinfect food,unclassified
do i need to disinfect my groceries,unclassified
do i need to disinfect things i buy like groceries and supplies,unclassified
do i need to wash my groceries,unclassified
do i need to wash my vegetables and fruits,unclassified
do i need to wipe clean the articles in plastic or cardboard once back home from a grocery,unclassified
do kids should  play with neighbors or not  ,unclassified
do the virus stay in air,unclassified
do we have designated hours for grocery shopping during covid19 pandemic in quebec,unclassified
do we have this epidemic and many more to come because were not taking care of the earth were destroying more and more trees and humans are eating more wild animals that have viruses per a talk from alanna shaikh,unclassified
do we have this virus past and future viruses in a big part because of 5g the upgraded satellites we now have in space which are causing too much electricity in our bodies per dr thomas cowan md,unclassified
do we see a future where this virus wont be such a threat anymore ,unclassified
do you have a health professional support group,unclassified
does covid 19 include a sore throat,unclassified
does covid transfer through air,unclassified
does hot water kill coronavirus,unclassified
does it have to be a question,unclassified
does soap really kill the virus,unclassified
does temperature has any effect on the virus,unclassified
does the fever persists in corona ,unclassified
does the sarscov2 virus mutate fast,unclassified
does the virus get milder due to coevolution,unclassified
does vitamin c intake help in building an immunity against the coronavirus,unclassified
fuck you covid19 ,unclassified
full form of covid19,unclassified
good morning,unclassified
has china used this to fight against the world,unclassified
has covid19 mutated,unclassified
has the virus evolved,unclassified
have there been any deceased children so far,unclassified
have they banned the wet markets in china yet so this doesnt happen again,unclassified
headache with high body temp,unclassified
hello what happens after corona,unclassified
how  can i get answer for my questions,unclassified
how about covid situations ,unclassified
how are you,unclassified
how are you ,unclassified
how are you feeling today ,unclassified
how bad is it,unclassified
how bad is your fever,unclassified
how can i help,unclassified
how can i helpp oeple,unclassified
how can i make sure i am buying from grocery is safe from covid19 ,unclassified
how can i not get,unclassified
how can i stay safe,unclassified
how can one fight the virus ,unclassified
how contagious is covid 19,unclassified
how contagious is the virus,unclassified
how covid19 is infecting,unclassified
how covid19 started,unclassified
how do i go grocery shopping ,unclassified
how do i keep my sanity around this crazy time,unclassified
how do i safely go grocery shopping without bring back germs ,unclassified
how do i stay up to date with government and news updates as they happen,unclassified
how do i treat coronavirus,unclassified
how do i wash my hands properly ,unclassified
how do we best organize people so that duplicate work is not being done,unclassified
how do we know that someone has covid19,unclassified
how do we know the worst is over,unclassified
how does covid 19 feel ,unclassified
how does covid affect healthy people,unclassified
how does covid19 affect lungs and how do you see this pandemic will impact the worlds economy,unclassified
how does covid19 kill its victims,unclassified
how easy is it to get covid,unclassified
how far do we have to go in cleaning our food,unclassified
how far should i stay from other people,unclassified
how i know that i m ill,unclassified
how is corona virus diagnosed,unclassified
how is covid19 treated,unclassified
how is going,unclassified
how is it going to last ,unclassified
how it works,unclassified
how likely am i to catch covid19,unclassified
how long am i infectious for,unclassified
how long are people sick for,unclassified
how long are we going to be sick ,unclassified
how long are we sick after getting it,unclassified
how long before we are healed ,unclassified
how long days need for ,unclassified
how long do i need to have a fever for me to start worrying,unclassified
how long do you expect these restrictive measures to last,unclassified
how long does covid19 virus lasts in the body,unclassified
how long does it last ,unclassified
how long does it stays on fabric,unclassified
how long does it take for me to become infectious ,unclassified
how long does it take until a carrier of the virus can infect others,unclassified
how long does it takes for the virus to go away,unclassified
how long does the coronavirus last,unclassified
how long does the virus remain on a surface,unclassified
how long is the mandated quarantine in quebec currently scheduled for,unclassified
how long is this expected to last,unclassified
how long should i stock up on food for,unclassified
how long the sickens last m,unclassified
how long will it take for us to see any impact in the physical distancing measures put in place in qc ,unclassified
how long will it take to get results,unclassified
how long will the shutdown continue for,unclassified
how long will we have to stay inside,unclassified
how long would it take for the virus to disappear  ,unclassified
how many are affected,unclassified
how many canadians currently have corona virus,unclassified
how many case in montreal,unclassified
how many case positive with covid19 ,unclassified
how many patients are across the globe ,unclassified
how many person are infectés in the world,unclassified
how many thing you do not understand,unclassified
how many will lose their jobs due to the chinese virus,unclassified
how many young adults are being hospitalised like in percentage,unclassified
how much fever should i tolerate before going to the doctor ,unclassified
how much its prevelent in pakistan,unclassified
how often should i take my temperature,unclassified
how often should i wash my hands,unclassified
how often should you disinfect your home and what products are known to kill covid19 does soap and water kill covid19  ,unclassified
how old are you,unclassified
how safe is food delivery  ,unclassified
how safe is it to go for a walk once a day in a park or forest ,unclassified
how safe is it to use taxi or uber during this covid crisis,unclassified
how safe is leaside north york area,unclassified
how serious is covid19,unclassified
how severe is the virus ,unclassified
how should i be cleaning the items from the grocery store when i get home should i wash everything before putting them away,unclassified
how to avoid exposure,unclassified
how to avoid the anxiety related to the covid19,unclassified
how to interact with people,unclassified
how to know that somebody have a corona,unclassified
how to properly clean my clothes and shoes,unclassified
how to self diagnose,unclassified
how to stay safe,unclassified
how will covid19 end,unclassified
how will the pandemic affect the economy,unclassified
hows the condition in singapore ,unclassified
hows the shortness of breath,unclassified
i am anxious about covid  what can i do,unclassified
i am coughing what should i do,unclassified
i am regularly travelling by bus,unclassified
i am worried about covid19,unclassified
i cough is it covid19,unclassified
i dont have a fever can i still have coronavirus ,unclassified
i dont know,unclassified
i feel a bit of itching could it be the coronavirus,unclassified
i feel a little sick with fewer must i go to the hospital ,unclassified
i feel anxious to get covid19 what can help to manage my stress ,unclassified
i feel heaviness  in my chest nothing else from last 2 week ,unclassified
i had a bronchitis last month and im still having trouble with my breathing a month later but i dont have a fever could it be corona virus,unclassified
i had a slight fever a 2 days ago but i got better could it have been coronavirus and that i developed the antibodies to fight the virus,unclassified
i had temperatute peaks of exactly 38 for 2 days and then stopped could it be covid19,unclassified
i may have corona virus,unclassified
i recently relocated to quebec can i request ramq card with visiting the ramq office,unclassified
i started getting chest discomfort a couple of days agoin my sternum and radiates to the middle of my back ,unclassified
i think im sick,unclassified
i woke up this morning and i am having trouble breathing what should i do,unclassified
i worked with someone who was in contact with individuals returning from covid19affected countries should i be worried,unclassified
i worry for my mental health during quarantine,unclassified
id love to know how long i can be contagious,unclassified
im concern about being exposed ,unclassified
im coughing what should i do,unclassified
im essential service grocery store ,unclassified
im hot what do i do,unclassified
im sneezing should i be worried,unclassified
impact of covid,unclassified
impacts of it,unclassified
in the air,unclassified
in this time of crisis is it okay to feed the raccoons,unclassified
infomation about covid,unclassified
is a person with heart disease more likely to have this virus,unclassified
is ace inhibitor harmful ,unclassified
is attending funerals considered as an essential travel,unclassified
is chloroquine effective in treating covid19,unclassified
is covid contagious,unclassified
is covid19 a bioweapon or a lab experiment gone wrong,unclassified
is covid19 more prone to develop in a colder environment versus a warmer one,unclassified
is covid19 mortal ,unclassified
is covid19 same as china flu,unclassified
is covid19 same as sars,unclassified
is food delivery safe,unclassified
is grocery shopping safe,unclassified
is having a runny nose show that i am impacted by covid19 ,unclassified
is it made by human or by nature,unclassified
is it ok to touch packets after washing with dettol,unclassified
is it safe to attend my prenatal appointment in person,unclassified
is it safe to do groceries in a store,unclassified
is it safe to get a new job that deals with the public,unclassified
is it safe to give blood,unclassified
is it safe to go for a walk outside,unclassified
is it safe to go out for walks,unclassified
is it safe to go out in public ,unclassified
is it safe to go outside,unclassified
is it safe to go shop for food,unclassified
is it safe to handle delivered packages,unclassified
is it safe to jogrun outside,unclassified
is it safe to order food during the covid19 pandemic,unclassified
is it safe to take a walk outside with my child,unclassified
is it safe to travel to chicago,unclassified
is it safe to use cash during this time,unclassified
is it safe to use the laundry in my apartment building,unclassified
is it still safe for my kids to play outside,unclassified
is it true that soap and water are better than hand sanitizer,unclassified
is it true that you should not take ibuprofen,unclassified
is it true we should not be spending time on our balconysocialize from our balconies,unclassified
is itchy throat sign of covid 19,unclassified
is ordering food from a restaurant discouraged,unclassified
is she have a chance of having covid19 ,unclassified
is staying at home mandatory,unclassified
is takeout food really safe during pandemic  ,unclassified
is the phlegm color suggestive of coronavirus ,unclassified
is the virus lethal,unclassified
is the virus manufactured or naturally occurring ,unclassified
is there a new form of corona virus,unclassified
is there any long term health sequels left by covid19,unclassified
is there any possibility in the future to make eye wear wich will have the capacity to see coid 19,unclassified
is there any way to assess the susceptibility of a person towards the coronavirus ,unclassified
is there more than one strain of covid19,unclassified
is vinegar an ok replacement for purell,unclassified
it would possible to predict the time of this pandemic,unclassified
its contagious,unclassified
ive developed a sore throat where should i go,unclassified
lack of smell,unclassified
mental health,unclassified
most country have patient,unclassified
my brother has covid19 what to do,unclassified
my chest feels a little tight when i breathe,unclassified
my ears are itchy,unclassified
my father has type 2 diabetes it isnt very severe but i am still concerned for his health is this type of diabetes considered an underlying condition,unclassified
my friend has a weakness and vomiting problem along with sore throat and runny nose,unclassified
my mom came back from a trip on the 20th of march until when is she supposed to stay home,unclassified
my son ic,unclassified
my son is flying from kansas to england on the 30th april he is flying into heathrow and then travelling home to manchester by train,unclassified
my throat hurts what should i do,unclassified
my throat seems to burn a little should i be worried ,unclassified
no give me an answer first,unclassified
non,unclassified
option to run the questions for children ,unclassified
running nose is considered as covid19,unclassified
shall we stay where we are or travel to our home country,unclassified
should i be moving house during a pandemic,unclassified
should i call 911,unclassified
should i not touch my mail,unclassified
should i star home and even avoid going to the supermarket and drugstore,unclassified
should i stay home,unclassified
should i stay home ,unclassified
should i stay quarantined,unclassified
should i take the metro,unclassified
should i use nsaids,unclassified
should i use sudafed,unclassified
should i visit my parents in a seniors home,unclassified
should i wash my fruits and vegetable that i just bought at the grocery,unclassified
should i worry about covid 19,unclassified
slight cough,unclassified
some experts are encouraging people to wash with soap and water all groceries  not just fruit and vegetables brought into the house is this necessary,unclassified
sorry i het enter before i was done am i just being paranoid and giving myself an ulcer my husband has pulmonary fibrosis so im really worried about him ,unclassified
south korea,unclassified
suffering from trout echiting,unclassified
tension,unclassified
updates,unclassified
waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,unclassified
what are dialogue services,unclassified
what are effective immunity boosters,unclassified
what are good supplements to take,unclassified
what are the age groups of people likely to die from covid19,unclassified
what are the best food to get good immune ,unclassified
what are the conditions under which people are most likely to develop complications versus those who wont  ,unclassified
what are the criteria for swabbing children,unclassified
what are the essential services ,unclassified
what are the options to disinfect hand or surfaces other than soap and alcohol,unclassified
what are the services out there that can help families with disabilities during this time,unclassified
what are the sideeffects of hydroxychloroquine for treating covid19,unclassified
what are the top,unclassified
what can you do,unclassified
what causes the covid19 desease,unclassified
what colour is covid 19,unclassified
what covid19 stands for,unclassified
what do i do when people are not respecting my space when lining up at the grocery store,unclassified
what do you know about covid19,unclassified
what does corona and covid mean,unclassified
what fever is covid 19 fever,unclassified
what has caused it,unclassified
what is,unclassified
what is a dry cough ,unclassified
what is allowed during quarantine,unclassified
what is canada quarantine policy,unclassified
what is canadas situation right now,unclassified
what is cocos19,unclassified
what is dialogues position on sick notes,unclassified
what is going on in my neighbourhood,unclassified
what is going to happen to us,unclassified
what is immunity,unclassified
what is it,unclassified
what is my age,unclassified
what is pandemic,unclassified
what is self monitoring,unclassified
what is the advice surrounding outdoor exercisesport,unclassified
what is the best way to help beside washing my hands,unclassified
what is the current situation,unclassified
what is the percentage of people dying ,unclassified
what is the probability of dying,unclassified
what is the question,unclassified
what is the situation now in my country,unclassified
what is the situation right now in the world,unclassified
what is this disease,unclassified
what is this rainbow thing that people are talking about,unclassified
what is this site,unclassified
what is virus,unclassified
what is your name,unclassified
what kind of soap do i need to use to wash my hands is any kind of regular hand soap sufficient ,unclassified
what mental health resources you have for covid19,unclassified
what percentage of people over 60 die from covid 19,unclassified
what places of laval has covid19,unclassified
what should i buy from the stores now that i feel sick,unclassified
what should i do,unclassified
what should i do when i come back home after going somewhere,unclassified
what should i use to disinfect grocery bags and grocery items ,unclassified
what surfaces is the virus most likely to stick to ,unclassified
what the name of the virus,unclassified
what the size,unclassified
what time is it,unclassified
what to do when i gave cough,unclassified
what type of shopping is safe ,unclassified
what will be th impact on international students,unclassified
what will be the impacts on confining millions of people in their homes for months,unclassified
whats happen for country near the ecuador with a lot of hot ,unclassified
whats the capital of palestine,unclassified
whats the current count in india,unclassified
when can i expect this situation to end,unclassified
when can we expect things to return to normal,unclassified
when covid 19 is going to stop,unclassified
when do i expect to hear back from you ,unclassified
when do you think we will be out of this  ,unclassified
when is the peak expected in the usa,unclassified
when is this pandemic going to end,unclassified
when shoul i go to the hospital,unclassified
when should i contact a doctor,unclassified
when should i go see my doctor ,unclassified
when should i visit a doctor,unclassified
when this virus terminated,unclassified
when will canada be on quarantine,unclassified
when will germany reach the peak,unclassified
when will i work,unclassified
when will primary schools start,unclassified
when will the drug for covid 19 be ready ,unclassified
