question_processed,cluster
whats the time period of detecting coronavirus,covid-what
are masks efficient to prevent the one wearing from getting infected what about infecting others,personal-caution
do i need to take precautions when picking up the mail ,personal-caution
do we need to prevent touching packing of fooddoes corona virus lie on packing  and on clothes ,personal-caution
does washing clothes in the  washing machine prevent transmission  ,personal-caution
does wearing a mask help prevent getting corona virus,personal-caution
does wearing mask protect me from covid 19,personal-caution
hello i am social distancing and taking precautions however i have to share a communal sink i try to stay as safe as possible by cleaning it but i have touched the knobs with my bare hands without thinking can germs spread this way should i avoid the sink in general thank you ,personal-caution
how can i help to prevent spread of corona virus,personal-caution
how can i prevent myself from getting sick,personal-caution
how can i prevent to get infected,personal-caution
how can i protect ,personal-caution
how can i protect myself,personal-caution
how can i protect myself ,personal-caution
how can i protect myself from the covid19,personal-caution
how can i protect myself if i need to go to the market,personal-caution
how can you prevent covid19,personal-caution
how do i keep my family safe ,personal-caution
how do i protect myself,personal-caution
how protect myself,personal-caution
how should i keep my family safe during covid19,personal-caution
how to prevent ,personal-caution
how to prevent the spread of covid19,personal-caution
how to protect from covid19,personal-caution
how to protect my family from covid19,personal-caution
how to protect myself from it ,personal-caution
how to protect myself on a plane,personal-caution
i am a 62yearold female currently in excellent health i have had a history of chronic bronchitis and pneumonia but its been over a decade since my last issue i have two adult children who may have to move back home how do i protect myself against what they my bring home,personal-caution
i live in vancouver work in the downtown sector i have been diligent about practicing all safety measures i  share my child with her father and they are in penticton 4hrs away i want to see my child have not for 8 wks  i am willing to self isolate prior to coming  she has a mild cp is safe to see here,personal-caution
if i contract the virus does wearing a mask prevent others getting infected,personal-caution
im 66soon 67ive been off work for 3 weeks but have been on prednisone for 3 weeksi am to be back at work apr 6 its a factory situation with little protectiondo i stay homego back to work im confused ,personal-caution
is it safe to travel in domestic flight with precautions,personal-caution
is washing my hands really the best way to prevent transmission,personal-caution
my employer is not implementing social distancing or safety measures in my workplace what recourse do i have,personal-caution
my sisterinlaw is pregnant and lives in a house with extended family where one member is isolated due to possible contact with someone with covid19 are the risks for pregnant woman higher how can she protect,personal-caution
precautions to measure ,personal-caution
what are the ways to prevent coronavirus,personal-caution
what can i do to prevent myself from contracting coronavirus,personal-caution
what can i do to prevent myself from getting covid19,personal-caution
what can i do to protect myself,personal-caution
what can i take to prevent coronavirus,personal-caution
what can we do to protect ourselves from covid19,personal-caution
what is the best way to protect yourself from covid19,personal-caution
what is the difference between a pandemic  epidemic why did who declare this a pandemic what is the difference between social distancing selfisolating and quarantine to what extent is social distancing helpful why should i do this when should you selfisolate will the virus be less effective when we get warmer weather  when should i go to the hospital should i get tested if i was in contact with someone who has or is suspected of having covid19 but do not have any symptoms should i stop taking medications that suppress my immune system  when someone in the household is coming and going for work how can we keep the home a safe place can the virus be transmitted through air conditioning from outside or from within the home how long does the virus last on inanimate objects plastic glass cardboard metal what have we learned from countries like china south korea and singapore that have been dealing with this for a longer period of time and have slowed the spread,personal-caution
what is the most effective way to protect your self from this virus ,personal-caution
what kind of protective gear do i need to wear,personal-caution
what mask prevents against covid19 ,personal-caution
what precautions do i need to take beyond physical distancing as much as possible,personal-caution
what precautions should i take at the supermarket,personal-caution
what precautions should i take while shopping for groceries should i wear a mask andor gloves do i need to disinfect the items i buy ,personal-caution
what precautions should i take with things delivered at home,personal-caution
what precautions should pregnant women take on top of everyone else,personal-caution
what shall i do if i have to go out to buy things to protect myself from corona virus,personal-caution
where can i buy protective masks,personal-caution
would it help to ensure there is a warehouse already filled with protective gear for health professionals worldwide instead of scrambling or ordering these last minute and also have enough hospitals built because if we dont do that well have to do what china did and build a hospital at the last minute,personal-caution
can i hug my kids while social distancing,personal-isolation
can i leave my pet with a family member or is that against the premise of social distancing,personal-isolation
can i meet with my neighbours who have been in isolation for 14 days,personal-isolation
define self isolation,personal-isolation
do i need a doctors note for self isolating,personal-isolation
employee rights self isolatting,personal-isolation
how long do we need social distanciation for the virus to be less of a threat ,personal-isolation
how long should we try to maintain social distancing,personal-isolation
how long will it take before we can stop social distancing,personal-isolation
how long will social distancing measures last,personal-isolation
how many days should i isolate for,personal-isolation
how much longer will society need to socially isolate,personal-isolation
how to prepare for isolation,personal-isolation
i am a healthy male aged 73 who is the sole caregiver for a family member who is 87 and has psp  a severe form of parkinsonism we have both been in selfisolation for the past three weeks how concerned should i be that i might contract the coronavirus while grocery shopping for example and pass it on to the person i look after,personal-isolation
i feel lonely from isolation,personal-isolation
im a pharmacist working at a community pharmacy how do i practice social distancing at home,personal-isolation
is it okay for my daughter who has been selfisolating for two weeks to come and stay with us for a week,personal-isolation
is it safe for seniors to go out for a walk or inside shopping malls which are quite isolated these days,personal-isolation
is it safe to be riding a motorcycle during these times while continuing the social distancing,personal-isolation
is it safe to go outside for a walk social distancing from others,personal-isolation
my daughter lives by herself in toronto and has been selfisolating and wants to come and spend a week with us my husband and i are in our 60,personal-isolation
my housemate is an essential worker should i isolate from them,personal-isolation
should i practice social distancing ,personal-isolation
we are an essential service business i am looking for direction from health authorities to help determine a protocol to determine when an employee should self isolate based on living with or coming into contact with people who are ill or suspected of having covid 19,personal-isolation
what are the impacts of not respecting social distancing,personal-isolation
what conditions need to exist before we can safely stop selfisolating ,personal-isolation
what is self isolation,personal-isolation
what is selfisolation,personal-isolation
what is social distancing,personal-isolation
when should i end self isolation,personal-isolation
when will the social distancing end and what is the economic consequent of the pandemic,personal-isolation
who needs to be isolated,personal-isolation
who needs to isolate,personal-isolation
why is social distancing important,personal-isolation
will nhs workers be even more isolated because they are exposed to the virus on a daily basis,personal-isolation
will social distancing slow the spread of covid19,personal-isolation
can i drink alcohol if i have coronavirus,personal-symptoms
can i have gastro intestinal symptoms with covid19 ,personal-symptoms
do i have a covid or is it just a cold,personal-symptoms
do i have covid,personal-symptoms
do i have covid 19,personal-symptoms
do i have covid19,personal-symptoms
do i have the virus,personal-symptoms
do i have to ask a sclerotic question about traveling or something to get an answer ,personal-symptoms
do i have to clean my groceries,personal-symptoms
do i have to take a test 14 days after being infected to know im fully recovered ,personal-symptoms
do i have to wash my grocery after buying them,personal-symptoms
do i need to get tested if i have a cough,personal-symptoms
do i need to selfisolate not leave the house or interact with other people in the house if i have a cold even if i have none of the listed symptoms of coronavirus ,personal-symptoms
how am i supposed to work while i have two young children at home,personal-symptoms
how can i know if i have corona,personal-symptoms
how can i know if i have covid19,personal-symptoms
how do i know i have covid,personal-symptoms
how do i know i have covid19,personal-symptoms
how do i know if i have a mild case,personal-symptoms
how do i know if i have been infected,personal-symptoms
how do i know if i have coronavirus,personal-symptoms
how do i know if i have covid,personal-symptoms
how do i know if i have covid19,personal-symptoms
how do i know if i have covid19 or not ,personal-symptoms
how do i know if i have it ,personal-symptoms
how do i know if i have the corona virus,personal-symptoms
how do i know if i have the covid19,personal-symptoms
how do i know if i have the flu or coronavirus,personal-symptoms
how do i know if i haver coronavirus,personal-symptoms
how do i know that i have the virus and not just the flu ,personal-symptoms
how i can test if i have the diease,personal-symptoms
how long do i have stay in isolation ,personal-symptoms
how long do i have to stay at home,personal-symptoms
how long should i stay home if i have symptoms,personal-symptoms
how to know if i have corona,personal-symptoms
how to see a doctor if i have symptoms,personal-symptoms
i am coughing but i dont have fever could i have covid19,personal-symptoms
i am coughing so you think i have coronavirus,personal-symptoms
i am having difficulty of breathing do i have coronavirus,personal-symptoms
i am homei do not have any chronic problems and i am in good health but  i have a fever and difficulty breathing what should i do,personal-symptoms
i do not have a fever but i have a cough and it all suddenly started after a day of chest pain do i have covid19,personal-symptoms
i feel dizzy and feverish do i have to do a covid19 test,personal-symptoms
i feel i have fever what should i do,personal-symptoms
i feel sick  do i have the corona virus,personal-symptoms
i have a bit of nausea and headache do i have covid19,personal-symptoms
i have a blocked nose but no fever and also have an slight irritable throat,personal-symptoms
i have a cough do i need to go to a hospital,personal-symptoms
i have a cough should i go to the emergency ,personal-symptoms
i have a cough what should i do,personal-symptoms
i have a dry cough but no fever should i get tested,personal-symptoms
i have a feelingon congestion in my chest is this a symptom,personal-symptoms
i have a fever how do i know if its covid19 or the flu,personal-symptoms
i have a fever what should i do,personal-symptoms
i have a fever what should i do now,personal-symptoms
i have a headache and an itchy throat am i at risk ,personal-symptoms
i have a headache for the past 3 days should i be tested  ,personal-symptoms
i have a lot of stress regarding covid19,personal-symptoms
i have a mild fever do i have the coronavirus,personal-symptoms
i have a pain in my chest could it be covid19,personal-symptoms
i have a sore throat,personal-symptoms
i have a sore throat could that be covid19,personal-symptoms
i have a sore throat do i have the virus ,personal-symptoms
i have a sore throat is that a sign of covid19,personal-symptoms
i have a sore throat is that an early symptom,personal-symptoms
i have a sore throat what do i do,personal-symptoms
i have a sore throat what other symptoms should i be waiting for before getting tested,personal-symptoms
i have angina and have had two previous heart attacks  i also have stents  am i at high risk if i contract the disease,personal-symptoms
i have asthma and i have augmented to the maximum dose because im concerned about covid19 is it a good idea i have to work full time and i worry about it,personal-symptoms
i have asthma and my immune system is not good i want to stay home and work from home ,personal-symptoms
i have asthma how at risk am i about the possibility of complications,personal-symptoms
i have been self isolating for 2 weeks ending tuesday i returned to canada from florida on the 16th of march i need a clean bill of health in order to return to work does that mean i need to get a covid 19 test,personal-symptoms
i have been temporary laid due to covid19 will my benefits continue,personal-symptoms
i have been told my ahs and my family doctor that my immune system is likely compromised due to a recent illness severe strep throat and yes i was tested via throat swab for that and it was confirmed  i also have asthma and am 61 years of age  although i cant say i have severe difficulty breathing my chest and throat are sore and i have a sore throat  i dont have a thermometer so cant confirm or deny fever  if i do its low grade i am on day 8 of my 14 day selfisolation and the symptoms havent gotten better or worse  sowhen my 14 days is up is it safe for me to go to the grocery store which is the only place i really need to go  ive also been walking every day  and maintaining my distance as required  is this safe   ,personal-symptoms
i have cold for couple of weeks have cough over night and regular mucous during day and night feel a bit hot but not fever that can be feel sometimes ear pain for infection some times get stressed on having corona does any of these symptoms suggest that i have quarantined myself for over 10 days  ,personal-symptoms
i have coronary heart disease and had triple bypass heart surgery am i at risk if i get covid19 ,personal-symptoms
i have cough does that mean i might be infected,personal-symptoms
i have difficulty breathing which hospital should i go to,personal-symptoms
i have fever 38c is that corona virus symptoms,personal-symptoms
i have fever should i go out,personal-symptoms
i have fever what i should do,personal-symptoms
i have fever what should i do ,personal-symptoms
i have had a cough for 4 weeks now is it a symptom of covid19,personal-symptoms
i have had a sore throat for 8 days should i worry,personal-symptoms
i have hashimotos hypothyroiditis am i more at risk i also had a pe due to fvleiden and oral contraceptives in 2001what do you recommend i do,personal-symptoms
i have have  a sore throat and runny nose for 3 weeks can i still be infected,personal-symptoms
i have headache is it normal,personal-symptoms
i have headaches and trouble vision what can i do ,personal-symptoms
i have huge blood in my excreta this morning,personal-symptoms
i have little cough and little sore throat,personal-symptoms
i have malaise can this be a symptom ,personal-symptoms
i have muscle pain is it covid19 ,personal-symptoms
i have questions about the machine learning algorithms used to analye this pandemic,personal-symptoms
i have shock about one month ago what can be it,personal-symptoms
i have short of breath do i have covid19,personal-symptoms
i have shortness of breath but no fever,personal-symptoms
i have some headeche,personal-symptoms
i have some symptoms what should i do,personal-symptoms
i have symptoms should i go to the hospital,personal-symptoms
i have temperature what should i do,personal-symptoms
i have throat ,personal-symptoms
i have tiredness in joints legs and neck but i dont have cough fever and other symptoms did i get covid 19 infections,personal-symptoms
i havent lost sense of smell do i have covid19,personal-symptoms
i lost my sense of smell does this mean i have coronavirus,personal-symptoms
i lost my sense of taste does this mean i have coronavirus,personal-symptoms
i take public transit and work in a call center for a bank my employer expects me to come in even though i have symptoms isnt anybody with symptoms instructed to selfisolate for 14 days,personal-symptoms
i think i have a fever what do i do,personal-symptoms
i think i have coronavirus should i go to the emergency,personal-symptoms
i think i have covid,personal-symptoms
i think i have fever what should i do,personal-symptoms
i will 65 this november 18thi have had phnomonia 3 times and bronchitis once am i more vulneralble to covid 19 i also work in a grocery store metro inc4 to 6 days a week has  constipation ever been considered a symptom,personal-symptoms
if i get sick but it seems like a cold how long do i have to wait after feeling better to see other people,personal-symptoms
if i have a fever does it mean i have covid ,personal-symptoms
if i have covid19 how long will i be contagious,personal-symptoms
if i have flu like symptoms at what point should i go to the hospital,personal-symptoms
if i have flu symptoms how can i know if i have the flue or covid19 can i do the flu pcr test and if it came negative does this mean that i have covid19 ,personal-symptoms
if i have symptoms and i am told to stay home can i take tylenol,personal-symptoms
if i have symptoms how many days do i have to wait to call the doctor,personal-symptoms
if i have symptoms should i go to the er or should i call a doctor,personal-symptoms
if i think i have symptoms of covid19 should i go to the emergency room ,personal-symptoms
if my children continue to work outside our home and i have asthma and was hospitalized for pneumonia 6 months ago should i isolate myself even more from my family,personal-symptoms
if my tempreture is over 39 can i assume that i have covid19 ,personal-symptoms
if the symptoms i have subsides do i still need to continue my isolation until i finish the 14 days,personal-symptoms
if there are kids around me do i have to worry if they are infected and i do not know,personal-symptoms
im coughing what is the chance i have corpnavirus,personal-symptoms
im feeling dizzy with fever do i have corona ,personal-symptoms
in grocery store if someone coughs in the corridor in front of me lets say in distance of 3 meters how long doni have to avoid that area and do i need to do it,personal-symptoms
is it best to stay at home if i have symptoms ,personal-symptoms
it is possible that i have covid19 only if experience only a few symptoms,personal-symptoms
may i have caught it even if i dont go out since 10 days,personal-symptoms
may i have caught it even if i wore a chinstrap and washed my hands,personal-symptoms
may i have caught it in the supermarket,personal-symptoms
my throat get dry and sometimes i have to take long breaths ,personal-symptoms
should i get checked if i have been out of the country,personal-symptoms
should i use asprin with i have the coronavirus,personal-symptoms
should i use ibuprofen if i have fever or tylenol is better,personal-symptoms
so i have been having a weird feeling around my throatneck region my question is am i supposed to be worried or go get tested,personal-symptoms
what are are my chances of dying if i have the covid 19 virus ,personal-symptoms
what do i do if i have a cough,personal-symptoms
what do i do if i have a fever,personal-symptoms
what do i do if i have symptoms,personal-symptoms
what do i have to expect after the disease,personal-symptoms
what follow up can i do when i have symptoms,personal-symptoms
what if i have a cough and no fever ,personal-symptoms
what if i have cough ,personal-symptoms
what is the nearest hospital to go to if i have a covid19,personal-symptoms
what kinds of drugs can i take now i have advil and tylenol flu,personal-symptoms
what should i do if i have coronavirus symptoms,personal-symptoms
what should i do if i have fever,personal-symptoms
what should i do if i have symptoms,personal-symptoms
what should i do if i have the virus,personal-symptoms
what should i do if i think i have covid19,personal-symptoms
what to do if i think i have covid 19,personal-symptoms
what type of drugs may i take if i have covid19,personal-symptoms
where can i go to be tested if i have symptoms ,personal-symptoms
where do i go if i have mild symptoms,personal-symptoms
who should i tell if i think i have covid19,personal-symptoms
will i die if i have covid19,personal-symptoms
are tests for covid19 available in alberta how do i schedule a test,personal-testing
are the testing facilities safe,personal-testing
back from a trip in nicaragua 13 days ago  my 16yo daughter has a major sore throat  called the covid  yesterday they do not recommend the test yet  her throat is swollen and in pain  besides adviltylenolgagle with salt and waterwhat to do,personal-testing
can i access a testing center without a car,personal-testing
can you tell where i can get tested,personal-testing
does covid19 test anonymous,personal-testing
does my insurance cover covid 19 test cost,personal-testing
even though we do not have any symptoms can we still get tested ,personal-testing
given that the mild symptoms for covid19 may resemble the common cold at what point in the expression of symptoms should you attempt to get tested for the virus,personal-testing
how accurate are the results of the covid 19 test ,personal-testing
how can i get a covid 19 test,personal-testing
how can i get a test,personal-testing
how can i get a test safely without going to a hospital,personal-testing
how can i get tested,personal-testing
how can i get tested ,personal-testing
how can i test for covid19,personal-testing
how do i know when to get tested,personal-testing
how do you test for covid19,personal-testing
how fast can i obtain my covid19 test results ,personal-testing
how long after testing do you receive your covid19 results ,personal-testing
how long does it take to get your test results,personal-testing
how long does it take to have results of the virus test,personal-testing
how long does it take to receive test results,personal-testing
how many test quebec government is doing a day,personal-testing
how many tests are run per day in the us ,personal-testing
how much is it to get tested for covid,personal-testing
how will quebec make test centres accessible to people who cannot drive and are not allowed to take public transport or taxis,personal-testing
i am having sore throat cold cough temperature is not stable continuously increases and decreases so do i need to go for a test,personal-testing
i got a light fever but no other symptoms should i get tested,personal-testing
i was very sick with covid symptoms in late february and still coughing  should i go get tested,personal-testing
i would like to get covid19 test where can i get it,personal-testing
in the us why has the defense production act not been invoked to allow weekly  testing of every single person present in the united states  yes this is on the scale of industrialization of the ww2 era and yes that is exactly what the defense production act is for,personal-testing
is quebec providing testing for people that have not travelled or been in contact with a confirmed caseto the extent of their knowledge but have a fever and cough,personal-testing
is the test covered in in cihip,personal-testing
is there a selftest to determine the possibility at an earlier stage,personal-testing
is there a test center for assymptomatic people,personal-testing
is there an in home test,personal-testing
list of canadian hospitals treating not testing patients with covid19,personal-testing
my boss wont give me sick leave unless i test positive what should i do,personal-testing
my boyfriend experienced gastro intestinal symptoms and came from abroad should he get tested,personal-testing
my covid19 test results are pending and my temperature reached 40c what should i do,personal-testing
my father has a fever should i get tested,personal-testing
my friend got back from international travel two weeks back and i went to meet him when he returned should i test myself for coronavirus,personal-testing
should i get tested,personal-testing
should i get tested for covid19,personal-testing
something something this is jared testing,personal-testing
test for covid 19,personal-testing
testing ,personal-testing
the only way to better control the spread of covid19 is more testing  at present the testing is restricted to too few criteria  why is the testing not extended to everyone that has to go to work,personal-testing
to get an idea of how widespread the virus is why dont we simply test a random sample of people,personal-testing
were can i get tested ,personal-testing
what are covid19 test centres location in montreal,personal-testing
what are the criteria to get tested,personal-testing
what are the current criteria to get tested,personal-testing
what is covid19 test,personal-testing
what is the criteria for testing in ontario,personal-testing
what is the nearest testing center nearby,personal-testing
what is the response time for antibody testing please,personal-testing
what is the wait time at the covid19 testing clinics,personal-testing
what percentage of people who test positive lose their sense of smell,personal-testing
what symptoms are red flags for me to go to the hospital or get tested,personal-testing
when should i get tested,personal-testing
where are all the testing clinics in quebec ,personal-testing
where are the testing centers located in mtl,personal-testing
where can i get test,personal-testing
where can i get tested,personal-testing
where can i get tested for the coronavirus,personal-testing
where can i go in montreal to do a test,personal-testing
where can i test for covid,personal-testing
where can someone get tested,personal-testing
where do i go to get tested,personal-testing
where do we get the test for covid19,personal-testing
where should i be tested ,personal-testing
where to get tested ,personal-testing
where to go to get tested,personal-testing
which hospital takes the test for covid 19,personal-testing
who can be tested for covid19 in bc,personal-testing
who should get tested,personal-testing
why cant i be tested for covid19 so i will know for sure,personal-testing
why is there not more testing being done,personal-testing
why isnt canada testing more people for covid19 ,personal-testing
why should i get tested,personal-testing
will at home testing kits be made available,personal-testing
will tests be offered to nonsymptomatic people or symptomatic people who did not have known contact with individuals who travelled or who have covid19,personal-testing
 my wife gave birth two days ago at the jewish general hospital now that we are home we are home is it safe to get our 3 year old from my sisters house or should we quarantine ourselves for 14 days,personal-whatif
after recovering from the virus if you catch it again can you still spread it even if you dont show symptoms because your body knows how to fight it,personal-whatif
am i immune if i already got covid19,personal-whatif
am i safe to go out if i am under 20 years old,personal-whatif
are there different degrees of severeness of the virus,personal-whatif
can ai help to identify vulnerable populations needs,personal-whatif
can i be contagious even if i dont have symptoms ,personal-whatif
can i get corona if i recover from it ,personal-whatif
can i get covid19 again if i already was infected with it,personal-whatif
can i get covid19 if ive had it before,personal-whatif
can i get tested if i dont have any symptoms,personal-whatif
can i go for a walk outside in my neighborhood if i am voluntary isolation ,personal-whatif
can i go out after recovery even if i am still in quarantine time,personal-whatif
can i infect someone if i dont have symptoms,personal-whatif
can i move in with family if we have all been symptom free for 14 days,personal-whatif
can i still go out for grocery shopping even if im just getting back from vacations,personal-whatif
can i travel to see my relatives in a different town,personal-whatif
can you see friends if you stick to the social distancing guidelines,personal-whatif
difference between the flu and the virus,personal-whatif
do i need to get tested if i dont have a fever,personal-whatif
do i need to get tested if i just have a sore throat,personal-whatif
do i need to self isolate if a coworker at my husbands place of employment tested positive but he never had direct contact with that person,personal-whatif
do i need to stay away from my family members if were all social distancing together in the house,personal-whatif
do i qualify for cerb if i only lost one of my two jobs,personal-whatif
do kids show symptoms if they get covid 19,personal-whatif
doeas the software is automatic in english because i use an english device if i ask in french the answer will be in french,personal-whatif
hat should i do if my 2 year old child starts having a runny nose,personal-whatif
hi i am wondering if small business owners are eligible for some kind of benefit from,personal-whatif
hi im wondering if i need to isolate,personal-whatif
how are the symptoms different then the cold or flu,personal-whatif
how can i differ between covid and normal flu ,personal-whatif
how can i find out if im an asymptomatic carrier,personal-whatif
how can i get tested if im asymptomatic,personal-whatif
how can i know if any of the financial packages released by the government apply to me,personal-whatif
how can i make the difference between a cold and covid19,personal-whatif
how can i tell if my lungs are not functioning well,personal-whatif
how do i avoid getting family members sick if im sick from covid19,personal-whatif
how do i buy groceries if i am in self quarintine,personal-whatif
how do i get my blood tested for antibodies if i think i may have had this at the beginning of january,personal-whatif
how do i know if i am following the rules of social distancing correctly,personal-whatif
how do i know if i am infected by new coronavirus,personal-whatif
how do i know if im asymptomatic despite having contracted the coronavirus ,personal-whatif
how do i know if im infected,personal-whatif
how do i know if im symptomfree ,personal-whatif
how do i know if my chest is hurt because lung damage or another cause,personal-whatif
how do i know if my cough is serious,personal-whatif
how do you differentiate between covid19 and the flu,personal-whatif
how do you know if you are sick,personal-whatif
how does it manifest in the human system,personal-whatif
how effective is the new drug manufactured by fujifilm toyama chemicals in treating covid19,personal-whatif
how is this virus different from other flulike viruses,personal-whatif
how long am i contagious if i get covid19 ,personal-whatif
how long are you contagious if you have coronavirus,personal-whatif
how long will i be sick if i get the virus,personal-whatif
how often should you be going to do groceries in person if you cant do delivery ,personal-whatif
how painful will it be if i got the virus,personal-whatif
how to differentiate between coronavirus and simple flu,personal-whatif
how to know if i get covid19 or not,personal-whatif
i am 43 whats the chance of my survival if i get covid ,personal-whatif
i am wondering if 14 days is long enough to ensure i dont have the virus and wont have to worry about spreading it to others,personal-whatif
i dont feel well have a dry cough and a fever should i go get tested for covid and where can i get tested if i livei n pointeclaire quebec,personal-whatif
i work in a mall and just found out another employee in a different store is a possibly infected should i be worried ,personal-whatif
i would like clarifications about the fact that test results dont work if you dont have symptoms that does not seem like a commonality we usually see with tests like this,personal-whatif
if anyone covid19 a international student is it covered under their health care plan in mohawk college,personal-whatif
if grocerie stores close what will i eat,personal-whatif
if i am over 70 and am not exhibiting any covid symtoms shoul i request to be tested,personal-whatif
if i am starting to breath heavily should i get it checked out,personal-whatif
if i catch the virus once can i catch it a second time,personal-whatif
if i catch the virus will i be immune from getting it again   ,personal-whatif
if i cross someone on the street how are the chance to catch the virus ,personal-whatif
if i do not have systoms could i still have the virus ,personal-whatif
if i do not show syntoms can i still be tested,personal-whatif
if i experience symptoms but they are manageable should i still go to the hospital for testing,personal-whatif
if i feel sick do i need to go to the hospital or first make a call,personal-whatif
if i feel stressed can i start feeling symptoms without having coronavirus,personal-whatif
if i finished radiation and chemotherapy 2 months ago and i considered more susceptible to catching covid19 ,personal-whatif
if i fully recover from covid19 would i still be considered a carrier and transmit the virus,personal-whatif
if i get affected with covid19 will my college insurance cover me,personal-whatif
if i inhale a high concentration of soap bubbles would that kill the virus on contact in my lungs,personal-whatif
if i touched a contaminated surface and rub my eyes  can i get infected ,personal-whatif
if i traveled from vancouver to quebec city do i need to quaratine  ,personal-whatif
if i was traveling abroad recently what should i do when coming back home,personal-whatif
if im below the age of 30 will i notice symptoms if im sick,personal-whatif
if im exposed to a person whose children still work but in laval  an area that hasnt yet seen a case should i be really worried,personal-whatif
if im in selfquarantine with mild symptoms of some sort of respiratory thing when can i stop selfquarantining,personal-whatif
if im off work due to rotavirus will i get paid,personal-whatif
if im sneezing should i get tested for corona virus,personal-whatif
if infected should i just rest at home for 14 days and ill be okay ,personal-whatif
if my son if suppose to get tested tomorrow but just starting to feel better can i cancel or should we still go,personal-whatif
if my spouse was in contact with someone who is covid19 positive do i need to quarantine myself too do i need to get tested,personal-whatif
if no symptoms is it ok to see another with no symptoms,personal-whatif
if one member of a household is tested positive does he or she have to be quarantined outside their home or in a separate room the household members might already have gotten it already but are stoll,personal-whatif
if other family members have self isolated in their homes for 14 days can they now visit you in your home where you are self isolating too i understand you can meet with a group of 5 now or will this compromise your bubble,personal-whatif
if someone had pneumonia before are they more at risk,personal-whatif
if someone has a sore throat alberta health says to isolate for 10 days  however if it disappears after a few days like a sore throat from a common cold normally would do they still need to selfisolate,personal-whatif
if someone has had gbs are they more susceptible to contacting corvid19 does the answer depend on how recently had gbs,personal-whatif
if someone was infected once can they be reinfected can they still carry the virus and infect others,personal-whatif
if the adult children of an elderly woman living alone in her own home are not symptomatic and havent travelled recently what is the recommendation when it comes to visiting their mother,personal-whatif
if there any possibility to get infected if i did not have any contact with someone infected ,personal-whatif
if this is really deep learning how deep is your model,personal-whatif
if we are in quarantine for like 14 days and we did not show any symptoms after the 14 days can we conclude that we dont have the virus ,personal-whatif
if we were to continue to perform social distancing the way it is currently being seen how long would it take estimate to have the situation under control,personal-whatif
if you are a fireman and have been sick do you need to be tested before going back to work ,personal-whatif
if you are a fireman and have had the coronavirus when should you go back to work,personal-whatif
if you are feeling unwell but dont have typical symptoms of covid 19 should you stay home and not go to work,personal-whatif
if you contract covid19 how do you treat yourself at home,personal-whatif
if you get it once will you not get it once again,personal-whatif
if you have covid19 how long does the disease last,personal-whatif
if you have had the symptons of covid 19  self isolated for 14 days  still have the cough head ache and fatigue when should you return to work ,personal-whatif
if you have self quarantined for 14 days can you now self isolate meaning you can go into the comunity while practicing social distancing can you be reinfected with covid 19 or are you immune after getting it,personal-whatif
if you only have low grade fever for 3 days is this a symptom of covid19,personal-whatif
if you recover from the virus can you still be a carrier ,personal-whatif
if you start showing flu symptoms should you consult a doctor or stay home,personal-whatif
is it possible to get covid if i am missing my children,personal-whatif
is it possible to have covid19 if you only have one of the symptoms,personal-whatif
is it safe to be within less than 2 meter distance with family members of same household if they go to work everyday how does that apply to spouses,personal-whatif
is it true that drinking hot liquids can kill the virus if its in your system,personal-whatif
is it worth getting assessed if my symptoms are not severe,personal-whatif
is there a difference between washing hands in warm and cold water,personal-whatif
is there a different varient of virus which is spreading across the world,personal-whatif
is there a specific hospitalclinic i should go to if my symptoms are too severe for me to stay at home ,personal-whatif
is there a test to see if you have antibodies for the virus,personal-whatif
its been known for years or decades that a pandemic would happen sonner or later why havent the different levels of government invested more in health care the problem isnt the virus the problem is the health care system is incapable of dealing with the overflow ,personal-whatif
longterm taking of ppis is linked to susceptibility to c difficile and ecoli does that me me more susceptible to covid 19,personal-whatif
my head hurts my body aches a little and i feel a cold coming how do i know if this is covid19 or just an ordinary cold,personal-whatif
my wife gave birth two days ago at the jewish general hospital now that we are home we ,personal-whatif
should i be worried about getting sick if the government does not lock down everything,personal-whatif
should i call to find out more its the coughing and difficulty breathing and fatigue that worries me,personal-whatif
should i go to the er or my physician directly if im infected,personal-whatif
should you stay home if you have a sore throat andor diarrhea a low grade fever and tiredness,personal-whatif
six feet is the recommended distance for staying apart  but what if youre jogging behind someone shouldnt that distance be greater,personal-whatif
this assessment doesnt help me at all  i went out 1 week ago to get groceries there were a lot of people not adhering to physical distancing  i tried my best but at times it was difficult  that same day in the evening i started having flu like symptoms coughing sneezing body aches chills etc but i did not have a fever  i called the local clinic as instructed by the self assesment test and was told a doctor will call me back he called and assessed me and said i seem to be ok and to self isolate  im not ok though my cough is horrible and my throat and nasal passage is very dry making it difficult to breathe  ive never experienced this types of symptoms before  i dont think this is the flu  what are my options as far as getting better  what can i take that will make me better,personal-whatif
what are differences in term of symptoms between the new coronavirus and normal flu cod,personal-whatif
what are the differences between the flu and covid19,personal-whatif
what are the risks if i go to the supermarket,personal-whatif
what are the symptoms i should feel if i am infected with corona virus,personal-whatif
what can i do if i am experiencing anxiety,personal-whatif
what do i do if 811 says to stay home with my symptoms but i feel its bad enough to be seen in person can i show up to the er do i call 911 ,personal-whatif
what do i do if i feel i am affected,personal-whatif
what do i do if i suspect im infected,personal-whatif
what do i do if someone with covid19 spotted,personal-whatif
