question_processed,cluster
how many asymptomatic people are there likely to be,statistics
what is the death rate of covid19,statistics
how many cases are in spain ,statistics
why germany has a low death rate,statistics
total death toll,statistics
what are you doing to plan for a surge in covid19 cases,statistics
how many people are sick with covid19 in chile ,statistics
how many people are infected in quebec,statistics
how many people die for cover,statistics
how many cases of covid are there in italy,statistics
how many confirmed cases in ontario now,statistics
age wise statistics for covid19,statistics
how many cases are in quebec now  ,statistics
what are the daily death rates in italy that are not from covid19,statistics
how many people have dies,statistics
what is the average age of people who died because of covid19,statistics
mortality rate today,statistics
how many deaths are in italy as of march 21,statistics
what is the current covid19 confirmed cases trend for canada,statistics
how many people positive with covid19 in the world,statistics
how many covid cases are in quebec,statistics
hey how many cases of covid infections in the world ,statistics
how many cases in quebec per million people,statistics
is covid19 deadly,statistics
where can i find most up to date numbers on cases and deaths,statistics
how many cases in india,statistics
what is the death rate for pregnant women ,statistics
number of cases in inida,statistics
how many cases of covid 19 are declared in quebec as of today,statistics
how many cases of the coronavirus are there in montreal,statistics
how many people how has covid19,statistics
how many cases are there in washington state,statistics
how many people have died,statistics
are there confirmed cases in my neighborhood ,statistics
i feel like a small ball in my throat is this a symptom,symptom
what are the symptoms,symptom
what are symptoms,symptom
what is the first symptom of covid ,symptom
what are the symptoms ,symptom
are my symptoms anxiety or covid 19,symptom
what are the symptoms for corona virus,symptom
what are the symptoms of covid19,symptom
what symptoms should prompt me to get checked,symptom
ive have mild cough and not the continuous one and symptoms of fever like burning eyes but not the temperature what do i do,symptom
what are the symptoms of the covid19,symptom
i feel dizzy is this a symptom of coronavirus,symptom
symptoms of corona,symptom
symptom,symptom
what are the symptoms of coronavirus,symptom
is a cough but no fever a symptom,symptom
are a loss of taste and smell symptoms of covid19,symptom
how long before the symptoms to coronavirus appear,symptom
is fever a symptom of coronavirus ,symptom
does my neighbour have covid19 symptoms,symptom
what are the covid simptons,symptom
how long before symptoms start to show ,symptom
what is an asymptomatic carrier,symptom
symptoms,symptom
i am feeling itchy around my body is it a symptom of covid ,symptom
is vomiting one of the symptoms,symptom
what are the symptoms of corona virus ,symptom
what are covid symptoms at early stage,symptom
my body is warm from inside and sometimes outside ,symptom
what are the syptoms,symptom
what are the coronavirus symptoms,symptom
which are its first symptoms,symptom
do the symptoms start suddenly or they progress slowly from one day to another ,symptom
what are the symptom,symptom
what is the first symptom of covid,symptom
is the asymptomatic carrier a temporary status ,symptom
what are de symptoms of coronavirus,symptom
symptômes covid,symptom
symptoms of covid ,symptom
how long do the symptoms of covid19 last for,symptom
what are the symptoms of the corina virus ,symptom
what are cov19 symptoms,symptom
what are he covid symptoms,symptom
what are the symptoms for covid19 ,symptom
does taking high doses of vitamin c and d help fighting the disease as an immune system booster is there any study on that,symptom
what are the covid19 symptoms ,symptom
symptomms,symptom
what are corona virus symptoms,symptom
can we be contagious when we dont show symptoms,symptom
how long can the virus be active in asymptomatic patients,symptom
what is most usual symptom of covid19 ,symptom
does a throat feel itchy or really sore and a symptom ,symptom
is coughing with a headache a symptom,symptom
what are the main symptoms,symptom
what are the 3 symptoms of covid19,symptom
how does it die in asymptomatic people,symptom
i feel i am affected are there symptoms through which i can confirm sitting at home ,symptom
is sore throats a symptom ,symptom
what are the symptoms i should look out for ,symptom
what is the covid19 symptoms ,symptom
what are symptoms of covid19 ,symptom
day by day symptoms,symptom
does quebec health public system have the capacity to fight this covid19 outbreak ,symptom
what are the most common symptoms in covid19,symptom
what are covid 19 symptoms,symptom
how long can you be asymptomatic and have covid19,symptom
what are the main symptoms of coronavirus,symptom
are itchy eyes a symptom of covid 19,symptom
is sore throat a symptom of covid19,symptom
is a runny nose a covid19 symptom,symptom
what are covid symptons,symptom
is coughing phlem a symptom,symptom
what are the symptoms is vomiting one of them ,symptom
what are the symptomys od covi19 ,symptom
which are the sintoms,symptom
whatbare the symptoms,symptom
describe the symptoms of covid 19,symptom
what are the symptom for covid19,symptom
does covid 19 cause stomach issues,symptom
is that a symptom,symptom
how many days does it take to see the symptoms,symptom
describe the symptoms of covid,symptom
what is the main symptoms of the disease related to new coronavirus,symptom
symptoms of covid19,symptom
what exactly are the breathing symptoms associated with covid19,symptom
does the amount of virus one is exposed to change the severity of the symptoms,symptom
i got the flu two weeks ago and are getting symptoms again,symptom
what are the symptoms of corona virus,symptom
is headache a symptom of this pandemic ,symptom
are covid symptoms linked to the strength of the immune system,symptom
what are the symptoms of corona,symptom
what symptoms you have,symptom
what are the confirmed symptoms of covid19,symptom
what are the symptoms in children,symptom
is migraines a symptom,symptom
what are the symptoms  ,symptom
what are covid19 symptoms,symptom
 when should i consult after the vomitting symptoms for a 4 yo child ,symptom
how long does it take for symptoms to appear,symptom
when having covid19 what are the next possible symptoms for a 4 years old child,symptom
is fever the main symptom for vivid19,symptom
is a lower than usual temperature a potential symptom,symptom
when do symptoms like short breath shows up,symptom
how long does it takes to get first symptom of covid19 ,symptom
what are the symptoms of sarscov2,symptom
is headache a symptom of covid19,symptom
what are the minor symptoms that may not seem as though it is covid19 but in fact are,symptom
how much time it takes to show the symptoms for corona virus,symptom
how long last the symptoms of covid19 ,symptom
what are the most common covid19 symptoms ,symptom
what is the symptoms,symptom
what are the first symptoms ,symptom
what are the sympthoms of covid19,symptom
what is the first symptom of the virus,symptom
what are the top symptoms ,symptom
is sore throat a symptom,symptom
what is the covıd19s symptoms ,symptom
what are the most common symptoms of covid19,symptom
covid19 symptons,symptom
can you please tell me symptoms of corona virus,symptom
how do i tell symptoms apart between a normal flu and the covid19 flu,symptom
what are the synthoms,symptom
how long after being asymptomatic are you no longer contagious ,symptom
is missing the smelling one of the symptoms,symptom
what are the early symptoms of covid19,symptom
can i be assymptomatic and have covid,symptom
symptom of corona,symptom
what are the main synptoms,symptom
what are the symptome ,symptom
how does covid19 affect asymptomatic peoples lungs ,symptom
what are the real symptoms of covid19 ,symptom
what are symptoms ,symptom
my throat is hurting is this a symptom of coronavirus,symptom
wich are covid19 synthoms,symptom
i currently have a newborn baby boy at home which puts me in a very sensitive situation i am worried about his wellbeing as doctors tell me it takes at least 3 months for newborns to begin developing a proper immune system at the same time i am grateful to be able to work essential service not healthcare and support my new family through these hard times what is your recommendation,symptom
what are you symtoms of covid ,symptom
what are the symtoms,symptom
what are the symptoms for covid19,symptom
what are the symptoms of vivid 19,symptom
what are the symptoms in kids,symptom
what are the early symptoms,symptom
how many days can you be contagious without showing symptoms,symptom
how long do the symptoms last,symptom
covid symptoms,symptom
what are covid symptoms,symptom
what are symptoms of covid19,symptom
how long does it take for the patient to show symtoms,symptom
how long does it take to have results of the virus test,test
my friend got back from international travel two weeks back and i went to meet him when he returned should i test myself for coronavirus,test
how do i know when to get tested,test
i got a light fever but no other symptoms should i get tested,test
where can i get tested,test
where to go to get tested,test
how much is it to get tested for covid,test
do i need to get tested,test
should i get tested,test
what are the criteria to get tested,test
how can i test for covid19,test
how long does it take to receive test results,test
what are covid19 test centres location in montreal,test
how do i get tested,test
how can i get tested,test
can i access a testing center without a car,test
something something this is jared testing,test
what is the nearest testing center nearby,test
how can i get a covid 19 test,test
is there a selftest to determine the possibility at an earlier stage,test
how do you test for covid19,test
what is the wait time at the covid19 testing clinics,test
where can i get test,test
where should i be tested ,test
can you tell where i can get tested,test
where are all the testing clinics in quebec ,test
how fast can i obtain my covid19 test results ,test
what is the criteria for testing in ontario,test
is the test covered in in cihip,test
does covid19 test anonymous,test
even though we do not have any symptoms can we still get tested ,test
how long after testing do you receive your covid19 results ,test
i am having sore throat cold cough temperature is not stable continuously increases and decreases so do i need to go for a test,test
is there a test center for assymptomatic people,test
how long does it take to get your test results,test
are the testing facilities safe,test
will at home testing kits be made available,test
back from a trip in nicaragua 13 days ago  my 16yo daughter has a major sore throat  called the covid  yesterday they do not recommend the test yet  her throat is swollen and in pain  besides adviltylenolgagle with salt and waterwhat to do,test
where do we get the test for covid19,test
how many tests are run per day in the us ,test
where to get tested ,test
where can someone get tested,test
will tests be offered to nonsymptomatic people or symptomatic people who did not have known contact with individuals who travelled or who have covid19,test
where do i get tested,test
which hospital takes the test for covid 19,test
who should get tested,test
where can i test for covid,test
what is covid19 test,test
are tests for covid19 available in alberta how do i schedule a test,test
how will quebec make test centres accessible to people who cannot drive and are not allowed to take public transport or taxis,test
my boyfriend experienced gastro intestinal symptoms and came from abroad should he get tested,test
given that the mild symptoms for covid19 may resemble the common cold at what point in the expression of symptoms should you attempt to get tested for the virus,test
what symptoms are red flags for me to go to the hospital or get tested,test
how can i get tested ,test
my covid19 test results are pending and my temperature reached 40c what should i do,test
where do i go to get tested,test
when should i get tested,test
i was very sick with covid symptoms in late february and still coughing  should i go get tested,test
should i get tested for covid19,test
i would like to get covid19 test where can i get it,test
were can i get tested ,test
in the us why has the defense production act not been invoked to allow weekly  testing of every single person present in the united states  yes this is on the scale of industrialization of the ww2 era and yes that is exactly what the defense production act is for,test
test for covid 19,test
list of canadian hospitals treating not testing patients with covid19,test
how can i get a test,test
why isnt canada testing more people for covid19 ,test
why should i get tested,test
my father has a fever should i get tested,test
where are the testing centers located in mtl,test
is quebec providing testing for people that have not travelled or been in contact with a confirmed caseto the extent of their knowledge but have a fever and cough,test
to get an idea of how widespread the virus is why dont we simply test a random sample of people,test
is the virus airborne ,transmission
how does it spread ,transmission
how does the virus spread,transmission
how can i minimize the likelihood of contracting covid19,transmission
can i catch or spread the virus from a plastic bag,transmission
how is covd19 transmitted to humans,transmission
can it coronavirus be transmitted by animals,transmission
does covid19 spread in warm weather,transmission
is covid19 airborne,transmission
how much the quarantine process has a positive impact on reducing contamination spread,transmission
how to prepare for spread of covid 19,transmission
how long are you contagious after you contract covid19 ,transmission
transmission of covid 19 human to human is 100 confirmed  what about  human to pets ,transmission
does it spread when we inhale the germs or just touching the virus infects us,transmission
how is the corona virus being spread,transmission
does covid19 spread by means of gametes,transmission
how is it transmitted,transmission
can the virus travel through air or does there need to be physical contact,transmission
how does covid19 spread,transmission
how long has the virus been spreading in canada,transmission
can you die from contracting covid,transmission
is it transmissible through anal sex ,transmission
how is covid 19 spread,transmission
how is covid19 spread,transmission
is it airborne ,transmission
is it sexually transmissible ,transmission
how did this virus transmit,transmission
how fast does it spread,transmission
is covid19 an airborne ,transmission
does the virus spread by rain,transmission
when will it stop spreading is 2 weeks enough ,transmission
can this virus infect me in an airborne fashion,transmission
can my dog get covid19 and transmit it to other people,transmission
how is covid transmitted,transmission
what is the youngest age of a healthy person contracting the coronavirus,transmission
is covid19 airborn  can i get it from the air ,transmission
will the virus continue to spread for a long time,transmission
does everyone that contracts the virus show symptoms or will only certain people show symptoms,transmission
how fast will the pandemic spread in canada,transmission
how fast does the virus spread,transmission
is it airborne,transmission
is china responsible for the spreading of covid19,transmission
does covid19 spread in tropical conditions,transmission
im a 53 year old female living with an autoimmune disease psoriatic arthritis and a few other conditions like chronic migraine and iron deficiency i take a medication that suppresses my immune system in spite of that i almost never even catch a cold and never get infections how worried should i be about being able to fight of the virus if i catch it inadvertently say at the grocery store ,treatment
is there a vaccine for corona virus,treatment
i heard hydroxychloroquine is a good treatment for covid19 where can i get it,treatment
how will i have my baby seen if no one will take a patient with a fever and cough kids still need physicals when they have ear pain or fever for more then 72hrs it makes me feel very insecure can i talk to a doctor virtually ,treatment
is there any treatment for covid 19,treatment
how long before we have a vaccine for corona ,treatment
when will the cure be available ,treatment
what are the treatments of covid19,treatment
what can i expect from treatment ,treatment
when is the vaccine available ,treatment
i might have covid 19 what treatment do i follow,treatment
in how many days can covid be cured ,treatment
what medication can i take for the symptoms and what can i give to my kids,treatment
what medicament can i use if i have symptoms ,treatment
is there a treatment for corona virus,treatment
what covid19 symptoms require that i seek medical help ,treatment
if someone got cured can they catch it again,treatment
treatment for covid 19,treatment
does pneumonia vaccine which is for a bacterial infections helps the immune system to deal with the viral infection of covid19 more easily by removing the possibility of bacterial infection and just focusing on viral infection,treatment
what have you implemented to help older people who do not know how to use the internetphone to obtain their groceries and medicine,treatment
do you have treatment for covid19,treatment
from the infected worldwide population what is the ratio that will need medical attention eg icu or ventilators,treatment
what medication should i take,treatment
how long is the treatment,treatment
what medications should i take to alleviate covid19 symptoms,treatment
do medications such as ibuprofen voltaren which have anti inflammatory property make the symptoms of covid19 worse,treatment
what kind of medication can i take if i have the virus ,treatment
is there any medication,treatment
what medication is recommended if i contract covid19,treatment
how long will it take to develop a vaccine  ,treatment
how can elders 80 years old be cured from covid19,treatment
how could covid19 be possibly treated with a vaccine,treatment
i am currently in montreal quebec however i have a health card from another province will i get free medical help with ohip card,treatment
what treatments are available for covid19,treatment
do we have a vaccine for coronavirus ,treatment
how long will it take for a vaccine to be produced,treatment
when will the vaccine be ready ,treatment
what about the researches with respect to treatment of covid19,treatment
when will the treatment be available for this pandemic,treatment
is there any medication to take to help,treatment
i have high fever should i take medicine or not,treatment
once you are cured from covid19 can you catch it again,treatment
is there a vaccine for covid,treatment
when will a vaccine become available,treatment
what medication should i avoid,treatment
how can i cure covid19,treatment
where can i go to get treatment ,treatment
is there a cure for corona virus,treatment
what drugs or treatments can i take ,treatment
should i expect a cure if i go to a hospital,treatment
can i get the virus from food,unclassified
when will we know the pandemic has stopped,unclassified
who should be quarantined because of covid19,unclassified
can you speak french,unclassified
how can i not get,unclassified
is there any way to assess the susceptibility of a person towards the coronavirus ,unclassified
its contagious,unclassified
how many person are infectés in the world,unclassified
do you have a health professional support group,unclassified
can you speak english,unclassified
is vinegar an ok replacement for purell,unclassified
4 is it better to wash hands with warm soapy water or use a hand sanitizer,unclassified
i had temperatute peaks of exactly 38 for 2 days and then stopped could it be covid19,unclassified
when will i work,unclassified
is food delivery safe,unclassified
my father has type 2 diabetes it isnt very severe but i am still concerned for his health is this type of diabetes considered an underlying condition,unclassified
how far should i stay from other people,unclassified
ive developed a sore throat where should i go,unclassified
why is the quarantine 10 days now instead of the prior 14 days ,unclassified
should i wash my fruits and vegetable that i just bought at the grocery,unclassified
how long do i need to have a fever for me to start worrying,unclassified
is takeout food really safe during pandemic  ,unclassified
are you a reliable source of information,unclassified
is it safe to go for a walk outside,unclassified
why ,unclassified
what kind of soap do i need to use to wash my hands is any kind of regular hand soap sufficient ,unclassified
does it have to be a question,unclassified
how safe is food delivery  ,unclassified
do i need to disinfect food,unclassified
why so serious,unclassified
my friend has a weakness and vomiting problem along with sore throat and runny nose,unclassified
am i sick,unclassified
is chloroquine effective in treating covid19,unclassified
what are the criteria for swabbing children,unclassified
what is the best way to help beside washing my hands,unclassified
how do i keep my sanity around this crazy time,unclassified
is covid19 mortal ,unclassified
my ears are itchy,unclassified
how can i helpp oeple,unclassified
some experts are encouraging people to wash with soap and water all groceries  not just fruit and vegetables brought into the house is this necessary,unclassified
what do i do when people are not respecting my space when lining up at the grocery store,unclassified
can it be transfered to food ,unclassified
what are the services out there that can help families with disabilities during this time,unclassified
slight cough,unclassified
i had a slight fever a 2 days ago but i got better could it have been coronavirus and that i developed the antibodies to fight the virus,unclassified
why not,unclassified
fuck you covid19 ,unclassified
can i catch the virus from food in the grocery store,unclassified
how do we know the worst is over,unclassified
is there any long term health sequels left by covid19,unclassified
how bad is your fever,unclassified
why only after 28 weeks of pregnancy is highly recommended to avoid covid19 ,unclassified
who are you,unclassified
my chest feels a little tight when i breathe,unclassified
who is most at danger,unclassified
has china used this to fight against the world,unclassified
can i get covid 19 from the bread i just bought,unclassified
what is a dry cough ,unclassified
how should i be cleaning the items from the grocery store when i get home should i wash everything before putting them away,unclassified
i woke up this morning and i am having trouble breathing what should i do,unclassified
can i take tylenol ,unclassified
does the sarscov2 virus mutate fast,unclassified
what fever is covid 19 fever,unclassified
is it still safe for my kids to play outside,unclassified
why do i need to wash my hands,unclassified
how safe is it to go for a walk once a day in a park or forest ,unclassified
how does covid affect healthy people,unclassified
can pets get covid19 from me,unclassified
have they banned the wet markets in china yet so this doesnt happen again,unclassified
is it safe to use cash during this time,unclassified
can the virus live or organic materials like food ,unclassified
do we have designated hours for grocery shopping during covid19 pandemic in quebec,unclassified
is it safe to attend my prenatal appointment in person,unclassified
i am regularly travelling by bus,unclassified
checkup points for covid19,unclassified
are there any long term effects,unclassified
am i safe from the coronavirus at 50 years old ,unclassified
my mom came back from a trip on the 20th of march until when is she supposed to stay home,unclassified
can you get covid from eating food that someone with covid sneezed or coughed on,unclassified
most country have patient,unclassified
where can i find the most recent and uptodate information about covid19,unclassified
can it harm my unborn baby,unclassified
when can i expect this situation to end,unclassified
will it be gone by summer,unclassified
i worked with someone who was in contact with individuals returning from covid19affected countries should i be worried,unclassified
how long will it take to get results,unclassified
how do i safely go grocery shopping without bring back germs ,unclassified
can i go visit my family,unclassified
what is the question,unclassified
who is most likely to catch the virus ,unclassified
how do i wash my hands properly ,unclassified
is covid contagious,unclassified
how to avoid the anxiety related to the covid19,unclassified
is it safe to go out for walks,unclassified
is it true that soap and water are better than hand sanitizer,unclassified
is covid19 same as china flu,unclassified
i feel anxious to get covid19 what can help to manage my stress ,unclassified
should i call 911,unclassified
is the virus lethal,unclassified
what mental health resources you have for covid19,unclassified
im coughing what should i do,unclassified
do i need to clean my hands,unclassified
is it safe to do groceries in a store,unclassified
when shoul i go to the hospital,unclassified
does covid 19 include a sore throat,unclassified
what percentage of people over 60 die from covid 19,unclassified
i am anxious about covid  what can i do,unclassified
how often should you disinfect your home and what products are known to kill covid19 does soap and water kill covid19  ,unclassified
will covid19 have longterm side effects on my health,unclassified
how long days need for ,unclassified
is it true that you should not take ibuprofen,unclassified
how old are you,unclassified
how can i help,unclassified
im concern about being exposed ,unclassified
how long will it take for us to see any impact in the physical distancing measures put in place in qc ,unclassified
while my mom stays home can she take the elevator and go put the trash in the communal basement,unclassified
can my baby have corona virus when is born,unclassified
do i need to wash my groceries,unclassified
do i need to disinfect my groceries,unclassified
when will we start school again,unclassified
is she have a chance of having covid19 ,unclassified
who needs ventilator,unclassified
how to properly clean my clothes and shoes,unclassified
what is immunity,unclassified
is it true we should not be spending time on our balconysocialize from our balconies,unclassified
what is dialogues position on sick notes,unclassified
who are you ,unclassified
why is called covid19,unclassified
do we see a future where this virus wont be such a threat anymore ,unclassified
hows the shortness of breath,unclassified
when do i expect to hear back from you ,unclassified
what is this site,unclassified
what is the situation right now in the world,unclassified
updates,unclassified
when should i go see my doctor ,unclassified
are we going to have trouble buying milk ,unclassified
my son is flying from kansas to england on the 30th april he is flying into heathrow and then travelling home to manchester by train,unclassified
what is the probability of dying,unclassified
will a shelter in place order allow shared custody agreements to be met or will the parents be required to leave their children with whichever parent has them the day it comes into effect,unclassified
what should i do,unclassified
will the pandemic affect university research,unclassified
how is covid19 treated,unclassified
when can we expect things to return to normal,unclassified
what covid19 stands for,unclassified
how do we know that someone has covid19,unclassified
hello what happens after corona,unclassified
how many canadians currently have corona virus,unclassified
i feel a little sick with fewer must i go to the hospital ,unclassified
can i get the virus from a stray cat,unclassified
when is the peak expected in the usa,unclassified
what are the age groups of people likely to die from covid19,unclassified
hows the condition in singapore ,unclassified
what is the situation now in my country,unclassified
how  can i get answer for my questions,unclassified
what should i use to disinfect grocery bags and grocery items ,unclassified
what is the advice surrounding outdoor exercisesport,unclassified
who should i call to get help,unclassified
what to do when i gave cough,unclassified
can you smoke cannabis during covid,unclassified
as of today can we gather only 2,unclassified
has the virus evolved,unclassified
will high temperature kill coronavirus,unclassified
why name it corona,unclassified
impacts of it,unclassified
why covid 19,unclassified
what is my age,unclassified
when will germany reach the peak,unclassified
comment attrape ton le covid19,unclassified
where should i go,unclassified
are hospital bed saturated in province of quebec,unclassified
can the covid survive in the air,unclassified
whats the current count in india,unclassified
covid19 stands for what,unclassified
is it safe to jogrun outside,unclassified
will there be any changes in pgwp,unclassified
should i not touch my mail,unclassified
what are the essential services ,unclassified
why is trudeau asleep,unclassified
what should i do when i come back home after going somewhere,unclassified
what the name of the virus,unclassified
south korea,unclassified
how does covid19 affect lungs and how do you see this pandemic will impact the worlds economy,unclassified
how are you,unclassified
when covid 19 is going to stop,unclassified
is ace inhibitor harmful ,unclassified
when will the drug for covid 19 be ready ,unclassified
how long will we have to stay inside,unclassified
can my cat get the virus,unclassified
will people on ltd long term disability drill receive their payments,unclassified
how is it going to last ,unclassified
would i get corona ,unclassified
how does covid19 kill its victims,unclassified
in the air,unclassified
what is canadas situation right now,unclassified
how are you ,unclassified
should i worry about covid 19,unclassified
do i need to be quarantined from my family in my home,unclassified
how will the pandemic affect the economy,unclassified
how long does it stays on fabric,unclassified
it would possible to predict the time of this pandemic,unclassified
do i need to be seen by a doctor,unclassified
should i stay quarantined,unclassified
how it works,unclassified
covid19,unclassified
is the virus manufactured or naturally occurring ,unclassified
will herd immunity be the only means of eradicating covid19,unclassified
when will canada be on quarantine,unclassified
define covid 18,unclassified
is itchy throat sign of covid 19,unclassified
what is your name,unclassified
what are effective immunity boosters,unclassified
what is canada quarantine policy,unclassified
should i be moving house during a pandemic,unclassified
what do you know about covid19,unclassified
how do i go grocery shopping ,unclassified
what is self monitoring,unclassified
how is corona virus diagnosed,unclassified
how long does it take until a carrier of the virus can infect others,unclassified
what are the top,unclassified
how long am i infectious for,unclassified
what are the sideeffects of hydroxychloroquine for treating covid19,unclassified
when should i visit a doctor,unclassified
can drinking alcohol helps covid19 ,unclassified
in this time of crisis is it okay to feed the raccoons,unclassified
how long do you expect these restrictive measures to last,unclassified
how contagious is the virus,unclassified
how long is this expected to last,unclassified
why is there no toilet paper,unclassified
what is pandemic,unclassified
what can you do,unclassified
could we have done better,unclassified
what is,unclassified
impact of covid,unclassified
are outdoor walks considered safe,unclassified
how much fever should i tolerate before going to the doctor ,unclassified
why didnt you answer my first question,unclassified
where did covid19 come from,unclassified
waht are thenoptiin to disinfect hands and surfaces other than soap and alcohol,unclassified
non,unclassified
what has caused it,unclassified
how many thing you do not understand,unclassified
how is going,unclassified
how covid19 started,unclassified
can a 5 year old get coronavirus,unclassified
should i use nsaids,unclassified
what are dialogue services,unclassified
id love to know how long i can be contagious,unclassified
mental health,unclassified
should i stay home ,unclassified
can i visit my parents,unclassified
how often should i take my temperature,unclassified
how long does it last ,unclassified
is it safe to order food during the covid19 pandemic,unclassified
how long before we are healed ,unclassified
when will primary schools start,unclassified
how do i treat coronavirus,unclassified
does temperature has any effect on the virus,unclassified
are research fundings going to be cut as a result of the virus,unclassified
are young people susceptible to corona virus,unclassified
what is going to happen to us,unclassified
how long does the virus remain on a surface,unclassified
can you catch covid 19 after having had it before ,unclassified
my throat seems to burn a little should i be worried ,unclassified
will governments learn from this,unclassified
is it safe to travel to chicago,unclassified
is covid19 same as sars,unclassified
can i still see my friends,unclassified
how contagious is covid 19,unclassified
do kids should  play with neighbors or not  ,unclassified
what is virus,unclassified
what should i buy from the stores now that i feel sick,unclassified
what will be th impact on international students,unclassified
why is it called corona virus,unclassified
how will covid19 end,unclassified
is it safe to handle delivered packages,unclassified
when do you think we will be out of this  ,unclassified
how do we best organize people so that duplicate work is not being done,unclassified
my throat hurts what should i do,unclassified
how i know that i m ill,unclassified
how to interact with people,unclassified
should i take the metro,unclassified
where is the nearest hospital,unclassified
china is the reason behind covid19,unclassified
should i use sudafed,unclassified
how to know that somebody have a corona,unclassified
does soap really kill the virus,unclassified
comparison coronavirus and flu,unclassified
how can one fight the virus ,unclassified
can you drink alcohol during covid,unclassified
are you sick,unclassified
what are the options to disinfect hand or surfaces other than soap and alcohol,unclassified
i think im sick,unclassified
is it safe to get a new job that deals with the public,unclassified
im sneezing should i be worried,unclassified
corona virus characteristics,unclassified
is there more than one strain of covid19,unclassified
whats happen for country near the ecuador with a lot of hot ,unclassified
is it ok to touch packets after washing with dettol,unclassified
a have a fever,unclassified
who do i call,unclassified
how long are we going to be sick ,unclassified
covid,unclassified
is the phlegm color suggestive of coronavirus ,unclassified
does the virus get milder due to coevolution,unclassified
will covid19 go away like the 1918 influenza and sars did,unclassified
i dont have a fever can i still have coronavirus ,unclassified
does covid transfer through air,unclassified
can it survives on food,unclassified
how many case in montreal,unclassified
what does corona and covid mean,unclassified
what are the conditions under which people are most likely to develop complications versus those who wont  ,unclassified
when is this pandemic going to end,unclassified
how many young adults are being hospitalised like in percentage,unclassified
where can we find ventilator,unclassified
i worry for my mental health during quarantine,unclassified
lack of smell,unclassified
will the groceries shut down,unclassified
when will we be back to work,unclassified
i am coughing what should i do,unclassified
which is the most affect province in canada,unclassified
where can i help,unclassified
can i die from covid19,unclassified
is ordering food from a restaurant discouraged,unclassified
covid19 ,unclassified
will covid 19 make me smarter ,unclassified
what is cocos19,unclassified
do i need to wash my vegetables and fruits,unclassified
do the virus stay in air,unclassified
is it safe to go shop for food,unclassified
what is this rainbow thing that people are talking about,unclassified
can you get the virus twice  ,unclassified
what colour is covid 19,unclassified
where is the nearest covid19 clinic near me,unclassified
chlono,unclassified
will humanity survive covid 19,unclassified
how long does covid19 virus lasts in the body,unclassified
who is the zero patient in china ,unclassified
headache with high body temp,unclassified
how can i make sure i am buying from grocery is safe from covid19 ,unclassified
will the virus affect my sexual ability ,unclassified
sorry i het enter before i was done am i just being paranoid and giving myself an ulcer my husband has pulmonary fibrosis so im really worried about him ,unclassified
whats the capital of palestine,unclassified
will it get better in summer with higher temperatures,unclassified
what is this disease,unclassified
what is the current situation,unclassified
should i visit my parents in a seniors home,unclassified
are there any vaccination,unclassified
i started getting chest discomfort a couple of days agoin my sternum and radiates to the middle of my back ,unclassified
how covid19 is infecting,unclassified
is it safe to give blood,unclassified
have there been any deceased children so far,unclassified
what is going on in my neighbourhood,unclassified
when will the schools reopen,unclassified
are there still flights within canada,unclassified
how severe is the virus ,unclassified
how safe is leaside north york area,unclassified
i feel heaviness  in my chest nothing else from last 2 week ,unclassified
how far do we have to go in cleaning our food,unclassified
can we build immunity to this virus,unclassified
i feel a bit of itching could it be the coronavirus,unclassified
how bad is it,unclassified
how long does the coronavirus last,unclassified
what is allowed during quarantine,unclassified
can i go jogging outside,unclassified
im essential service grocery store ,unclassified
is grocery shopping safe,unclassified
are you coughing ,unclassified
what type of shopping is safe ,unclassified
how serious is covid19,unclassified
can drinking hot liquids help flush covid when its sitting in the throat,unclassified
can all countries sue china for this,unclassified
is it safe to go outside,unclassified
how long are we sick after getting it,unclassified
how are you feeling today ,unclassified
how often should i wash my hands,unclassified
why are there so many stupid people who dont follow directives,unclassified
is covid19 a bioweapon or a lab experiment gone wrong,unclassified
tension,unclassified
can it be treated,unclassified
how long is the mandated quarantine in quebec currently scheduled for,unclassified
what surfaces is the virus most likely to stick to ,unclassified
how does covid 19 feel ,unclassified
does vitamin c intake help in building an immunity against the coronavirus,unclassified
is attending funerals considered as an essential travel,unclassified
can i visit family and friends in aged care facilities,unclassified
how long does it take for me to become infectious ,unclassified
running nose is considered as covid19,unclassified
i may have corona virus,unclassified
how likely am i to catch covid19,unclassified
is covid19 more prone to develop in a colder environment versus a warmer one,unclassified
how easy is it to get covid,unclassified
what are good supplements to take,unclassified
do i need to wipe clean the articles in plastic or cardboard once back home from a grocery,unclassified
is having a runny nose show that i am impacted by covid19 ,unclassified
is it safe to go out in public ,unclassified
how can i stay safe,unclassified
can covid infect you from the guts,unclassified
as an ontarian can i travel to quebec,unclassified
why is there a shortage of toilet paper,unclassified
is a person with heart disease more likely to have this virus,unclassified
is it safe to use the laundry in my apartment building,unclassified
how long will the shutdown continue for,unclassified
how long does it takes for the virus to go away,unclassified
why is the virus called covid19,unclassified
how long are people sick for,unclassified
how many are affected,unclassified
how many patients are across the globe ,unclassified
how much its prevelent in pakistan,unclassified
what time is it,unclassified
is it safe to take a walk outside with my child,unclassified
good morning,unclassified
what is it,unclassified
why is my dick so big,unclassified
how do i stay up to date with government and news updates as they happen,unclassified
what causes the covid19 desease,unclassified
suffering from trout echiting,unclassified
option to run the questions for children ,unclassified
