question_processed,cluster
jai mal à mon épaule lorsque je respire estce un symptôme ,nextsteps
suisje immunisé si jai déjà attrapé le covid ,nextsteps
je suis inquiète je veux savoir si jai le virus sans le savoir,nextsteps
jeternue et jai mal à la gorge aije le coronavirus,nextsteps
jai de la toux estce que jai le covid,nextsteps
jai la toux,nextsteps
je tousse cest normal,nextsteps
jai 79 ans et je veux aller au restaurant vaisje contaminer quelquun,nextsteps
si jai vu quelquun qui a été en contact avec quelquun qui a testé positif au covid quelles sont mes chances de le contracter,nextsteps
si jai mal à la gorges estce que jai le covid19,nextsteps
jai de la fièvre et je ne sais pas si je suis atteint par le covid 19,nextsteps
jai une grande fatigue  et jai perdu lodorat et le goût est ce un symptôme du covid19,nextsteps
si jai voyagé en avion au canada estce que je dois me mettre en quarantaine et appeler la ligne covid au moindre symptôme,nextsteps
jai été en contact avec un membre de ma famille qui est revenu de voyage il y a 5 jours il est asymptomatique je fais de la fièvre et je tousse depuis hier doisje me faire tester,nextsteps
je suis enceinte et je dois prendre des prises de sang la semaine prochaine jai rendezvous à la clinique devraisje y aller ou cest plus prudent de reporter,nextsteps
comment savoir si jai le virus,nextsteps
jai des maux de têtes estce possible quils soient liés au covid19,nextsteps
jai mal à la gorge estce un symptôme de la covid,nextsteps
estce que jai la covid,nextsteps
jai les yeux qui piquent estce un symptomes,nextsteps
jai des symptôme léger de toux et de difficulter à respirer depuis 11 jours je ne crois pas avoir eu de contact avec une personne infectée doisje passer un test de dépistage,nextsteps
ma carte de crédit a été refusé jai pas dargent cash jfais quoi moi,nextsteps
jaimerais voir une carte avec les contaminés,nextsteps
je suis seul et jai besoins daide,nextsteps
jai une femme de ménage si je ne suis pas à la maison peutelle venir quand même estce dangereux pour elle ,nextsteps
jai une toux très légère je ne reviens pas de voyage et je nai cotoyé personne qui revenait de voyage par contre jai soudainement une poussée de fièvre puisje passer le test de dépistage,nextsteps
estce que jai le droit de sortir ,nextsteps
jai des écoulements nasal que doisje faire  ,nextsteps
comment savoir si jai le virus  ,nextsteps
je suis revenue de voyage en provenance de la france le 6 mars dernier et jai une sensation de brulure dans les bronches depuis quelques jours doisje prendre rendezvous pour me faire tester ou simplement rester chez moi et attendre,nextsteps
si jai la covid19 quels sont les symptômes qui devraient faire en sorte que jaille à lhôpital ,nextsteps
jai un terrain asthmatique suis je plus à risque ,nextsteps
est ce que mon employeur a le droit de me mettre à pieds ou terminer mon emploi si jai demandé de faire du télétravail ou si jétais malade pour plus quune durée acceptée pour lannée de probation,nextsteps
jai des amis français doisje éviter de les fréquenter  ,nextsteps
doisje aller à lhôpital si jai de la température ,nextsteps
jaimerais savoir quest que nous devons faire pour notre sécurité si mon mari travaille dans un hopital et reviens à la maison chaque jour jai deux enfants à la maison et jai peur pour notre santémerci,nextsteps
je tousse dpeuis hier je fais koi ,nextsteps
que doisje faire si jai des symptômes sapparentant davantage au rhume quà la grippe doisje rester en confinement quand même,nextsteps
comment savoir si jai la covid19,nextsteps
je pense que jai des symptomes questce que je fais,nextsteps
je ne fais pas de fièvre mais jai un léger mal de gorge et je ne reviens pas de voyage,nextsteps
jai posé une question plus tôt mais nai pas eu de réponse alors à quoi sert ce robot qui a le temps de vous aider à construire votre base de connaissance quand on herche désespérément un appui,nextsteps
jai subi une opération estce que je suis affaibli,nextsteps
combien de temps doisje rester à la maison si jai des symptômes ,nextsteps
si je quitte mon emploi par peur du covid estce que jai droit au 2000 par mois,nextsteps
si jai des symptomes dune pneumonie doisje me présenter à lurgence,nextsteps
si jai des symptômes faible toux seulement et que je suis en isolement à la maison je ne suis pas sortis du pays je nai pas cotoyés de gens qui reviennent de lextérieur et je nai pas utilisé de transport en commun estce que je peut quand même sortir dehors en évitant de passer à moins de 2m dune autre personne ,nextsteps
jai une fièvre est ce que je dois rester chez moi ou aller au travail sans aucun souci ,nextsteps
les tests pour voir si jai attraper le virus sontils douloureux,nextsteps
que doisje faire si jai certains symptômes ,nextsteps
que doisje faire si je tousse,nextsteps
quand estce que je dois me rendre à lhôpital si jai des symptômes,nextsteps
comment le gouvernement pourra maider si jai des difficultés financières ,nextsteps
je tousse stu grave,nextsteps
si jai des symptômes de grippe mais que je respecte totalement les regles disolement et que je nai fréquenté personne qui est allé en voyage que doisje faire,nextsteps
j aimerai savoir mes fille 3 ans et 4 ans son asmatique et ma plus a un problème de systeme immunitaire et je fais une bronchite mon travail demande que je rentre quand meme malgre la situation quels sont mes recours je mets ma famille en danger et moi meme ,nextsteps
jai le nez qui coule suisje en danger,nextsteps
bonjour puis je faire lamour si jai le covid,nextsteps
je ne travaille plus quels sont les programmes auxquels jai accès ,nextsteps
jai fait plusieurs malaises ce matin doisje me rendre aux urgences  ,nextsteps
pendant combien de temps suisje contagieuse si jai le covid19,nextsteps
jai mal à la gorge  je suis infecté ,nextsteps
est ce que j ai corona,nextsteps
jai besoin daide je crois,nextsteps
jai une gastro jai peur de me présenter dans une clinnique,nextsteps
jai de la toux doisje me faire diagnostiquer ,nextsteps
je tousse depuis 5 jours estce que je devrais aller à lurgence,nextsteps
jai eu mal à la tte et de la diarrhée la semaine dernière  javais été en contact avec des personnes revenant de voyage le 9 mars devraisje me faire tester,nextsteps
estce que je dois nécessairement passer un test pour savoir si jai la covid,nextsteps
je suis actuellement suivie par un cardiologue pour des crises dextrasystoles pendant les fêtes ces dernières se sont produites en période de grand stress dans ma vie professionnelle estce que cette condition pose des risques en cas de covid19 je nai pas encore les résultats du holder que jai passé et je devais aller passer une échographie du coeur en mai puisque jai subi une opération à coeur ouvert quand javais 2 ans merci,nextsteps
si jai des problèmes darthrite suisje  à risque,nextsteps
jai de la fievre estce que jai le covid19,nextsteps
si jai des symptômes mais que je vais quand même bien suisje obligée daller me faire tester,nextsteps
je tousse et je mouche suisje atteint  ,nextsteps
jai des écoulements nasaux estce que je devrais me faire tester pour le covid,nextsteps
que doisje faire si jai des symptômes ,nextsteps
que doisje faire si jai de la fièvre,nextsteps
si jai les symptômes dun rhume puisje simplement me mettre en isolement sans me faire dépister ,nextsteps
que faire si jai des signes,nextsteps
jaimerais donner du temps pour faire du bénévolat mais je ne sais pas quoi faire ou comment faire où puisje minformer ,nextsteps
jai deux enfants estce quils peuvent attraper le virus à lécole,nextsteps
bonjour jétais en contact indirect avec que des gens de la france jai de la tout mais pas de fièvre  devraisje aller me faire tester,nextsteps
estce que jai les symptomes du covid,nextsteps
jai une gastro si je vais en clinique jai peur dattraper le virus,nextsteps
jai une toux mais je nai pas voyagé que doisje faire,nextsteps
jai un mal de tête ce matin hier je suis allé à lépicerie et faire du jogging estce que je dois me faites tester pour la cobid10,nextsteps
je suis malade jai peur daller voir le medecin et attraper le virus,nextsteps
jai ete tres grippé fin janvier et après un scan on pensait a une pneumonie pour ensuite,nextsteps
estce que je dois nécessairement passer un test pour savoir si jai la copie,nextsteps
jaimerai avoir de linfo sur la quercétine la chloroquinine et la colimycine,nextsteps
je tousse depuis une semaine quoi faire,nextsteps
jai été testé mais on ne ma toujours pas rappelé 1 semaine plus tard on mavait pourtant parlé dun maximum de trois jours de délai où puisje rappeler pour avoir mon résultat,nextsteps
jai un rhume jai peur de me présenter dans une clinqiue,nextsteps
jai eu des symptômes en février avec un peu de difficultés à respirer une fois couchée seulement faible toux fièvre courbatures et amygdales super enflées et grande fatigue 7 à 10 jours de retour à la normale,nextsteps
jai de la toux mais pas de fièvre suisje infecté,nextsteps
jai le rhume doitje appeler infocovid,nextsteps
puisje passer un test si je ne reviens pas de létranger et que jai des symptômes ,nextsteps
jai mal a la gorge que doisje faire,nextsteps
si jai une maladie pulmonaire et que je suis infectée par le covid19 il va sécouler combien de temps avant de mourir,nextsteps
quoi faire si je tousse,nextsteps
est ce que je suis affectée si je tousse ,nextsteps
que faire si jai des symptômes,nextsteps
si jai une date daudience à la cours avec des personnes de plus de 70 ans estce quelle aura lieu,nextsteps
j ai fait de la fièvre il y a deuz semaines estce possible que ce soit le covid19,nextsteps
jai une toux sèche questce que je fais,nextsteps
bonjour jai mal à la gorge,nextsteps
jétais inquiète car jai mal à la gorge depuis quelques jours mais je ne fais pas de fièvre et je ne tousse pas ,nextsteps
je ne fais pas de fièvre mais je tousse un peu comment puisje savoir si jai la covid19,nextsteps
jai la gastro et fait de la fièvre devraisje faire un test ,nextsteps
si jai des blessures sur mes mains suisje plus a risque de contracter le virus,nextsteps
comment savoir si jai contracté le virus si je nai aucun symptôme,nextsteps
si jai mal à la gorge aije des chances davoir été infecté à mon insu,nextsteps
si jai seulement deux symptômes soit le mal de gorge et la toux sèche donc pas de fièvre doisje passer un test,nextsteps
questce qui est considéré comme une toux tousser littéralement une à deux fois par jour cest une toux jai commencé un nouvel emploi et jai la gorge irrité estce possible que mon irritation ne soit lié quau nouvel environnement de travail dans lequel je me trouve,nextsteps
je tousse et coule du nez mais je nai pas été en voyage doisje rester en quarantaine ,nextsteps
que doisje faire si je suis en quarantaine jusquau 29 mars et que jai mal à la gorge avant mon départ dans le sud  ,nextsteps
si jai été en contact avec quelquun qui revient de vacances il y a moins de deux semaines suis je a risque aussi ,nextsteps
jai besoin daide dune gardienne pour soccuper des enfants pour travailler est ce sécuritaire davoir une gardienne chez moi,nextsteps
quelles sont les risque que jai de pogner le virus covid19,nextsteps
je tousse mais je ne fais pas de fièvre estce que jai la covid19,nextsteps
jai aidé une personne âgée doisje minquiéter de lui avoir transmis le covid 19,nextsteps
je tousse mais je nai pas de fièvre comment puisje savoir si jai la covid19,nextsteps
jai des symptômes mais je nai pas voyagé devraisje me faire tester ,nextsteps
je ressens une légère pression inhabituelle dans mes poumons je tousse un peu et jai mal à la gorge pas de fièvre estce que ça peut être du reflux gastrique et non la covid19,nextsteps
jai les yeux qui brûle et jai une baisse dénergie au travail,nextsteps
je tousse mais je nai pas de fièvre devraisje me faire tester,nextsteps
que dois je faire si jai des symptômes de rhume comme la toux et le nez qui coule ,nextsteps
si jai des symptômes de toux quel symptôme additionnel doisje surveiller ,nextsteps
jai mal à la tête ,nextsteps
si jai un rhume comme je fait pour le distinguer du cobid19,nextsteps
comment puisje savoir si jai le coronavirus ,nextsteps
je suis allé en voyage et jai des symptômes ou puisje aller pour me faire diagnostiquer ,nextsteps
si jai eu un rhume ou une autre infection donnant des symptômes qui ne permettent pas dexclure la covid19 mais que ma situation générale ne me met pas en priorité pour le test de dépistage combien de temps après la fin des symptômes doisje attendre avant de réintégrer mon travail centre dappels bancaire,nextsteps
estce que jai la maladie,nextsteps
si je tousse mais qur je n ai aucun autre symptomes est ce inquiétant,nextsteps
doisje consulter mon médecin si je tousse,nextsteps
que doisje faire si jai des symptômes,nextsteps
je tousse estce que ça fait parti des symptômes,nextsteps
je tousse  beaucoup doisje aller passer le test,nextsteps
comment savoir si jai le covid 19,nextsteps
si jai été en contact avec un personne depuis le début de la crise puisje continuer à la voir,nextsteps
que dois je faire si jai contracté le virus,nextsteps
jai éternué hier suisje infecté,nextsteps
et chimio il y a 5 ans jai peut être eu une légère fièvre mais je suis sur tylenol alors pas sur  jen prends aussi parce que larthrose ,nextsteps
si jai des symptômes doisje misoler complètement seul,nextsteps
je suis seul a la maison et jai pas dargent quoi faire,nextsteps
je suis enceinte est ce que jai plus de risque ,nextsteps
jai eu des symptômes semblables au covid il y a 1 mois je nai jamais été testé mais je me demande si jai pu avoir eu le covid,nextsteps
bonjour jaimerais savoir quels symptômes devraient nous alarmer ,nextsteps
où appeler si jai des symptômes,nextsteps
je nai pas voyager estce que ca se peut que jai le covid,nextsteps
jaimerais faire une commission nonessentielle dans un endroit qui demeure ouvert devraisje mabstenir,nextsteps
jai de la fievre estce que jendevrais me faire depister,nextsteps
si je tousse quest ce que je dois faire ,nextsteps
jai une toux depuis 3 semaines suis je a risque ,nextsteps
je tousse depuis 2 semaines estce normal,nextsteps
jai un toux est ce que jai le covid19,nextsteps
jai une amie qui a les symptômes et qui ne veut pas passer le test que puisje faire,nextsteps
jai mal à la gorge sans aucun autre symptômes doisje minquiéter,nextsteps
bonjour jai participé au début du mois de mars à un événement à toronto il savère quil y avait 3 cas de corona à cet événement qui se sont déclarés par après ayant potentiellement été en contact avec ces gens mon employeur ma mis en quarantaine depuis 13 jours je nai pas eu de fièvre mais jai des frissons de temps en temps jai des maux de tête vraiment fort et jai une grosse toux sèche qui impacte ma respiration car jai limpression dêtre essoufflée tout le temps je ne sais pas si jai un mauvais rhume une grippe une bronchite ou plus grave me conseillez vous de consulter une clinique de dépistage  ,nextsteps
jai une toux sèche devrais je faire un test de dépistage du covid19,nextsteps
quels sont les délais avant que jaie mes résultats ,nextsteps
comment savoir si jai un rhume ou la covid19,nextsteps
je tousse,nextsteps
jai de la fièvre et des maux de gorges mais pas de toux estce que je devrais consulter,nextsteps
doisje aller me faire tester si jai certains symptômes de la grippe saisonnière,nextsteps
jai des maux de têtes suisje malade,nextsteps
jai vraiment peur dinfecter des gens jaimerais savoir si jai le virus puisje faire le test  et quand je laurai fait il sera bon combien de temps,nextsteps
y en a combien de cas sur tout le québec,statistics
combien de personnes touchées,statistics
combien de gens sont infectés au canada ,statistics
le nombre de cas au québec sélève à combien,statistics
combien de personnes sont malades  ,statistics
taux de décès ,statistics
quel est le nombre de cas confirmés en gaspésie,statistics
pouvezvous mexpliquer pourquoi limiter le nombre de jours et heures douverture de ma boulangerie et du marché atwater est une bonne chose  le bon sens dit quen limitant les heures douverture lachalandage sera plus grand pendant que cest ouvert et il y aura donc une plus grande densité de gens qui attendent en même temps devant la porte  et cest aussi ce que je vois   ,statistics
taux de mortalité ,statistics
quel est le taux de survie de la covid19,statistics
combien de gens sont infectés au québec ,statistics
quel est le nombre de cas au québec ,statistics
quelles sont les statistiques québécoises  ,statistics
combien de personne sont infecté au québec ,statistics
quel est le taux de mortalité du covid,statistics
combien y atil de cas à montréal,statistics
si on donne le nombre de personnes testées positives doit on soustraire le nombre de personnes guéries et les morts pour savoir le nombre de cas actifs,statistics
il y a combien de personnes infectés au québec  ,statistics
quel est le taux de mortalité des 50 ans et moins,statistics
statistiques sur corona,statistics
combien yatil de cas déclarés dans ma région laval jusquà aujourdhui,statistics
cest quoi le taux de mortalité,statistics
combien de cas au québec à ce jour,statistics
lorsque lon parle du nombre de cas dans le monde estce que les gens rétablis sont compter ce serait bien de savoir le nombre de cas actifs actuellement dans le monde sans compter les gens rétablis,statistics
quelle est la capacité de notre système de santé en nombre de cas quil peut prendre en charge en même temps,statistics
combien yatil de cas au québec présentement ,statistics
quel est le taux de mortalité,statistics
combien y atil de cas actuellement au québec,statistics
combien de personnes vont mourir,statistics
combien de cas au québec,statistics
combien de personnes sont présentement atteintent,statistics
le nombre de personnes atteintes de coronavirus sélève à combien,statistics
combien de personnes sont infectés à montréal  ,statistics
combien de cas y atil jusquà présent,statistics
combien de cas au québec actuellement,statistics
quel est le taux de létalité ,statistics
combien de cas prévoyons nous avoir dici 1mois,statistics
nombre de cas au québec ,statistics
pourquoi il y a plus de gens qui quittent lhôpital en corbillards quen taxis selon vos statistiques ,statistics
combien de gens sont affectés en outaouais,statistics
combien de cas à terrebonne,statistics
combien de personnes ont guéri du coronavirus au québec depuis le début de la pandémie,statistics
le nombre de cas à quebec ,statistics
combien de gens sont infectés dans ma région  dans la région x ,statistics
en parallèle avec le covid19 combien de cas de la grippe ont tué de personnes,statistics
pourquoi les statistiques du québec contiennent toujours 22 personnes dans une région indéterminée et ce jour après jour,statistics
à combien de cas sommesnous ,statistics
combien de gens sont mort du covid19 au canada,statistics
quelsont les symptome à surveiller,symptom
quels sont les symptômes à surveiller  ,symptom
les maux de gorge et la congestion nasale constituentils des symptômes de la covid19,symptom
combien de temps durent les symptômes du coronavirus,symptom
quels sont le pré symptômes ,symptom
quelles sont les symptômes du covid  ,symptom
quelle est le service de santé le plus proche de chez moi en cas de symptôme grave,symptom
estce quun mal de gorge sans toucher est un symptôme ,symptom
combien de temps après linfection se développent les premiers symptômes,symptom
que veux dire assynptomatique ,symptom
est ce quun mal de ventre est un symptome,symptom
quels sont les symptônes du covid19,symptom
quels sont les principaux symptômes  ,symptom
quels sont les symptômes du covid19 ,symptom
combien de temps devonsnous attendre avant de présenter des symptômes,symptom
que doisje faire si je présente des symptômes du covid19 ,symptom
quel sont les symptomes,symptom
quels sont les symptômes secondaires ,symptom
estce quun mal de gorge sans toux est un symptôme ,symptom
quels sont les symptômes,symptom
quelles sont les symptômes ,symptom
quels sont les symptômes systématiques  ,symptom
quels sont les symptômes du coronavirus,symptom
estce quune mal de gorge et un symptôme,symptom
les symptômes associés à la covid19 sontils les mêmes pour les bébés et les jeunes enfants,symptom
quels sont les symptômes de la covid 19,symptom
quels sont les symptômes les plus modérés  ,symptom
la diarrhée peut elle être un symptôme de la covid19 ,symptom
quels sont les symptomes,symptom
quels sont les principaux symptômes du covid19,symptom
estce que on peut être malade mais ne pas présenter de symptômes,symptom
que faire quand les symptomes arrivent,symptom
combien de temps faut il avant davoir les symptomes,symptom
quel sont les symptômes,symptom
estce quune toux grasse avec écoulement postnasal peut être un symptôme de,symptom
combien de temps dure les symptômes de la covid19,symptom
est ce que le vomissement est un symptome de covid19  ,symptom
estce que le mal de gorge est un symptôme de la covid ,symptom
estce quon peut encore se promener dans dautres quartiers de notre ville ou si nous devons rester dans notre quartier en tout temps ,symptom
quel sont les symptômes de la covid19,symptom
si on na pas de symptômes après 14 jours et quun de nos amis est dans la même situation peuton se voir,symptom
quels sont les symptomes principaux,symptom
que puisje prendre pour le symptômes du covid19,symptom
quels sont les premiers symptomes du covid19,symptom
quels sont les symthomes de la maladie,symptom
quels sont les principaux symptômes des gens qui ont une forme douce du covid19,symptom
comment savoir si je peut propager le virus même si je nai pas de symptômes,symptom
quel sont les symptômes du corona,symptom
après combien de jours commenceton a voir des symptômes apparaître si on est infecté,symptom
durée des symptômes ,symptom
quels sont les symptômes du covid19,symptom
quelles sont les symptomes du covid19,symptom
est ce que les vertiges font partie des symptômes du covid19,symptom
quelles sont les premiers symptômes apparaît du covid19,symptom
estce que la diarrhée fait partie des symptômes du covid ,symptom
quels sont les premiers symptômes à apparaître ,symptom
quels sont les symptomes de la covid19,symptom
il semble que ce ne soit pas juste la toux et la fièvre qui sont des symptômes quels symptômes surveiller,symptom
quels sont les autres symptômes du covid19  actuellement il est toujours question de toux fièvre  problème respiratoire  mais quen estil des autres symptômes,symptom
quels sont les symptomes du coronavirus  ,symptom
que doisje faire si je développe des symptomes relatifs au covid19 lors dun voyage hors du canada,symptom
questce qui est mieux si une personne de notre foyer a des symptômes rester à la maison ou aller à lhôtel,symptom
quels sont les symptômes liés au coronavirus,symptom
quels sont les symptômes de covid19,symptom
quelles sont les symptômes du coronavirus ,symptom
quels sont les symptômes ,symptom
quels sont les symptômes du covid 19,symptom
quels sont les premiers symptômes de la maladie,symptom
quels sont les premier symptômes de cette maladie ,symptom
quels sont les symptômes de la covid19,symptom
quels sont les symptômes  ,symptom
symptômes,symptom
quand doit on consulter après un diagnostic positif si les symptômes saggravent ,symptom
doiton rester à la maison si nous sommes travailleur de la santé et que nous avons un seul des symptômes soit le mal de gorge,symptom
quels sont les symptômes à surveiller,symptom
estce que le virus peut rester plus de 14 jours dans le système,symptom
que faire si je contracte la covid pour alléger les symptomes,symptom
quela sont les symptomes,symptom
quels sont les premières choses à faire pour traiter les premiers symptômes de la covid19,symptom
quels sont les symptômes associés au covid19,symptom
quels sont les symptômes du covid19 qui ne sapparente pas à une grippe ,symptom
quelle sont les sectome,symptom
estce que mes symptômes apparaissent brusquement,symptom
quelles sont les premiers symptômes,symptom
ça prend combien de temps avant que les premiers symptômes puissent être détectés,symptom
estce quun essoufflement inhabituel peut être considéré comme étant un premier symptôme de la covid19,symptom
puis je me faire prescrire de la chloroquine si je présente des symptomes de covid,symptom
quelles sont les symptômes de la covid19 ,symptom
quels sont les symptomes associes a covid,symptom
puisje être porteuse si je nai aucun symptôme ,symptom
estce quavoir mal à la gorge est un symptôme suffisant pour communiquer avec le 811,symptom
combien de temps les symptômes peuvent durer ,symptom
estce quavoir la gorge sèche est un symptôme,symptom
estce que la transmission de la covid19 est plus virulente avec quelqu un quo présente des symptômes de la maladie  ,symptom
les symptômes ,symptom
est ce que la fièvre est le premier symptômes ou le mal de gorge,symptom
combien de temps durent les symptômes,symptom
quel est le délai avant lapparition des 1er symptômes,symptom
estce que éternue est un symptôme,symptom
apres combien de jour pour un porteur de virus asymptotique commence à sentir les premiers symptomes,symptom
estce que les vertiges est un symptômes ,symptom
quels sont les symptômes du covid ,symptom
après combien de temps développe ton des symptôme,symptom
quels sont les symptômes associés à la covid19,symptom
quels sont les symptomes du covid,symptom
estce que la diarrhée est un symptôme du covid19,symptom
cest quoi les premières symptômes de coronavirus ,symptom
je crois avoir les symptômes du coronavirus que faire ,symptom
est ce possible que les symptômes soient différents dune personne a lautre  je ne parle pas de la gravité  merci,symptom
combien de temps puisje être un vecteur de la covid19 et être asymptômatique,symptom
quels sont les premiers symptômes du covid 19,symptom
la congestion nasale est elle un symptôme de la covid 19,symptom
que faire en cas de symptôme de coronavirus,symptom
quelle est la durée moyenne des symptômes ,symptom
estce que le mal de gorge est un symptôme du covid19,symptom
après combien de temps les symptômes apparaissentils ,symptom
estce quun éternuement est un symptôme du virus ,symptom
quelle est la durée des symptômes,symptom
les premières symptômes sont quoi habituellement,symptom
je présente des symptômes que doisje faire,symptom
estce que lécoulement nasal est un symptôme,symptom
quel sont les principaux symptome,symptom
c est qoi les asymptotes ,symptom
quelle est la première étape si je crois avoir des symptômes de la covid19,symptom
est ce que avoir mal à la gorge fait parti des symptômes,symptom
après combien de jours devraisje avoir des symptômes,symptom
les symptômes de covid19 sont ils différents pour les femmes enceintes ,symptom
quels sont les symptômes pour les enfants vs adultes,symptom
quels sont les symptômes communs ,symptom
estce que les symptômes sont différents pour les enfants,symptom
ma enfants ont des symptômes que faire ,symptom
existetil de nouveaux symptômes jusquici ignorés comme les troubles digestifs tels que la diarrhée et les maux de ventre,symptom
si je suis immunosupprimé et que je commence à avoir des symptômes doisje vraiment passer par la logistique téléphonique  ou vaisje plutôt à lurgence tout de suite ,symptom
quelles sont les symptômes du virus,symptom
quels sont les les symptômes ,symptom
cest quoi les symptomes,symptom
quel sont les symptômes du corona virus ,symptom
estce quun mal de gorge seul est un symptôme,symptom
pour une personne qui ressent des symptômes ,symptom
quels sont les symptomes ,symptom
estce que les symptômes incluent une perte dodorat,symptom
comment cette structure protéinique du coved19 se comportetelle par rapport aux autres protéines lors de lenvahissement du système respiratoire,symptom
où puisje appeler si je présente des symptômes,symptom
après combien de temps les symptômes commencent à apparaître ,symptom
peuton avoir le corvidé19 sans avoir tous les symptômes,symptom
je reviens dun voyage de chine je nai pas de symptômes estce que je devrais consulter,symptom
lécoulement nasal estil un symptôme ,symptom
le mal de gorge estil un symptôme du covid19,symptom
est ce que le covid19 virus peut se transmettrre par les système daération,symptom
est ce que les étourdissements font partie des symptômes ,symptom
estce que lessoufflement fait partie des symptômes ,symptom
quels sont les principaux symptômes,symptom
quels sont les symptomes du covid19,symptom
comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne présentant pas de symptômes doisje me placer en quarantaine  et pour quelle période,symptom
peuton être porteur du virus et ne jamais développé de symptômes,symptom
estce que les maux de têtes sont un symptome,symptom
quels sont le symptômes du corona virus,symptom
combien de temps avant que les symptômes apparaissent,symptom
estce que les maux de ventre ou la diarhée sont des symptômes supplémentaires,symptom
quels sont les symptômes la maladie ,symptom
quel le symptome le plus fréquent de la maladie,symptom
symptômes ,symptom
estce que vous avez les symptômes du corona virus,symptom
estce que lalimentation ou dautres facteurs externes peuvent influencer les symptômes ou la virulence du virus,symptom
quels sont les principaux symptômes de la maladie,symptom
quels sont les symptômes chez un enfant,symptom
existetil une liste de médecins affiliés à la ramq qui peuvent être consultés à distance pour des symptômes qui sapparentent à la covid19,symptom
quoi prendre pour soulager nos symptômes,symptom
estce les intoxications alimentaires sont des symptômes du coronavirus,symptom
quels sont les 3 principaux symptômes du covdi19,symptom
estil possible de contracter le virus sans avoir aucun symptôme même après 14 jours ,symptom
estce que la toux fait partie des symptômes ,symptom
yatil des personnes asymptotiques,symptom
quels sont les symptômes les plus fréquents chez les enfants,symptom
est ce lon a des migraines comme symptômes de la covid19 svp,symptom
quels sont les symptômes associés au covid19 ,symptom
quels sont les symptômes de la maladie ,symptom
quelles sont les symptômes de la covid19,symptom
quand puisje retourner travailler après la disparition des symptômes,symptom
estce que les problèmes digestifs comme vomissements et diahrée sont aussi des symptômes du covid19,symptom
quels sont les symptômes du covid,symptom
estce que cest vrai que la perte de gout et odorat est un symptôme,symptom
quels sont les symptômes sur les,symptom
je ressens de léger brulement aux bronches estce un symptôme,symptom
quels sont les symptômes du coronavirus ,symptom
quels sont les symptômes de la covid 19 ,symptom
estce quune toux creuse et des sécrétions peuvent être des symptômes du covid19,symptom
est ce que le nez qui coule est un symptôme ,symptom
y a til des symptômes plus rare du corona virus,symptom
quels sont les symptomes possibles,symptom
estce que les douleurs abdominales font partie des symptômes du covid,symptom
estce quil y a des porteurs sains cest à dire ceux qui portent le virus sans avoir de symptômes ,symptom
estce que se racler la gorge est un symptôme inquiétant ,symptom
quelles sont les sympthomes du covid19,symptom
quels sont les premiers symptômes de la covid19,symptom
quelle est la moyenne de jours entre la contamination et lapparition de symptômes dûs à la covid19,symptom
quels sont les symptômes majeurs,symptom
ou puisje me faire tester,test
ou doisje me rendre pour me faire tester,test
est ce quil est possible de faire un test en ligne,test
vu mon contact avec un cas probable qui ne veut pas passer le test est ce que je devrais appeler le 811 pour prendre un rv dans une clinique de dépistage ,test
ma conjointe fait de lasthme deffort hier nous sommes allés marcher dehors et ce matin elle présente de la toux mais ne fait pas de température dois telle se faire tester pour la covid19,test
comment passer les tests de dépistage,test
si je suis testée positive que dois je faire par la suite ,test
ça prend combien de temps pour avoir les résultats du test de répistage,test
où puis je me faire tester ,test
où puisje trouver un centre de test pour le coronavirus ,test
dois je faire un test de depistage,test
comment me faire tester,test
comment se faire tester pour le coronavirus,test
puis je acheter un test en ligne  ,test
dans quel hopital doisje aller pour me faire tester,test
ou jen pass le test,test
comment ca marche pour se faire tester,test
une collègue de travail de ma femme qui travaille dans un hopital  a testé positif pour le coronavirus quelle procédures devonsnous adopter,test
combien de temps avant davoir les résultats dun test,test
je dois attendre combien de temps avant de me faire tester,test
estil possible de tester positif à la covid19 sans nécessairement avoir tous les symptômes,test
je reviens de voyage doisje aller faire un test,test
bonjour nous avons passer le teste pour le cov19 ont est deux adulte 4enfants ont a eu les résultats pour tous sauf ma fille de deux ans ses elle qui a le plus de simptome sa fait deux jour que l ont attend es que sa veut dire que sont teste est positif ,test
a quel moment je dois me faire tester,test
ou doisje appeler pour avoir un test,test
combien de temps je dois attendre pour les resultats des tests,test
suisje eligible pour me faire tester ,test
bonjour pouvezvous mindiquer la clinique covid la plus proche pour les testes ,test
combien de temps avoir davoir mes résultat de tests,test
quand doisje être testée  ,test
où puisje me faire tester,test
je me mouche mais je ne fais pas de fièvre doisje faire un test,test
en recevant un résultat positif à un test de la covid19 doiton remettre le compteur de la quarantaine à zéro à partir de la journée du test,test
a qui nous adresser si apres 7 jours dattentenous navons toujourspas les resultats de notre test ,test
une personne testé négative peutelle être positive plus tard ,test
que doisje faire pour me faire tester ,test
puisje habiter dans une maison où quelquun est testé positif,test
quel est le délai actuel pour obtenir les résultats suite à un test pour le virus,test
combien de temps pour avoir les résultats du test du covid ,test
est ce quil y aura un test obligatoire,test
pendant combien de temps eston contagieux lors dun résultat positif au test ,test
ou je dois aller pour me faire tester ,test
quand doisje aller me faire tester,test
si quelquun a eu la maladie et guéri estce que les tests peuvent voir que cette personne a été déjà touchée par le virus,test
quel est le nombre de tests effectués au québec en date daujourdhui,test
