timestamp_est,anonymous_id,question,question_processed,cluster
2020-03-22 19:39:22.867,b0be5180-0e5f-473f-86f5-d8144876b1ae,What are symptoms ,what are symptoms ,covid-symptoms
2020-03-24 08:32:21.135,31e3f9d1-fa88-454c-9a9b-d6264328cf1e,What are symptoms of Covid-19?,what are symptoms of covid19,covid-symptoms
2020-03-24 11:44:57.417,739b3098-86ca-4fb8-aadd-6854ba718066,what are symptoms of covid-19 ,what are symptoms of covid19 ,covid-symptoms
2020-03-22 13:44:03.944,3269129f-c2bc-4dfb-a541-27c55450044e,what are the 3 symptoms of covid-19,what are the 3 symptoms of covid19,covid-symptoms
2020-03-27 14:59:45.054,55b3f09c-5715-4bd4-9fc4-e9216d2911a1,What are the common symptoms?,what are the common symptoms,covid-symptoms
2020-03-22 09:43:17.825,81755909-a6cf-42b4-801b-2abda6514af0,What are the confirmed symptoms of COVID19,what are the confirmed symptoms of covid19,covid-symptoms
2020-03-21 15:48:29.999,291fcd60-0f53-4d6a-bff3-086b6f753267,What are the coronavirus symptoms?,what are the coronavirus symptoms,covid-symptoms
2020-03-24 00:58:07.307,71e58510-1f0d-40a9-8d57-be1084cf398f,What are the covid simptons?,what are the covid simptons,covid-symptoms
2020-03-26 03:47:20.846,5f3e9db1-5674-48e1-9aa7-b952a47e6609,What are the covid19 symptoms ?,what are the covid19 symptoms ,covid-symptoms
2020-03-24 14:34:11.206,c3af4e89-b037-4168-8c22-26322ec38597,What are the early symptoms?,what are the early symptoms,covid-symptoms
2020-03-22 23:14:24.714,96874ddc-b0a3-4b88-81da-660395818439,What are the early symptoms of COVID-19,what are the early symptoms of covid19,covid-symptoms
2020-03-25 15:23:17.535,1deb4021-c0f9-4d59-a2c7-3e226fe0f779,What are the early symptoms of COVID-19?,what are the early symptoms of covid19,covid-symptoms
2020-03-22 14:58:02.578,e4032e9d-54a0-4074-b1ed-5998736dab15,What are the first symptoms ,what are the first symptoms ,covid-symptoms
2020-03-30 13:29:31.93,5c22aa74-f513-46cf-9d88-c97aca511663,What are the first symptoms of COVID-19?,what are the first symptoms of covid19,covid-symptoms
2020-03-21 21:26:33.673,3b58140a-f53e-491f-a3dd-79f0416bab56,what are the main symptoms,what are the main symptoms,covid-symptoms
2020-04-01 07:17:19.441,f9bb7f4e-4182-4354-b8b4-c89022e07304,What are the main symptoms ?,what are the main symptoms ,covid-symptoms
2020-03-21 18:19:33.609,a228afbc-c07b-4266-884a-a49171468666,what are the main symptoms of coronavirus,what are the main symptoms of coronavirus,covid-symptoms
2020-03-21 22:41:05.66,7a8ef480-4e63-429e-b7ff-4763ad47cfe2,What are the main synptoms?,what are the main synptoms,covid-symptoms
2020-03-24 11:20:52.295,dd37102b-4640-4256-b853-e4d19e13e8fe,"What are the minor symptoms that may not seem as though it is COVID-19, but in fact are?",what are the minor symptoms that may not seem as though it is covid19 but in fact are,covid-symptoms
2020-03-25 08:55:00.071,344ab4e5-305b-46af-a6ae-9c99a182c140,What are the most common COVID-19 symptoms ,what are the most common covid19 symptoms ,covid-symptoms
2020-03-22 13:30:48.102,93f115a2-f4eb-4faa-8f26-f56266065753,What are the most common symptoms in COViD-19,what are the most common symptoms in covid19,covid-symptoms
2020-03-21 20:27:40.438,9b75dedf-19e7-4eb4-9ffd-5cec8f5752d3,What are the most common symptoms of COVID-19?,what are the most common symptoms of covid19,covid-symptoms
2020-03-22 07:13:26.019,304f700e-8ffc-4274-8439-61d6d34322b9,What are the real symptoms of covid-19 ,what are the real symptoms of covid19 ,covid-symptoms
2020-03-22 18:46:09.767,78f60672-d37b-4259-9082-168abb98a851,What are the sympthoms of covid-19?,what are the sympthoms of covid19,covid-symptoms
2020-03-24 19:46:30.991,fe76366a-8d6f-4e2f-a0e8-6eee9f01e755,What are the symptom?,what are the symptom,covid-symptoms
2020-03-23 02:43:04.028,99a6d735-29e1-44e0-8867-93735549fd54,What are the symptom,what are the symptom,covid-symptoms
2020-03-22 11:52:38.877,14b82f93-ec9b-4064-bf60-19a38c452a05,What are the Symptom for covid19,what are the symptom for covid19,covid-symptoms
2020-04-03 13:25:32.875,573c78fd-c7b9-4e50-a2fb-f347d00b3f9a,What are the symptom levels to be considered to see a doctor,what are the symptom levels to be considered to see a doctor,covid-symptoms
2020-03-21 16:41:57.517,8c2be3c5-7e39-4cb6-ae74-5c0aff539ab4,What are the Symptome ,what are the symptome ,covid-symptoms
2020-03-24 21:02:29.912,f059bace-6970-46b9-9415-43b99359db94,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-21 23:14:22.428,e03f3e0a-a889-43d4-a506-4af32cbee107,What are the symptoms,what are the symptoms,covid-symptoms
2020-03-23 05:30:04.724,d46d22ae-35bb-42f7-a712-ec587b1ef363,what are the symptoms,what are the symptoms,covid-symptoms
2020-03-21 18:43:42.284,138f474a-fffc-4d8a-a448-d2b712ecb499,what are the symptoms,what are the symptoms,covid-symptoms
2020-03-21 17:46:41.069,53894a08-21b2-49cb-832d-cfa6c0683d4f,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-23 11:24:52.091,23a365e1-681f-420c-8255-fb64439014bb,What are the symptoms,what are the symptoms,covid-symptoms
2020-03-22 17:14:34.394,81462647-ac3c-4d40-8efa-e58aaeea78f5,What are the symptoms,what are the symptoms,covid-symptoms
2020-03-24 22:52:35.644,90e910cc-27ab-43c2-aa0c-1b34ae00892b,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-25 05:15:20.099,ee018766-19ba-4895-a9b9-532518cc0a47,what are the symptoms,what are the symptoms,covid-symptoms
2020-03-22 18:06:35.257,64d47cce-0e34-4a98-bcc8-0241085654d9,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-24 12:48:29.772,8d31effe-6ef1-40b7-beaa-b11741cc25d9,what are the symptoms?,what are the symptoms,covid-symptoms
2020-03-22 14:47:52.209,abcb3774-e347-4f81-a202-cf4775a80c0f,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-28 11:49:13.368,7895f18e-a495-4f51-9b87-692449a60bd5,what are the symptoms,what are the symptoms,covid-symptoms
2020-03-25 15:01:20.734,508886c9-fc0a-457a-8df7-54d3c92ce2dc,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-21 12:53:58.435,66c7bd79-e62c-428a-adac-f69fb087691c,what are the symptoms?,what are the symptoms,covid-symptoms
2020-03-22 09:35:47.33,13b14987-413a-4d47-8e56-3af43f79db8a,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-25 12:09:42.916,b64c54a9-040d-456b-ad2f-1e23b62da018,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-22 11:38:18.234,f909e2a0-26a0-43af-8fa3-ab3a1b32cd00,What are the symptoms,what are the symptoms,covid-symptoms
2020-03-24 09:26:06.649,144afc2d-ed73-4ba7-a9a9-f571a051aea4,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-24 23:13:49.413,507d9771-0b39-4963-8412-f62c293706a0,What are the symptoms?,what are the symptoms,covid-symptoms
2020-03-22 16:50:40.774,9552da69-8edc-4a5c-b643-c03b5b8c26fe,What are the symptoms ?,what are the symptoms ,covid-symptoms
2020-03-24 14:11:32.748,88d392b4-9048-410e-8d29-4ad1d787d86d,What are the symptoms? ,what are the symptoms ,covid-symptoms
2020-03-22 14:22:27.317,295c6bb4-9ed3-47d6-b405-5013ae0bae97,What are the symptoms ?,what are the symptoms ,covid-symptoms
2020-03-24 12:34:50.895,e9daca7e-ac6d-4372-85bf-a1f58520df44,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-21 23:40:51.402,c9fc19e3-b94d-4fc0-be54-2449f256a04d,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-24 20:41:55.179,548a58e6-9c9f-423b-83e3-81018aab7014,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-24 22:47:57.33,04b3a9e3-6a2e-4e2b-9bf4-1f4eaeb7a7be,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-24 11:22:50.112,08d7cc35-af06-4bfc-8317-b7e6be6daf1c,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-22 22:29:03.829,3754a1d9-e7ea-4ce1-b9c3-091d53b9f1d4,What are the symptoms ,what are the symptoms ,covid-symptoms
2020-03-26 22:53:08.967,c1448436-d4cd-463e-bcf3-ef730b253a8f,What are the symptoms ? ,what are the symptoms  ,covid-symptoms
2020-03-21 16:15:49.252,3eb07cc6-e9a7-40d0-9609-553a07823637,What are the symptoms for corona virus?,what are the symptoms for corona virus,covid-symptoms
2020-03-24 12:07:43.23,d54b335d-fc47-4a91-beee-47714dd55588,What are the symptoms for covid19,what are the symptoms for covid19,covid-symptoms
2020-03-21 13:34:43.663,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,What are the symptoms for COVID-19 ?,what are the symptoms for covid19 ,covid-symptoms
2020-03-25 14:00:08.171,2440a10f-cd86-468f-93f1-509fa21e4680,What are the symptoms I should look out for? ,what are the symptoms i should look out for ,covid-symptoms
2020-03-22 13:04:16.721,457177eb-16b2-44e9-8251-ed3af209d7c1,What are the symptoms in children,what are the symptoms in children,covid-symptoms
2020-03-24 13:10:59.858,ff3b2e32-f67f-494b-8d0f-d9ab02c82f74,What are the symptoms in kids?,what are the symptoms in kids,covid-symptoms
2020-03-20 10:45:23.373,0e7ed3f5-c36e-4d36-a831-23abbb3f10f9,What are the symptoms? Is vomiting one of them ?,what are the symptoms is vomiting one of them ,covid-symptoms
2020-03-22 18:22:30.033,bc8b4606-4450-46f3-b321-f3343666c5e5,What are the symptoms of Corona?,what are the symptoms of corona,covid-symptoms
2020-03-25 18:46:35.656,93b36092-79c8-49df-a1b4-a4f0388a6196,What are the symptoms of corona,what are the symptoms of corona,covid-symptoms
2020-03-22 11:33:45.497,ff357aeb-b1c5-4de8-b2a9-ee9b8fb7fd6c,What are the symptoms of corona virus,what are the symptoms of corona virus,covid-symptoms
2020-03-22 13:30:51.926,e2d240a6-18c7-4cf1-98b1-e9345426b593,What are the symptoms of corona virus,what are the symptoms of corona virus,covid-symptoms
2020-03-24 17:22:17.912,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,What are the symptoms of Corona Virus ,what are the symptoms of corona virus ,covid-symptoms
2020-03-21 14:52:39.608,e56d5bdd-fa1a-48c7-b116-92433e45b833,what are the symptoms of coronavirus,what are the symptoms of coronavirus,covid-symptoms
2020-04-02 18:38:13.661,cb0bc932-ffec-4d77-b832-ba652170473c,what are the symptoms of covid,what are the symptoms of covid,covid-symptoms
2020-04-03 13:25:32.864,573c78fd-c7b9-4e50-a2fb-f347d00b3f9a,What are the symptoms of covid 19,what are the symptoms of covid 19,covid-symptoms
2020-03-30 09:27:35.069,58bece3f-f48f-4c7e-a473-1396875905ac,What are the symptoms of Covid -19?,what are the symptoms of covid 19,covid-symptoms
2020-03-29 21:41:42.013,c1ee23ee-f373-45c7-81de-b42cbfc96327,What are the symptoms of Covid 19,what are the symptoms of covid 19,covid-symptoms
2020-03-22 16:55:09.281,9ab06c55-9cde-4653-ac4b-923f425adaf0,what are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-22 09:45:32.884,93e77e53-231e-452a-888f-19fe67b711a8,What are the symptoms of covid19?,what are the symptoms of covid19,covid-symptoms
2020-03-21 23:07:39.918,710e23d7-7a6a-42ed-bd1b-526db8c8c2f8,What are the symptoms of COVID-19,what are the symptoms of covid19,covid-symptoms
2020-03-24 20:41:42.652,193aee3c-8189-4551-8bb8-e6c10b9db0e8,What are the symptoms of COVID19?,what are the symptoms of covid19,covid-symptoms
2020-03-26 13:27:49.56,643b7cb1-747f-4516-88f8-544248246dc5,What are the symptoms of Covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-23 12:12:13.447,db468922-6c47-498f-b498-ebc957ae7092,what are the symptoms of covid-19,what are the symptoms of covid19,covid-symptoms
2020-03-21 09:10:27.241,7b743f72-9dea-4951-908a-24e873d76a34,What are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-21 17:39:34.381,83f51718-d521-4b00-9f0e-01e5b2f5d68f,What are the symptoms of Covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-21 22:59:31.41,c118d051-7b42-4f88-b5c0-6602a30ceffa,What are the symptoms of Covid-19,what are the symptoms of covid19,covid-symptoms
2020-03-22 09:20:34.281,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,What are the symptoms of Covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-25 12:46:58.115,956230e9-ce2a-461b-a10f-52f30ba32217,what are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-22 12:25:06.76,50fb8971-f764-4c59-9932-cff971282188,what are the symptoms of covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-24 00:24:36.462,88c77c4a-9baa-466b-bc57-34b0f0a6c83f,What are the symptoms of covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-24 11:05:32.204,fed8be4c-ba3f-4ff6-93bb-2641dc63a886,What are the symptoms of covid-19?,what are the symptoms of covid19,covid-symptoms
2020-03-22 14:09:57.697,22e81fdf-1dd6-4f10-8072-281d0ca95d9b,What are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-23 18:58:36.963,34d8d079-e65a-423a-b652-e77b6f8df739,What are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-28 10:34:30.441,80fa91f7-c792-4c73-9d5d-4918c7efb816,What are the symptoms of COVID-19?,what are the symptoms of covid19,covid-symptoms
2020-03-22 13:56:42.626,b4f456a3-243b-4ba6-b09b-ba1f0a7599f3,What are the symptoms of covid19,what are the symptoms of covid19,covid-symptoms
2020-03-21 19:14:49.91,9973a414-c87b-4aca-ae1a-2b4ea5290674,What are the symptoms of SARS-COV-2,what are the symptoms of sarscov2,covid-symptoms
2020-03-21 12:16:29.006,cba04012-0cfb-430c-b660-4abeeeb1aa70,What are the symptoms of the Corina virus? ,what are the symptoms of the corina virus ,covid-symptoms
2020-03-23 05:40:53.059,8b377bca-d8b9-4717-832f-9422b632b727,What are the symptoms of the covid19?,what are the symptoms of the covid19,covid-symptoms
2020-03-22 14:51:49.196,9943a63e-5fbb-4bfb-bcbf-a1ea626cddde,What are the symptoms of vivid 19?,what are the symptoms of vivid 19,covid-symptoms
2020-03-24 14:42:10.407,a837242d-5494-4866-af19-00c6fc9f9643,what are the symptomys od covi-19 ?,what are the symptomys od covi19 ,covid-symptoms
2020-03-21 20:56:54.131,a0147f27-050a-456f-9d52-8f4b317ba678,what are the symtoms,what are the symtoms,covid-symptoms
2020-03-30 09:39:39.686,8584998e-5cec-4fff-a456-8a3cd470e963,What are the symtoms for COVID-19?,what are the symtoms for covid19,covid-symptoms
2020-03-22 18:37:45.23,f2db6c52-2c2a-4b9d-bc14-c5e71263788d,What are the synthoms?,what are the synthoms,covid-symptoms
2020-03-23 05:28:46.341,d01635c9-e732-4ea4-a721-a4e4dd447617,what are the syptoms?,what are the syptoms,covid-symptoms
2020-03-23 00:36:47.769,dc2db1f5-b33d-452f-b567-58d12d00c152,What are the top symptoms ,what are the top symptoms ,covid-symptoms
2020-03-22 15:29:50.712,3ef439a6-e430-4034-9aae-e2f33edd633d,What are you symtoms of covid? ,what are you symtoms of covid ,covid-symptoms
2020-03-24 12:32:52.953,07feaf0a-0a6c-48f9-b517-3671acaf7e39,What exactly are the breathing symptoms associated with COVID19?,what exactly are the breathing symptoms associated with covid19,covid-symptoms
2020-03-21 16:38:20.454,d2bf053f-2512-4f30-aab6-cf74894dc3c2,What is an Asymptomatic Carrier?,what is an asymptomatic carrier,covid-symptoms
2020-03-22 16:09:27.152,7b3dc9a1-a6aa-468a-bd30-c392438e0c17,What is most usual symptom of Covid-19 ,what is most usual symptom of covid19 ,covid-symptoms
2020-03-21 21:48:07.401,289f44ad-e5dc-4dcc-8aab-d597c46631c9,What is the covid-19 symptoms? ,what is the covid19 symptoms ,covid-symptoms
2020-03-22 00:26:52.977,849776b0-54f1-4e78-b9cf-7398c599f60d,what is the covıd-19's symptoms ?,what is the covıd19s symptoms ,covid-symptoms
2020-03-25 09:56:18.226,e8802f90-8b05-4ba1-a97b-abd1c8112932,What is the first symptom of covid?,what is the first symptom of covid,covid-symptoms
2020-03-23 07:30:30.393,7c72506d-8e95-4213-b210-3e4909b48da3,What is the first symptom of covid ?,what is the first symptom of covid ,covid-symptoms
2020-03-22 17:41:40.859,22029677-d6ef-42f1-bb73-96da675b9624,What is the first symptom of the virus?,what is the first symptom of the virus,covid-symptoms
2020-03-22 06:27:08.013,6a11a88c-f506-4824-89e5-a49aaeb434d7,What is the main symptoms of the disease related to new coronavirus,what is the main symptoms of the disease related to new coronavirus,covid-symptoms
2020-03-31 10:03:19.703,7fe076af-a4fa-4cd8-adb3-153f7c6c0558,What is the somptoms of COVID-19?,what is the somptoms of covid19,covid-symptoms
2020-03-22 18:25:31.096,36ba28c8-f161-4fa5-91a3-73cd25e7e219,what is the symptoms?,what is the symptoms,covid-symptoms
2020-03-24 19:11:05.255,2038481c-dc9a-4e3b-b119-5e94b545dd97,What symptoms should prompt me to get checked?,what symptoms should prompt me to get checked,covid-symptoms
2020-03-24 13:47:20.439,c3aa9c64-aeed-45c0-a0a2-0441afec9559,what symptoms you have,what symptoms you have,covid-symptoms
2020-03-22 10:38:20.947,130cb7de-7199-4f4e-8c62-801d11f3f37e,Whatbare the symptoms,whatbare the symptoms,covid-symptoms
2020-03-22 16:18:27.883,1714860b-df06-4c07-aa5c-031b08b4f70d,When do symptoms like short breath shows up,when do symptoms like short breath shows up,covid-symptoms
2020-03-22 07:54:48.086,57b33f9c-7b7c-4c6d-9722-2698f9e5ec17,"When having covid-19, What are the next possible symptoms for a 4 years old child",when having covid19 what are the next possible symptoms for a 4 years old child,covid-symptoms
2020-03-23 02:20:22.461,2a3b9c7e-c8ea-47cc-a296-4280b12464f8,Which are its first symptoms?,which are its first symptoms,covid-symptoms
2020-03-22 10:59:39.726,2f5d2576-910e-4767-a805-142346281b9f,Which are the sintoms?,which are the sintoms,covid-symptoms
2020-03-22 16:13:17.334,39732da4-4dbc-4f38-9fa9-bfb374fb963f,Wich are Covid-19 synthoms?,wich are covid19 synthoms,covid-symptoms
2020-03-30 15:20:59.754,c57eb2b0-28d7-499c-815e-b465c5c80235,Will boosting my immune system help?,will boosting my immune system help,covid-symptoms
2020-03-28 10:46:19.52,d56e3573-23d3-4645-86e9-2ced3150130a,"At what rate COVID-19 pandemic spreading currently, any similarity across regions",at what rate covid19 pandemic spreading currently any similarity across regions,covid-transmission
2020-03-26 15:33:23.534,0dcdd9ea-edca-4087-a585-360958e148b7,Can I catch or spread the virus from a plastic bag?,can i catch or spread the virus from a plastic bag,covid-transmission
2020-03-28 12:57:07.1,17e74942-c1b7-4eae-bea5-fa027a10ead8,Can the new coronavirus be transmitted by packages or imports of goods? ,can the new coronavirus be transmitted by packages or imports of goods ,covid-transmission
2020-03-28 12:57:07.133,17e74942-c1b7-4eae-bea5-fa027a10ead8,Can the new coronavirus be transmitted through foodstuffs?,can the new coronavirus be transmitted through foodstuffs,covid-transmission
2020-03-24 15:47:22.932,81f5609e-8dfc-4398-94cc-501c97e18780,Can the virus travel through air or does there need to be physical contact?,can the virus travel through air or does there need to be physical contact,covid-transmission
2020-03-23 11:40:28.912,f2c35a0b-1566-401d-9186-8a5fa1e7e2b5,Can this virus infect me in an airborne fashion?,can this virus infect me in an airborne fashion,covid-transmission
2020-03-22 09:20:34.275,5c7817ec-a9dc-4bf4-af68-c88c3ab4cf67,Can you die from contracting covid?,can you die from contracting covid,covid-transmission
2020-03-22 12:30:23.283,584b2f48-550f-4537-a49a-874eb246809f,Does COVID-19 spread by means of gametes?,does covid19 spread by means of gametes,covid-transmission
2020-03-21 15:21:17.573,4d0285a2-b934-4449-ab6e-97b075642497,Does covid-19 spread in tropical conditions?,does covid19 spread in tropical conditions,covid-transmission
2020-03-22 17:44:00.353,8a39efd4-58d4-4c8f-a13b-a5c61dc0c151,Does covid-19 spread in warm weather?,does covid19 spread in warm weather,covid-transmission
2020-03-21 12:40:08.985,17a0efa7-9250-48eb-8b2e-32ea3f85abaf,Does everyone that contracts the virus show symptoms? Or will only certain people show symptoms?,does everyone that contracts the virus show symptoms or will only certain people show symptoms,covid-transmission
2020-03-24 12:08:21.971,95d81462-2b73-4cad-98b2-d3aa11e68f5b,Does it spread when we inhale the germs? Or just touching the virus infects us?,does it spread when we inhale the germs or just touching the virus infects us,covid-transmission
2020-03-22 16:34:39.551,4b388591-5ea5-401f-b387-9a4e6be70a91,Does the virus spread by rain?,does the virus spread by rain,covid-transmission
2020-03-24 11:50:13.026,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,How can I minimize the likelihood of contracting COVID-19?,how can i minimize the likelihood of contracting covid19,covid-transmission
2020-03-22 16:49:42.339,d31625ef-010c-4926-b525-2e5ac23e63ec,How did this virus transmit?,how did this virus transmit,covid-transmission
2020-03-28 12:36:59.229,e01c1250-5771-4d45-a76e-70205c8c9ea1,How do you contract Covid-19?,how do you contract covid19,covid-transmission
2020-03-23 20:22:49.144,7dec897c-85c1-48c7-8b6d-1cc9512fe9e2,How does COVID-19 get transmitted? ,how does covid19 get transmitted ,covid-transmission
2020-03-22 13:09:02.01,efadf5dd-c279-4ad3-9522-7e7fa841941f,How does COVID-19 spread?,how does covid19 spread,covid-transmission
2020-03-22 09:04:04.803,7ef7e361-c61a-410f-bd5a-83e59077a8ab,How does Covid-19 spread?,how does covid19 spread,covid-transmission
2020-03-22 00:10:19.935,165dfaa6-84a9-4f0b-85ed-a217530bd003,How does it spread ?,how does it spread ,covid-transmission
2020-03-24 11:26:58.528,9c8469f3-1a06-4664-9135-6c59593ca38e,How does the virus spread?,how does the virus spread,covid-transmission
2020-03-22 12:19:41.324,903c4ed7-a05b-4746-97fe-7c8dbb5f3343,How fast does it spread?,how fast does it spread,covid-transmission
2020-03-24 17:22:17.992,7bfdf5f9-dfe2-4b9d-b114-f7a8c21f9ac1,How fast does the virus spread,how fast does the virus spread,covid-transmission
2020-03-23 11:41:17.596,752aa61d-fbee-4f8f-b2fe-b49bde0df694,How fast will the pandemic spread in Canada?,how fast will the pandemic spread in canada,covid-transmission
2020-03-24 11:50:13.025,a7c31ed9-2f3a-4000-9b28-0e077748a1d6,how is COVD-19 transmitted to humans,how is covd19 transmitted to humans,covid-transmission
2020-03-22 13:27:58.893,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,how is covid 19 spread?,how is covid 19 spread,covid-transmission
2020-03-23 17:00:06.41,f6641a31-4118-4710-aad7-7c0f8071c367,How is covid transmitted?,how is covid transmitted,covid-transmission
2020-03-24 12:48:29.779,8d31effe-6ef1-40b7-beaa-b11741cc25d9,how is covid-19 spread?,how is covid19 spread,covid-transmission
2020-03-22 15:11:55.129,240da2c0-b4a2-462d-af36-25e114d89d45,How is it transmitted?,how is it transmitted,covid-transmission
2020-03-22 08:21:05.389,dd5f4300-766c-404b-97bd-80b1b0afb126,How is it transmitted?,how is it transmitted,covid-transmission
2020-03-22 02:20:59.698,9159ddd8-f891-418b-8739-547e2433adce,How is the corona virus being spread,how is the corona virus being spread,covid-transmission
2020-03-25 22:40:19.089,edb274b4-8fe3-4603-bdf9-b97110f7e684,How long are you contagious after you contract COVID-19? ,how long are you contagious after you contract covid19 ,covid-transmission
2020-03-22 14:59:26.173,4f0491c9-bcc3-4ac2-ab92-fff2349511ed,How long has the virus been spreading in Canada?,how long has the virus been spreading in canada,covid-transmission
2020-03-23 13:24:15.796,e04fe1c8-6500-4e8b-b387-3977dc24ffa7,How much the quarantine process has a positive impact on reducing contamination spread?,how much the quarantine process has a positive impact on reducing contamination spread,covid-transmission
2020-03-22 13:27:59.042,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,how to prepare for spread of covid 19?,how to prepare for spread of covid 19,covid-transmission
2020-03-21 16:35:40.321,13b9248d-7ba2-4a4c-9fd7-f1c59dcce95f,is china responsible for the spreading of COVID-19?,is china responsible for the spreading of covid19,covid-transmission
2020-04-07 01:59:27.618,5a667f1b-43ff-4e3e-be94-6cd647280aa1,Is corona virus airborne?,is corona virus airborne,covid-transmission
2020-03-30 03:48:46.275,b52a6835-bd2e-4a0a-b931-c78ead4f0ad7,Is covid 19 airborne?,is covid 19 airborne,covid-transmission
2020-03-25 10:40:11.78,a69f3716-0629-4087-abed-2d92f53ad452,Is covid-19 air-born ? Can I get it from the air ?,is covid19 airborn  can i get it from the air ,covid-transmission
2020-03-22 13:20:11.758,f7d3845d-078d-4e97-928c-fbd7a3b508c8,Is covid-19 airborne?,is covid19 airborne,covid-transmission
2020-03-23 09:37:25.63,9595fbf3-2ec3-4779-8926-6053c930263c,Is COVID-19 air-borne?,is covid19 airborne,covid-transmission
2020-04-01 09:24:29.319,f8c3dd42-f82f-418b-acfc-415b518e8a38,Is COVID-19 airborne?,is covid19 airborne,covid-transmission
2020-03-22 21:50:44.001,db15e1ea-346b-41f2-ad01-26a449e1a49e,Is COVID-19 airborne?,is covid19 airborne,covid-transmission
2020-03-23 05:35:32.294,99ffc449-3ddb-4e1b-a21d-851882bee1af,Is Covid19 an airborne? ,is covid19 an airborne ,covid-transmission
2020-03-24 22:09:37.136,aca19a32-55aa-4df3-a6f6-10c4d9c21b10,Is it airborne?,is it airborne,covid-transmission
2020-03-22 11:58:27.827,7db9c038-4c49-43c7-a8d1-435820e231d9,Is it airborne ,is it airborne ,covid-transmission
2020-03-22 15:32:22.806,cdb73897-3211-4fca-9946-91ba51af1738,Is it sexually transmissible ?,is it sexually transmissible ,covid-transmission
2020-03-22 15:32:22.818,cdb73897-3211-4fca-9946-91ba51af1738,Is it transmissible through anal sex ?,is it transmissible through anal sex ,covid-transmission
2020-03-30 12:10:29.908,822a2f36-8100-4c12-8fa6-704e6244bf66,is the virus air-borne,is the virus airborne,covid-transmission
2020-03-22 01:12:16.107,dab8ab73-7e69-407c-8262-b5a22da25a04,Is the virus airborne ,is the virus airborne ,covid-transmission
2020-03-24 16:36:09.634,39829424-9032-4ec9-8a39-51e972b29e4a,"Transmission of covid 19 human to human is 100% confirmed , what about , human to pets? ",transmission of covid 19 human to human is 100 confirmed  what about  human to pets ,covid-transmission
2020-03-24 20:57:47.638,80ac280d-40c2-4707-a310-1a5ed04beebf,What is the youngest age of a healthy person contracting the coronavirus?,what is the youngest age of a healthy person contracting the coronavirus,covid-transmission
2020-04-01 17:29:56.77,07e5b5d0-1701-4892-8f1a-d9155c596858,When will I be able to go back to work (government contract) ?,when will i be able to go back to work government contract ,covid-transmission
2020-03-23 09:42:07.547,4c4328cc-3edf-4e99-bce9-b7970fe98a87,When will it stop spreading? Is 2 weeks enough? ,when will it stop spreading is 2 weeks enough ,covid-transmission
2020-03-28 11:51:43.001,7895f18e-a495-4f51-9b87-692449a60bd5,why is it still spreading when we are all at home,why is it still spreading when we are all at home,covid-transmission
2020-03-21 12:53:58.407,66c7bd79-e62c-428a-adac-f69fb087691c,will the virus continue to spread for a long time?,will the virus continue to spread for a long time,covid-transmission
2020-03-25 21:36:56.023,2d5abbb8-c3e1-4297-9552-c32606afad4b,"How can I distinguish an itchy throat due to COVID-19 to the one due to potential Acid Reflux, caused by high levels of stress and anxiety?",how can i distinguish an itchy throat due to covid19 to the one due to potential acid reflux caused by high levels of stress and anxiety,covid-versus
2020-03-24 18:15:17.702,f8f72978-137d-458f-9abc-27a71e468fe8,How can you distinguish between a flu and COVID-19?,how can you distinguish between a flu and covid19,covid-versus
2020-03-21 13:34:43.676,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,How do I distinguish between the flu and coronavirus?,how do i distinguish between the flu and coronavirus,covid-versus
